PRI_INDEX,ROUTING_SET,START_TIME,STOP_TIME,HOUR,MINUTE,Req w/ Unp,Req,Sch,Schedule Tally Delta,Net,APS,Dev,Adh,Status,Lock
240,NetClaim Multiskill - Global,4/2/2022,4/3/2022,11,45,6.48,6.48,9,,2.52,,,,Unavailable,0
241,NetClaim Multiskill - Global,4/2/2022,4/3/2022,12,0,6.74,6.74,11,,4.26,,,,Unavailable,0
242,NetClaim Multiskill - Global,4/2/2022,4/3/2022,12,15,8.67,8.67,8,,-0.67,,,,Unavailable,0
243,NetClaim Multiskill - Global,4/2/2022,4/3/2022,12,30,6.42,6.42,7,,0.58,,,,Unavailable,0
244,NetClaim Multiskill - Global,4/2/2022,4/3/2022,12,45,6.61,6.61,12,,5.39,,,,Unavailable,0
245,NetClaim Multiskill - Global,4/2/2022,4/3/2022,13,0,6.48,6.48,13,,6.52,,,,Unavailable,0
246,NetClaim Multiskill - Global,4/2/2022,4/3/2022,13,15,7.59,7.59,13,,5.41,,,,Unavailable,0
247,NetClaim Multiskill - Global,4/2/2022,4/3/2022,13,30,8.67,8.67,11,,2.33,,,,Unavailable,0
248,NetClaim Multiskill - Global,4/2/2022,4/3/2022,13,45,10,10,11.67,,1.67,,,,Unavailable,0
249,NetClaim Multiskill - Global,4/2/2022,4/3/2022,14,0,7.59,7.59,9.33,,1.74,,,,Unavailable,0
250,NetClaim Multiskill - Global,4/2/2022,4/3/2022,14,15,8.9,8.9,9,,0.1,,,,Unavailable,0
251,NetClaim Multiskill - Global,4/2/2022,4/3/2022,14,30,8.67,8.67,9,,0.33,,,,Unavailable,0
252,NetClaim Multiskill - Global,4/2/2022,4/3/2022,14,45,9.73,9.73,7,,-2.73,,,,Unavailable,0
253,NetClaim Multiskill - Global,4/2/2022,4/3/2022,15,0,7.59,7.59,9,,1.41,,,,Unavailable,0
254,NetClaim Multiskill - Global,4/2/2022,4/3/2022,15,15,6.48,6.48,9.67,,3.19,,,,Unavailable,0
255,NetClaim Multiskill - Global,4/2/2022,4/3/2022,15,30,5.34,5.34,8.67,,3.33,,,,Unavailable,0
256,NetClaim Multiskill - Global,4/2/2022,4/3/2022,15,45,6.48,6.48,7,,0.52,,,,Unavailable,0
257,NetClaim Multiskill - Global,4/2/2022,4/3/2022,16,0,6.48,6.48,6,,-0.48,,,,Unavailable,0
258,NetClaim Multiskill - Global,4/2/2022,4/3/2022,16,15,7.59,7.59,6,,-1.59,,,,Unavailable,0
259,NetClaim Multiskill - Global,4/2/2022,4/3/2022,16,30,7.59,7.59,5,,-2.59,,,,Unavailable,0
260,NetClaim Multiskill - Global,4/2/2022,4/3/2022,16,45,5.34,5.34,3,,-2.34,,,,Unavailable,0
261,NetClaim Multiskill - Global,4/2/2022,4/3/2022,17,0,3.76,3.76,4,,0.24,,,,Unavailable,0
262,NetClaim Multiskill - Global,4/2/2022,4/3/2022,17,15,5.22,5.22,4,,-1.22,,,,Unavailable,0
263,NetClaim Multiskill - Global,4/2/2022,4/3/2022,17,30,6.48,6.48,5,,-1.48,,,,Unavailable,0
264,NetClaim Multiskill - Global,4/2/2022,4/3/2022,17,45,6.48,6.48,5,,-1.48,,,,Unavailable,0
265,NetClaim Multiskill - Global,4/2/2022,4/3/2022,18,0,5.34,5.34,5,,-0.34,,,,Unavailable,0
266,NetClaim Multiskill - Global,4/2/2022,4/3/2022,18,15,5.26,5.26,3.67,,-1.59,,,,Unavailable,0
267,NetClaim Multiskill - Global,4/2/2022,4/3/2022,18,30,5.34,5.34,4,,-1.34,,,,Unavailable,0
268,NetClaim Multiskill - Global,4/2/2022,4/3/2022,18,45,5.34,5.34,3.67,,-1.67,,,,Unavailable,0
269,NetClaim Multiskill - Global,4/2/2022,4/3/2022,19,0,5.66,5.66,5,,-0.66,,,,Unavailable,0
270,NetClaim Multiskill - Global,4/2/2022,4/3/2022,19,15,4.14,4.14,5,,0.86,,,,Unavailable,0
271,NetClaim Multiskill - Global,4/2/2022,4/3/2022,19,30,4.14,4.14,6,,1.86,,,,Unavailable,0
272,NetClaim Multiskill - Global,4/2/2022,4/3/2022,19,45,5.34,5.34,5.67,,0.33,,,,Unavailable,0
273,NetClaim Multiskill - Global,4/2/2022,4/3/2022,20,0,4.46,4.46,5,,0.54,,,,Unavailable,0
274,NetClaim Multiskill - Global,4/2/2022,4/3/2022,20,15,5.78,5.78,3,,-2.78,,,,Unavailable,0
275,NetClaim Multiskill - Global,4/2/2022,4/3/2022,20,30,7.04,7.04,5,,-2.04,,,,Unavailable,0
276,NetClaim Multiskill - Global,4/2/2022,4/3/2022,20,45,4.46,4.46,4.67,,0.21,,,,Unavailable,0
277,NetClaim Multiskill - Global,4/2/2022,4/3/2022,21,0,4.46,4.46,3.67,,-0.79,,,,Unavailable,0
278,NetClaim Multiskill - Global,4/2/2022,4/3/2022,21,15,4.46,4.46,4,,-0.46,,,,Unavailable,0
279,NetClaim Multiskill - Global,4/2/2022,4/3/2022,21,30,5.78,5.78,4,,-1.78,,,,Unavailable,0
280,NetClaim Multiskill - Global,4/2/2022,4/3/2022,21,45,4.46,4.46,4,,-0.46,,,,Unavailable,0
281,NetClaim Multiskill - Global,4/2/2022,4/3/2022,22,0,5.78,5.78,4,,-1.78,,,,Unavailable,0
282,NetClaim Multiskill - Global,4/2/2022,4/3/2022,22,15,3.02,3.02,4,,0.98,,,,Unavailable,0
283,NetClaim Multiskill - Global,4/2/2022,4/3/2022,22,30,4.46,4.46,4,,-0.46,,,,Unavailable,0
284,NetClaim Multiskill - Global,4/2/2022,4/3/2022,22,45,3.02,3.02,3,,-0.02,,,,Unavailable,0
285,NetClaim Multiskill - Global,4/2/2022,4/3/2022,23,0,0,0,3,,3,,,,Unavailable,0
286,NetClaim Multiskill - Global,4/2/2022,4/3/2022,23,15,2.01,2.01,2,,-0.01,,,,Unavailable,0
287,NetClaim Multiskill - Global,4/2/2022,4/3/2022,23,30,3.02,3.02,2,,-1.02,,,,Unavailable,0
288,NetClaim Multiskill - Global,4/2/2022,4/3/2022,23,45,3.02,3.02,4,,0.98,,,,Unavailable,0
