PRI_INDEX,ROUTING_SET,START_TIME,STOP_TIME,HOUR,MINUTE,Req w/ Unp,Req,Sch,Schedule Tally Delta,Net,APS,Dev,Adh,Status,Lock
1,NetClaim Multiskill - Global,3/31/2022,4/1/2022,0,0,7.01,7.01,7,,-0.01,,,,Unavailable,0
2,NetClaim Multiskill - Global,3/31/2022,4/1/2022,0,15,3.01,3.01,7,,3.99,,,,Unavailable,0
3,NetClaim Multiskill - Global,3/31/2022,4/1/2022,0,30,4.45,4.45,6.67,,2.22,,,,Unavailable,0
4,NetClaim Multiskill - Global,3/31/2022,4/1/2022,0,45,6,6,6,,0,,,,Unavailable,0
5,NetClaim Multiskill - Global,3/31/2022,4/1/2022,1,0,3.01,3.01,6,,2.99,,,,Unavailable,0
6,NetClaim Multiskill - Global,3/31/2022,4/1/2022,1,15,1.7,1.7,6,,4.3,,,,Unavailable,0
7,NetClaim Multiskill - Global,3/31/2022,4/1/2022,1,30,3.01,3.01,6,,2.99,,,,Unavailable,0
8,NetClaim Multiskill - Global,3/31/2022,4/1/2022,1,45,3.01,3.01,6,,2.99,,,,Unavailable,0
9,NetClaim Multiskill - Global,3/31/2022,4/1/2022,2,0,3.01,3.01,6,,2.99,,,,Unavailable,0
10,NetClaim Multiskill - Global,3/31/2022,4/1/2022,2,15,0,0,6,,6,,,,Unavailable,0
11,NetClaim Multiskill - Global,3/31/2022,4/1/2022,2,30,3.01,3.01,6,,2.99,,,,Unavailable,0
12,NetClaim Multiskill - Global,3/31/2022,4/1/2022,2,45,3.01,3.01,6,,2.99,,,,Unavailable,0
13,NetClaim Multiskill - Global,3/31/2022,4/1/2022,3,0,3.01,3.01,6,,2.99,,,,Unavailable,0
14,NetClaim Multiskill - Global,3/31/2022,4/1/2022,3,15,3.01,3.01,6,,2.99,,,,Unavailable,0
15,NetClaim Multiskill - Global,3/31/2022,4/1/2022,3,30,0,0,6,,6,,,,Unavailable,0
16,NetClaim Multiskill - Global,3/31/2022,4/1/2022,3,45,3.73,3.73,7,,3.27,,,,Unavailable,0
17,NetClaim Multiskill - Global,3/31/2022,4/1/2022,4,0,2.57,2.57,7,,4.43,,,,Unavailable,0
18,NetClaim Multiskill - Global,3/31/2022,4/1/2022,4,15,2.57,2.57,6,,3.43,,,,Unavailable,0
19,NetClaim Multiskill - Global,3/31/2022,4/1/2022,4,30,2.57,2.57,7,,4.43,,,,Unavailable,0
20,NetClaim Multiskill - Global,3/31/2022,4/1/2022,4,45,2.57,2.57,6.33,,3.76,,,,Unavailable,0
21,NetClaim Multiskill - Global,3/31/2022,4/1/2022,5,0,2.57,2.57,4.67,,2.1,,,,Unavailable,0
22,NetClaim Multiskill - Global,3/31/2022,4/1/2022,5,15,3.73,3.73,4,,0.27,,,,Unavailable,0
23,NetClaim Multiskill - Global,3/31/2022,4/1/2022,5,30,2.57,2.57,5,,2.43,,,,Unavailable,0
24,NetClaim Multiskill - Global,3/31/2022,4/1/2022,5,45,2.57,2.57,5.67,,3.1,,,,Unavailable,0
25,NetClaim Multiskill - Global,3/31/2022,4/1/2022,6,0,3.73,3.73,8,,4.27,,,,Unavailable,0
26,NetClaim Multiskill - Global,3/31/2022,4/1/2022,6,15,3.73,3.73,9,,5.27,,,,Unavailable,0
27,NetClaim Multiskill - Global,3/31/2022,4/1/2022,6,30,1.61,1.61,12,,10.39,,,,Unavailable,0
28,NetClaim Multiskill - Global,3/31/2022,4/1/2022,6,45,4.79,4.79,12,,7.21,,,,Unavailable,0
29,NetClaim Multiskill - Global,3/31/2022,4/1/2022,7,0,5.95,5.95,15,,9.05,,,,Unavailable,0
30,NetClaim Multiskill - Global,3/31/2022,4/1/2022,7,15,5.95,5.95,16,,10.05,,,,Unavailable,0
31,NetClaim Multiskill - Global,3/31/2022,4/1/2022,7,30,8.88,8.88,17,,8.12,,,,Unavailable,0
32,NetClaim Multiskill - Global,3/31/2022,4/1/2022,7,45,13.52,13.52,14.33,,0.81,,,,Unavailable,0
33,NetClaim Multiskill - Global,3/31/2022,4/1/2022,8,0,14.43,14.43,24,,9.57,,,,Unavailable,0
34,NetClaim Multiskill - Global,3/31/2022,4/1/2022,8,15,12.61,12.61,22.67,,10.06,,,,Unavailable,0
35,NetClaim Multiskill - Global,3/31/2022,4/1/2022,8,30,18.27,18.27,25,,6.73,,,,Unavailable,0
36,NetClaim Multiskill - Global,3/31/2022,4/1/2022,8,45,17.28,17.28,29,,11.72,,,,Unavailable,0
37,NetClaim Multiskill - Global,3/31/2022,4/1/2022,9,0,25.81,25.81,29,,3.19,,,,Unavailable,0
38,NetClaim Multiskill - Global,3/31/2022,4/1/2022,9,15,27.36,27.36,31,,3.64,,,,Unavailable,0
39,NetClaim Multiskill - Global,3/31/2022,4/1/2022,9,30,30.9,30.9,32,,1.1,,,,Unavailable,0
40,NetClaim Multiskill - Global,3/31/2022,4/1/2022,9,45,34,34,34,,0,,,,Unavailable,0
41,NetClaim Multiskill - Global,3/31/2022,4/1/2022,10,0,31.95,31.95,36,,4.05,,,,Unavailable,0
42,NetClaim Multiskill - Global,3/31/2022,4/1/2022,10,15,35.43,35.43,37,,1.57,,,,Unavailable,0
43,NetClaim Multiskill - Global,3/31/2022,4/1/2022,10,30,36,36,36,,0,,,,Unavailable,0
44,NetClaim Multiskill - Global,3/31/2022,4/1/2022,10,45,35.69,35.69,38,,2.31,,,,Unavailable,0
45,NetClaim Multiskill - Global,3/31/2022,4/1/2022,11,0,30,30,37,,7,,,,Unavailable,0
46,NetClaim Multiskill - Global,3/31/2022,4/1/2022,11,15,41.35,41.35,42,,0.65,,,,Unavailable,0
47,NetClaim Multiskill - Global,3/31/2022,4/1/2022,11,30,40,40,40,,0,,,,Unavailable,0
