,dIntervalStart,nEnteredAcd,Start
496,3/14/2022 15:15,1,2022-03-14 15:15:00
497,3/14/2022 15:30,1,2022-03-14 15:30:00
498,3/14/2022 15:45,1,2022-03-14 15:45:00
499,3/14/2022 16:00,1,2022-03-14 16:00:00
500,3/14/2022 16:15,1,2022-03-14 16:15:00
501,3/14/2022 16:30,1,2022-03-14 16:30:00
502,3/14/2022 16:45,1,2022-03-14 16:45:00
503,3/14/2022 17:00,1,2022-03-14 17:00:00
504,3/14/2022 17:15,1,2022-03-14 17:15:00
505,3/14/2022 17:30,1,2022-03-14 17:30:00
506,3/14/2022 17:45,1,2022-03-14 17:45:00
507,3/14/2022 18:00,1,2022-03-14 18:00:00
508,3/14/2022 18:15,1,2022-03-14 18:15:00
509,3/14/2022 18:30,1,2022-03-14 18:30:00
510,3/14/2022 18:45,1,2022-03-14 18:45:00
511,3/14/2022 19:00,1,2022-03-14 19:00:00
512,3/14/2022 19:15,1,2022-03-14 19:15:00
513,3/14/2022 19:30,1,2022-03-14 19:30:00
514,3/14/2022 19:45,1,2022-03-14 19:45:00
515,3/14/2022 1:00,1,2022-03-14 01:00:00
516,3/14/2022 1:15,1,2022-03-14 01:15:00
517,3/14/2022 1:30,1,2022-03-14 01:30:00
518,3/14/2022 1:45,1,2022-03-14 01:45:00
519,3/14/2022 20:00,1,2022-03-14 20:00:00
520,3/14/2022 20:15,1,2022-03-14 20:15:00
521,3/14/2022 20:30,1,2022-03-14 20:30:00
522,3/14/2022 20:45,1,2022-03-14 20:45:00
523,3/14/2022 21:00,1,2022-03-14 21:00:00
524,3/14/2022 21:15,1,2022-03-14 21:15:00
525,3/14/2022 21:30,1,2022-03-14 21:30:00
526,3/14/2022 21:45,1,2022-03-14 21:45:00
527,3/14/2022 22:00,1,2022-03-14 22:00:00
528,3/14/2022 22:15,1,2022-03-14 22:15:00
529,3/14/2022 22:30,1,2022-03-14 22:30:00
530,3/14/2022 22:45,1,2022-03-14 22:45:00
531,3/14/2022 23:00,1,2022-03-14 23:00:00
532,3/14/2022 23:15,1,2022-03-14 23:15:00
533,3/14/2022 23:30,1,2022-03-14 23:30:00
534,3/14/2022 23:45,1,2022-03-14 23:45:00
535,3/14/2022 2:00,1,2022-03-14 02:00:00
536,3/14/2022 2:15,1,2022-03-14 02:15:00
537,3/14/2022 2:30,1,2022-03-14 02:30:00
538,3/14/2022 2:45,1,2022-03-14 02:45:00
539,3/14/2022 3:00,1,2022-03-14 03:00:00
540,3/14/2022 3:15,1,2022-03-14 03:15:00
541,3/14/2022 3:30,1,2022-03-14 03:30:00
542,3/14/2022 3:45,1,2022-03-14 03:45:00
543,3/14/2022 4:00,1,2022-03-14 04:00:00
544,3/14/2022 4:15,1,2022-03-14 04:15:00
545,3/14/2022 4:45,1,2022-03-14 04:45:00
546,3/14/2022 5:00,1,2022-03-14 05:00:00
547,3/14/2022 5:15,1,2022-03-14 05:15:00
548,3/14/2022 5:30,1,2022-03-14 05:30:00
549,3/14/2022 5:45,1,2022-03-14 05:45:00
550,3/14/2022 6:00,1,2022-03-14 06:00:00
551,3/14/2022 6:15,1,2022-03-14 06:15:00
552,3/14/2022 6:30,1,2022-03-14 06:30:00
553,3/14/2022 6:45,1,2022-03-14 06:45:00
554,3/14/2022 7:00,1,2022-03-14 07:00:00
555,3/14/2022 7:15,1,2022-03-14 07:15:00
556,3/14/2022 7:30,1,2022-03-14 07:30:00
557,3/14/2022 7:45,1,2022-03-14 07:45:00
558,3/14/2022 8:00,1,2022-03-14 08:00:00
559,3/14/2022 8:15,1,2022-03-14 08:15:00
560,3/14/2022 8:30,1,2022-03-14 08:30:00
561,3/14/2022 8:45,1,2022-03-14 08:45:00
562,3/14/2022 9:00,1,2022-03-14 09:00:00
563,3/14/2022 9:15,1,2022-03-14 09:15:00
564,3/14/2022 9:30,1,2022-03-14 09:30:00
565,3/14/2022 9:45,1,2022-03-14 09:45:00
566,3/15/2022 0:00,1,2022-03-15 00:00:00
567,3/15/2022 0:15,1,2022-03-15 00:15:00
568,3/15/2022 0:30,1,2022-03-15 00:30:00
569,3/15/2022 0:45,1,2022-03-15 00:45:00
570,3/15/2022 10:00,1,2022-03-15 10:00:00
571,3/15/2022 10:15,1,2022-03-15 10:15:00
572,3/15/2022 10:30,1,2022-03-15 10:30:00
573,3/15/2022 10:45,1,2022-03-15 10:45:00
574,3/15/2022 11:00,1,2022-03-15 11:00:00
575,3/15/2022 11:15,1,2022-03-15 11:15:00
576,3/15/2022 11:30,1,2022-03-15 11:30:00
577,3/15/2022 11:45,1,2022-03-15 11:45:00
578,3/15/2022 12:00,1,2022-03-15 12:00:00
579,3/15/2022 12:15,1,2022-03-15 12:15:00
580,3/15/2022 12:30,1,2022-03-15 12:30:00
581,3/15/2022 12:45,1,2022-03-15 12:45:00
582,3/15/2022 13:00,1,2022-03-15 13:00:00
583,3/15/2022 13:15,1,2022-03-15 13:15:00
584,3/15/2022 13:30,1,2022-03-15 13:30:00
585,3/15/2022 13:45,1,2022-03-15 13:45:00
586,3/15/2022 14:00,1,2022-03-15 14:00:00
587,3/15/2022 14:15,1,2022-03-15 14:15:00
588,3/15/2022 14:30,1,2022-03-15 14:30:00
589,3/15/2022 14:45,1,2022-03-15 14:45:00
590,3/15/2022 15:00,1,2022-03-15 15:00:00
591,3/15/2022 15:15,1,2022-03-15 15:15:00
592,3/15/2022 15:30,1,2022-03-15 15:30:00
593,3/15/2022 15:45,1,2022-03-15 15:45:00
594,3/15/2022 16:00,1,2022-03-15 16:00:00
595,3/15/2022 16:15,1,2022-03-15 16:15:00
596,3/15/2022 16:30,1,2022-03-15 16:30:00
597,3/15/2022 16:45,1,2022-03-15 16:45:00
598,3/15/2022 17:00,1,2022-03-15 17:00:00
599,3/15/2022 17:15,1,2022-03-15 17:15:00
600,3/15/2022 17:30,1,2022-03-15 17:30:00
601,3/15/2022 17:45,1,2022-03-15 17:45:00
602,3/15/2022 18:00,1,2022-03-15 18:00:00
603,3/15/2022 18:15,1,2022-03-15 18:15:00
604,3/15/2022 18:30,1,2022-03-15 18:30:00
605,3/15/2022 18:45,1,2022-03-15 18:45:00
606,3/15/2022 19:00,1,2022-03-15 19:00:00
607,3/15/2022 19:15,1,2022-03-15 19:15:00
608,3/15/2022 19:30,1,2022-03-15 19:30:00
609,3/15/2022 19:45,1,2022-03-15 19:45:00
610,3/15/2022 1:00,1,2022-03-15 01:00:00
611,3/15/2022 1:15,1,2022-03-15 01:15:00
612,3/15/2022 1:30,1,2022-03-15 01:30:00
613,3/15/2022 1:45,1,2022-03-15 01:45:00
614,3/15/2022 20:00,1,2022-03-15 20:00:00
615,3/15/2022 20:15,1,2022-03-15 20:15:00
616,3/15/2022 20:30,1,2022-03-15 20:30:00
617,3/15/2022 20:45,1,2022-03-15 20:45:00
618,3/15/2022 21:00,1,2022-03-15 21:00:00
619,3/15/2022 21:15,1,2022-03-15 21:15:00
620,3/15/2022 21:30,1,2022-03-15 21:30:00
621,3/15/2022 21:45,1,2022-03-15 21:45:00
622,3/15/2022 22:00,1,2022-03-15 22:00:00
623,3/15/2022 22:15,1,2022-03-15 22:15:00
624,3/15/2022 22:30,1,2022-03-15 22:30:00
625,3/15/2022 22:45,1,2022-03-15 22:45:00
626,3/15/2022 23:00,1,2022-03-15 23:00:00
627,3/15/2022 23:15,1,2022-03-15 23:15:00
628,3/15/2022 23:30,1,2022-03-15 23:30:00
629,3/15/2022 23:45,1,2022-03-15 23:45:00
630,3/15/2022 2:00,1,2022-03-15 02:00:00
631,3/15/2022 2:15,1,2022-03-15 02:15:00
632,3/15/2022 2:30,1,2022-03-15 02:30:00
633,3/15/2022 3:00,1,2022-03-15 03:00:00
634,3/15/2022 3:15,1,2022-03-15 03:15:00
635,3/15/2022 3:30,1,2022-03-15 03:30:00
636,3/15/2022 3:45,1,2022-03-15 03:45:00
637,3/15/2022 4:00,1,2022-03-15 04:00:00
638,3/15/2022 4:15,1,2022-03-15 04:15:00
639,3/15/2022 4:45,1,2022-03-15 04:45:00
640,3/15/2022 5:00,1,2022-03-15 05:00:00
641,3/15/2022 5:15,1,2022-03-15 05:15:00
642,3/15/2022 5:30,1,2022-03-15 05:30:00
643,3/15/2022 5:45,1,2022-03-15 05:45:00
644,3/15/2022 6:00,1,2022-03-15 06:00:00
645,3/15/2022 6:15,1,2022-03-15 06:15:00
646,3/15/2022 6:30,1,2022-03-15 06:30:00
647,3/15/2022 6:45,1,2022-03-15 06:45:00
648,3/15/2022 7:00,1,2022-03-15 07:00:00
649,3/15/2022 7:15,1,2022-03-15 07:15:00
650,3/15/2022 7:30,1,2022-03-15 07:30:00
651,3/15/2022 7:45,1,2022-03-15 07:45:00
652,3/15/2022 8:00,1,2022-03-15 08:00:00
653,3/15/2022 8:15,1,2022-03-15 08:15:00
654,3/15/2022 8:30,1,2022-03-15 08:30:00
655,3/15/2022 8:45,1,2022-03-15 08:45:00
656,3/15/2022 9:00,1,2022-03-15 09:00:00
657,3/15/2022 9:15,1,2022-03-15 09:15:00
658,3/15/2022 9:30,1,2022-03-15 09:30:00
659,3/15/2022 9:45,1,2022-03-15 09:45:00
660,3/16/2022 0:00,1,2022-03-16 00:00:00
661,3/16/2022 0:15,1,2022-03-16 00:15:00
662,3/16/2022 0:30,1,2022-03-16 00:30:00
663,3/16/2022 0:45,1,2022-03-16 00:45:00
664,3/16/2022 10:00,1,2022-03-16 10:00:00
665,3/16/2022 10:15,1,2022-03-16 10:15:00
666,3/16/2022 10:30,1,2022-03-16 10:30:00
667,3/16/2022 10:45,1,2022-03-16 10:45:00
668,3/16/2022 11:00,1,2022-03-16 11:00:00
669,3/16/2022 11:15,1,2022-03-16 11:15:00
670,3/16/2022 11:30,1,2022-03-16 11:30:00
671,3/16/2022 11:45,1,2022-03-16 11:45:00
672,3/16/2022 12:00,1,2022-03-16 12:00:00
673,3/16/2022 12:15,1,2022-03-16 12:15:00
674,3/16/2022 12:30,1,2022-03-16 12:30:00
675,3/16/2022 12:45,1,2022-03-16 12:45:00
676,3/16/2022 13:00,1,2022-03-16 13:00:00
677,3/16/2022 13:15,1,2022-03-16 13:15:00
678,3/16/2022 13:30,1,2022-03-16 13:30:00
679,3/16/2022 13:45,1,2022-03-16 13:45:00
680,3/16/2022 14:00,1,2022-03-16 14:00:00
681,3/16/2022 14:15,1,2022-03-16 14:15:00
682,3/16/2022 14:30,1,2022-03-16 14:30:00
683,3/16/2022 14:45,1,2022-03-16 14:45:00
684,3/16/2022 15:00,1,2022-03-16 15:00:00
685,3/16/2022 15:15,1,2022-03-16 15:15:00
686,3/16/2022 15:30,1,2022-03-16 15:30:00
687,3/16/2022 15:45,1,2022-03-16 15:45:00
688,3/16/2022 16:00,1,2022-03-16 16:00:00
689,3/16/2022 16:15,1,2022-03-16 16:15:00
690,3/16/2022 16:30,1,2022-03-16 16:30:00
691,3/16/2022 16:45,1,2022-03-16 16:45:00
692,3/16/2022 17:00,1,2022-03-16 17:00:00
693,3/16/2022 17:15,1,2022-03-16 17:15:00
694,3/16/2022 17:30,1,2022-03-16 17:30:00
695,3/16/2022 17:45,1,2022-03-16 17:45:00
696,3/16/2022 18:00,1,2022-03-16 18:00:00
697,3/16/2022 18:15,1,2022-03-16 18:15:00
698,3/16/2022 18:30,1,2022-03-16 18:30:00
699,3/16/2022 18:45,1,2022-03-16 18:45:00
700,3/16/2022 19:00,1,2022-03-16 19:00:00
701,3/16/2022 19:15,1,2022-03-16 19:15:00
702,3/16/2022 19:30,1,2022-03-16 19:30:00
703,3/16/2022 19:45,1,2022-03-16 19:45:00
704,3/16/2022 1:00,1,2022-03-16 01:00:00
705,3/16/2022 1:15,1,2022-03-16 01:15:00
706,3/16/2022 1:30,1,2022-03-16 01:30:00
707,3/16/2022 1:45,1,2022-03-16 01:45:00
708,3/16/2022 20:00,1,2022-03-16 20:00:00
709,3/16/2022 20:15,1,2022-03-16 20:15:00
710,3/16/2022 20:30,1,2022-03-16 20:30:00
711,3/16/2022 20:45,1,2022-03-16 20:45:00
712,3/16/2022 21:00,1,2022-03-16 21:00:00
713,3/16/2022 21:15,1,2022-03-16 21:15:00
714,3/16/2022 21:30,1,2022-03-16 21:30:00
715,3/16/2022 21:45,1,2022-03-16 21:45:00
716,3/16/2022 22:00,1,2022-03-16 22:00:00
717,3/16/2022 22:15,1,2022-03-16 22:15:00
718,3/16/2022 22:30,1,2022-03-16 22:30:00
719,3/16/2022 22:45,1,2022-03-16 22:45:00
720,3/16/2022 23:00,1,2022-03-16 23:00:00
721,3/16/2022 23:15,1,2022-03-16 23:15:00
722,3/16/2022 23:30,1,2022-03-16 23:30:00
723,3/16/2022 23:45,1,2022-03-16 23:45:00
724,3/16/2022 2:00,1,2022-03-16 02:00:00
725,3/16/2022 2:15,1,2022-03-16 02:15:00
726,3/16/2022 2:30,1,2022-03-16 02:30:00
727,3/16/2022 2:45,1,2022-03-16 02:45:00
728,3/16/2022 3:00,1,2022-03-16 03:00:00
729,3/16/2022 3:15,1,2022-03-16 03:15:00
730,3/16/2022 3:30,1,2022-03-16 03:30:00
731,3/16/2022 3:45,1,2022-03-16 03:45:00
732,3/16/2022 4:00,1,2022-03-16 04:00:00
733,3/16/2022 4:15,1,2022-03-16 04:15:00
734,3/16/2022 4:30,1,2022-03-16 04:30:00
735,3/16/2022 4:45,1,2022-03-16 04:45:00
736,3/16/2022 5:00,1,2022-03-16 05:00:00
737,3/16/2022 5:15,1,2022-03-16 05:15:00
738,3/16/2022 5:30,1,2022-03-16 05:30:00
739,3/16/2022 5:45,1,2022-03-16 05:45:00
740,3/16/2022 6:00,1,2022-03-16 06:00:00
741,3/16/2022 6:15,1,2022-03-16 06:15:00
742,3/16/2022 6:30,1,2022-03-16 06:30:00
743,3/16/2022 6:45,1,2022-03-16 06:45:00
744,3/16/2022 7:00,1,2022-03-16 07:00:00
745,3/16/2022 7:15,1,2022-03-16 07:15:00
746,3/16/2022 7:30,1,2022-03-16 07:30:00
747,3/16/2022 7:45,1,2022-03-16 07:45:00
748,3/16/2022 8:00,1,2022-03-16 08:00:00
749,3/16/2022 8:15,1,2022-03-16 08:15:00
750,3/16/2022 8:30,1,2022-03-16 08:30:00
751,3/16/2022 8:45,1,2022-03-16 08:45:00
752,3/16/2022 9:00,1,2022-03-16 09:00:00
753,3/16/2022 9:15,1,2022-03-16 09:15:00
754,3/16/2022 9:30,1,2022-03-16 09:30:00
755,3/16/2022 9:45,1,2022-03-16 09:45:00
756,3/17/2022 0:00,1,2022-03-17 00:00:00
757,3/17/2022 0:15,1,2022-03-17 00:15:00
758,3/17/2022 0:30,1,2022-03-17 00:30:00
759,3/17/2022 0:45,1,2022-03-17 00:45:00
760,3/17/2022 10:00,1,2022-03-17 10:00:00
761,3/17/2022 10:15,1,2022-03-17 10:15:00
762,3/17/2022 10:30,1,2022-03-17 10:30:00
763,3/17/2022 10:45,1,2022-03-17 10:45:00
764,3/17/2022 11:00,1,2022-03-17 11:00:00
765,3/17/2022 11:15,1,2022-03-17 11:15:00
766,3/17/2022 11:30,1,2022-03-17 11:30:00
767,3/17/2022 11:45,1,2022-03-17 11:45:00
768,3/17/2022 12:00,1,2022-03-17 12:00:00
769,3/17/2022 12:15,1,2022-03-17 12:15:00
770,3/17/2022 12:30,1,2022-03-17 12:30:00
771,3/17/2022 12:45,1,2022-03-17 12:45:00
772,3/17/2022 13:00,1,2022-03-17 13:00:00
773,3/17/2022 13:15,1,2022-03-17 13:15:00
774,3/17/2022 13:30,1,2022-03-17 13:30:00
775,3/17/2022 13:45,1,2022-03-17 13:45:00
776,3/17/2022 14:00,1,2022-03-17 14:00:00
777,3/17/2022 14:15,1,2022-03-17 14:15:00
778,3/17/2022 14:30,1,2022-03-17 14:30:00
779,3/17/2022 14:45,1,2022-03-17 14:45:00
780,3/17/2022 15:00,1,2022-03-17 15:00:00
781,3/17/2022 15:15,1,2022-03-17 15:15:00
782,3/17/2022 15:30,1,2022-03-17 15:30:00
783,3/17/2022 15:45,1,2022-03-17 15:45:00
784,3/17/2022 16:00,1,2022-03-17 16:00:00
785,3/17/2022 16:15,1,2022-03-17 16:15:00
786,3/17/2022 16:30,1,2022-03-17 16:30:00
787,3/17/2022 16:45,1,2022-03-17 16:45:00
788,3/17/2022 17:00,1,2022-03-17 17:00:00
789,3/17/2022 17:15,1,2022-03-17 17:15:00
790,3/17/2022 17:30,1,2022-03-17 17:30:00
791,3/17/2022 17:45,1,2022-03-17 17:45:00
792,3/17/2022 18:00,1,2022-03-17 18:00:00
793,3/17/2022 18:15,1,2022-03-17 18:15:00
794,3/17/2022 18:30,1,2022-03-17 18:30:00
795,3/17/2022 18:45,1,2022-03-17 18:45:00
796,3/17/2022 19:00,1,2022-03-17 19:00:00
797,3/17/2022 19:15,1,2022-03-17 19:15:00
798,3/17/2022 19:30,1,2022-03-17 19:30:00
799,3/17/2022 19:45,1,2022-03-17 19:45:00
800,3/17/2022 1:00,1,2022-03-17 01:00:00
801,3/17/2022 1:15,1,2022-03-17 01:15:00
802,3/17/2022 1:30,1,2022-03-17 01:30:00
803,3/17/2022 1:45,1,2022-03-17 01:45:00
804,3/17/2022 20:00,1,2022-03-17 20:00:00
805,3/17/2022 20:15,1,2022-03-17 20:15:00
806,3/17/2022 20:30,1,2022-03-17 20:30:00
807,3/17/2022 20:45,1,2022-03-17 20:45:00
808,3/17/2022 21:00,1,2022-03-17 21:00:00
809,3/17/2022 21:15,1,2022-03-17 21:15:00
810,3/17/2022 21:30,1,2022-03-17 21:30:00
811,3/17/2022 21:45,1,2022-03-17 21:45:00
812,3/17/2022 22:00,1,2022-03-17 22:00:00
813,3/17/2022 22:15,1,2022-03-17 22:15:00
814,3/17/2022 22:30,1,2022-03-17 22:30:00
815,3/17/2022 22:45,1,2022-03-17 22:45:00
816,3/17/2022 23:00,1,2022-03-17 23:00:00
817,3/17/2022 23:15,1,2022-03-17 23:15:00
818,3/17/2022 23:30,1,2022-03-17 23:30:00
819,3/17/2022 23:45,1,2022-03-17 23:45:00
820,3/17/2022 2:00,1,2022-03-17 02:00:00
821,3/17/2022 2:15,1,2022-03-17 02:15:00
822,3/17/2022 2:30,1,2022-03-17 02:30:00
823,3/17/2022 2:45,1,2022-03-17 02:45:00
824,3/17/2022 3:00,1,2022-03-17 03:00:00
825,3/17/2022 3:15,1,2022-03-17 03:15:00
826,3/17/2022 3:30,1,2022-03-17 03:30:00
827,3/17/2022 3:45,1,2022-03-17 03:45:00
828,3/17/2022 4:00,1,2022-03-17 04:00:00
829,3/17/2022 4:15,1,2022-03-17 04:15:00
830,3/17/2022 5:15,1,2022-03-17 05:15:00
831,3/17/2022 5:30,1,2022-03-17 05:30:00
832,3/17/2022 5:45,1,2022-03-17 05:45:00
833,3/17/2022 6:00,1,2022-03-17 06:00:00
834,3/17/2022 6:15,1,2022-03-17 06:15:00
835,3/17/2022 6:30,1,2022-03-17 06:30:00
836,3/17/2022 6:45,1,2022-03-17 06:45:00
837,3/17/2022 7:00,1,2022-03-17 07:00:00
838,3/17/2022 7:15,1,2022-03-17 07:15:00
839,3/17/2022 7:30,1,2022-03-17 07:30:00
840,3/17/2022 7:45,1,2022-03-17 07:45:00
841,3/17/2022 8:00,1,2022-03-17 08:00:00
842,3/17/2022 8:15,1,2022-03-17 08:15:00
843,3/17/2022 8:30,1,2022-03-17 08:30:00
844,3/17/2022 8:45,1,2022-03-17 08:45:00
845,3/17/2022 9:00,1,2022-03-17 09:00:00
846,3/17/2022 9:15,1,2022-03-17 09:15:00
847,3/17/2022 9:30,1,2022-03-17 09:30:00
848,3/17/2022 9:45,1,2022-03-17 09:45:00
849,3/18/2022 0:00,1,2022-03-18 00:00:00
850,3/18/2022 0:15,1,2022-03-18 00:15:00
851,3/18/2022 0:30,1,2022-03-18 00:30:00
852,3/18/2022 0:45,1,2022-03-18 00:45:00
853,3/18/2022 10:00,1,2022-03-18 10:00:00
854,3/18/2022 10:15,1,2022-03-18 10:15:00
855,3/18/2022 10:30,1,2022-03-18 10:30:00
856,3/18/2022 10:45,1,2022-03-18 10:45:00
857,3/18/2022 11:00,1,2022-03-18 11:00:00
858,3/18/2022 11:15,1,2022-03-18 11:15:00
859,3/18/2022 11:30,1,2022-03-18 11:30:00
860,3/18/2022 11:45,1,2022-03-18 11:45:00
861,3/18/2022 12:00,1,2022-03-18 12:00:00
862,3/18/2022 12:15,1,2022-03-18 12:15:00
863,3/18/2022 12:30,1,2022-03-18 12:30:00
864,3/18/2022 12:45,1,2022-03-18 12:45:00
865,3/18/2022 13:00,1,2022-03-18 13:00:00
866,3/18/2022 13:15,1,2022-03-18 13:15:00
867,3/18/2022 13:30,1,2022-03-18 13:30:00
868,3/18/2022 13:45,1,2022-03-18 13:45:00
869,3/18/2022 14:00,1,2022-03-18 14:00:00
870,3/18/2022 14:15,1,2022-03-18 14:15:00
871,3/18/2022 14:30,1,2022-03-18 14:30:00
872,3/18/2022 14:45,1,2022-03-18 14:45:00
873,3/18/2022 15:00,1,2022-03-18 15:00:00
874,3/18/2022 15:15,1,2022-03-18 15:15:00
875,3/18/2022 15:30,1,2022-03-18 15:30:00
876,3/18/2022 15:45,1,2022-03-18 15:45:00
877,3/18/2022 16:00,1,2022-03-18 16:00:00
878,3/18/2022 16:15,1,2022-03-18 16:15:00
879,3/18/2022 16:30,1,2022-03-18 16:30:00
880,3/18/2022 16:45,1,2022-03-18 16:45:00
881,3/18/2022 17:00,1,2022-03-18 17:00:00
882,3/18/2022 17:15,1,2022-03-18 17:15:00
883,3/18/2022 17:30,1,2022-03-18 17:30:00
884,3/18/2022 17:45,1,2022-03-18 17:45:00
885,3/18/2022 18:00,1,2022-03-18 18:00:00
886,3/18/2022 18:15,1,2022-03-18 18:15:00
887,3/18/2022 18:30,1,2022-03-18 18:30:00
888,3/18/2022 18:45,1,2022-03-18 18:45:00
889,3/18/2022 19:00,1,2022-03-18 19:00:00
890,3/18/2022 19:15,1,2022-03-18 19:15:00
891,3/18/2022 19:30,1,2022-03-18 19:30:00
892,3/18/2022 19:45,1,2022-03-18 19:45:00
893,3/18/2022 1:00,1,2022-03-18 01:00:00
894,3/18/2022 1:15,1,2022-03-18 01:15:00
895,3/18/2022 1:30,1,2022-03-18 01:30:00
896,3/18/2022 1:45,1,2022-03-18 01:45:00
897,3/18/2022 20:00,1,2022-03-18 20:00:00
898,3/18/2022 20:15,1,2022-03-18 20:15:00
899,3/18/2022 20:30,1,2022-03-18 20:30:00
900,3/18/2022 20:45,1,2022-03-18 20:45:00
901,3/18/2022 21:00,1,2022-03-18 21:00:00
902,3/18/2022 21:15,1,2022-03-18 21:15:00
903,3/18/2022 21:30,1,2022-03-18 21:30:00
904,3/18/2022 21:45,1,2022-03-18 21:45:00
905,3/18/2022 22:00,1,2022-03-18 22:00:00
906,3/18/2022 22:15,1,2022-03-18 22:15:00
907,3/18/2022 22:30,1,2022-03-18 22:30:00
908,3/18/2022 22:45,1,2022-03-18 22:45:00
909,3/18/2022 23:00,1,2022-03-18 23:00:00
910,3/18/2022 23:15,1,2022-03-18 23:15:00
911,3/18/2022 23:30,1,2022-03-18 23:30:00
912,3/18/2022 23:45,1,2022-03-18 23:45:00
913,3/18/2022 2:00,1,2022-03-18 02:00:00
914,3/18/2022 2:15,1,2022-03-18 02:15:00
915,3/18/2022 2:30,1,2022-03-18 02:30:00
916,3/18/2022 2:45,1,2022-03-18 02:45:00
917,3/18/2022 3:00,1,2022-03-18 03:00:00
918,3/18/2022 3:15,1,2022-03-18 03:15:00
919,3/18/2022 3:30,1,2022-03-18 03:30:00
920,3/18/2022 3:45,1,2022-03-18 03:45:00
921,3/18/2022 4:00,1,2022-03-18 04:00:00
922,3/18/2022 4:15,1,2022-03-18 04:15:00
923,3/18/2022 4:30,1,2022-03-18 04:30:00
924,3/18/2022 4:45,1,2022-03-18 04:45:00
925,3/18/2022 5:00,1,2022-03-18 05:00:00
926,3/18/2022 5:15,1,2022-03-18 05:15:00
927,3/18/2022 5:30,1,2022-03-18 05:30:00
928,3/18/2022 5:45,1,2022-03-18 05:45:00
929,3/18/2022 6:00,1,2022-03-18 06:00:00
930,3/18/2022 6:15,1,2022-03-18 06:15:00
931,3/18/2022 6:30,1,2022-03-18 06:30:00
932,3/18/2022 6:45,1,2022-03-18 06:45:00
933,3/18/2022 7:00,1,2022-03-18 07:00:00
934,3/18/2022 7:15,1,2022-03-18 07:15:00
935,3/18/2022 7:30,1,2022-03-18 07:30:00
936,3/18/2022 7:45,1,2022-03-18 07:45:00
937,3/18/2022 8:00,1,2022-03-18 08:00:00
938,3/18/2022 8:15,1,2022-03-18 08:15:00
939,3/18/2022 8:30,1,2022-03-18 08:30:00
940,3/18/2022 8:45,1,2022-03-18 08:45:00
941,3/18/2022 9:00,1,2022-03-18 09:00:00
942,3/18/2022 9:15,1,2022-03-18 09:15:00
943,3/18/2022 9:30,1,2022-03-18 09:30:00
944,3/18/2022 9:45,1,2022-03-18 09:45:00
945,3/19/2022 0:00,1,2022-03-19 00:00:00
946,3/19/2022 0:15,1,2022-03-19 00:15:00
947,3/19/2022 0:30,1,2022-03-19 00:30:00
948,3/19/2022 0:45,1,2022-03-19 00:45:00
949,3/19/2022 10:00,1,2022-03-19 10:00:00
950,3/19/2022 10:15,1,2022-03-19 10:15:00
951,3/19/2022 10:30,1,2022-03-19 10:30:00
952,3/19/2022 10:45,1,2022-03-19 10:45:00
953,3/19/2022 11:00,1,2022-03-19 11:00:00
954,3/19/2022 11:15,1,2022-03-19 11:15:00
955,3/19/2022 11:30,1,2022-03-19 11:30:00
956,3/19/2022 11:45,1,2022-03-19 11:45:00
957,3/19/2022 12:00,1,2022-03-19 12:00:00
958,3/19/2022 12:15,1,2022-03-19 12:15:00
959,3/19/2022 12:30,1,2022-03-19 12:30:00
960,3/19/2022 12:45,1,2022-03-19 12:45:00
961,3/19/2022 13:00,1,2022-03-19 13:00:00
962,3/19/2022 13:15,1,2022-03-19 13:15:00
963,3/19/2022 13:30,1,2022-03-19 13:30:00
964,3/19/2022 13:45,1,2022-03-19 13:45:00
965,3/19/2022 14:00,1,2022-03-19 14:00:00
966,3/19/2022 14:15,1,2022-03-19 14:15:00
967,3/19/2022 14:30,1,2022-03-19 14:30:00
968,3/19/2022 14:45,1,2022-03-19 14:45:00
969,3/19/2022 15:00,1,2022-03-19 15:00:00
970,3/19/2022 15:15,1,2022-03-19 15:15:00
971,3/19/2022 15:30,1,2022-03-19 15:30:00
972,3/19/2022 15:45,1,2022-03-19 15:45:00
973,3/19/2022 16:00,1,2022-03-19 16:00:00
974,3/19/2022 16:15,1,2022-03-19 16:15:00
975,3/19/2022 16:30,1,2022-03-19 16:30:00
976,3/19/2022 16:45,1,2022-03-19 16:45:00
977,3/19/2022 17:00,1,2022-03-19 17:00:00
978,3/19/2022 17:15,1,2022-03-19 17:15:00
979,3/19/2022 17:30,1,2022-03-19 17:30:00
980,3/19/2022 17:45,1,2022-03-19 17:45:00
981,3/19/2022 18:00,1,2022-03-19 18:00:00
982,3/19/2022 18:15,1,2022-03-19 18:15:00
983,3/19/2022 18:30,1,2022-03-19 18:30:00
984,3/19/2022 18:45,1,2022-03-19 18:45:00
985,3/19/2022 19:00,1,2022-03-19 19:00:00
986,3/19/2022 19:15,1,2022-03-19 19:15:00
987,3/19/2022 19:30,1,2022-03-19 19:30:00
988,3/19/2022 19:45,1,2022-03-19 19:45:00
989,3/19/2022 1:00,1,2022-03-19 01:00:00
990,3/19/2022 1:15,1,2022-03-19 01:15:00
991,3/19/2022 1:30,1,2022-03-19 01:30:00
992,3/19/2022 1:45,1,2022-03-19 01:45:00
993,3/19/2022 20:00,1,2022-03-19 20:00:00
994,3/19/2022 20:15,1,2022-03-19 20:15:00
