,dIntervalStart,nEnteredAcd,Start
995,3/19/2022 20:30,1,2022-03-19 20:30:00
996,3/19/2022 20:45,1,2022-03-19 20:45:00
997,3/19/2022 21:00,1,2022-03-19 21:00:00
998,3/19/2022 21:15,1,2022-03-19 21:15:00
999,3/19/2022 21:30,1,2022-03-19 21:30:00
1000,3/19/2022 21:45,1,2022-03-19 21:45:00
1001,3/19/2022 22:00,1,2022-03-19 22:00:00
1002,3/19/2022 22:15,1,2022-03-19 22:15:00
1003,3/19/2022 22:30,1,2022-03-19 22:30:00
1004,3/19/2022 22:45,1,2022-03-19 22:45:00
1005,3/19/2022 23:00,1,2022-03-19 23:00:00
1006,3/19/2022 23:15,1,2022-03-19 23:15:00
1007,3/19/2022 23:30,1,2022-03-19 23:30:00
1008,3/19/2022 23:45,1,2022-03-19 23:45:00
1009,3/19/2022 2:00,1,2022-03-19 02:00:00
1010,3/19/2022 2:15,1,2022-03-19 02:15:00
1011,3/19/2022 2:30,1,2022-03-19 02:30:00
1012,3/19/2022 2:45,1,2022-03-19 02:45:00
1013,3/19/2022 3:00,1,2022-03-19 03:00:00
1014,3/19/2022 3:15,1,2022-03-19 03:15:00
1015,3/19/2022 3:30,1,2022-03-19 03:30:00
1016,3/19/2022 3:45,1,2022-03-19 03:45:00
1017,3/19/2022 4:00,1,2022-03-19 04:00:00
1018,3/19/2022 4:15,1,2022-03-19 04:15:00
1019,3/19/2022 4:30,1,2022-03-19 04:30:00
1020,3/19/2022 4:45,1,2022-03-19 04:45:00
1021,3/19/2022 5:00,1,2022-03-19 05:00:00
1022,3/19/2022 5:15,1,2022-03-19 05:15:00
1023,3/19/2022 5:45,1,2022-03-19 05:45:00
1024,3/19/2022 6:00,1,2022-03-19 06:00:00
1025,3/19/2022 6:15,1,2022-03-19 06:15:00
1026,3/19/2022 6:30,1,2022-03-19 06:30:00
1027,3/19/2022 6:45,1,2022-03-19 06:45:00
1028,3/19/2022 7:00,1,2022-03-19 07:00:00
1029,3/19/2022 7:15,1,2022-03-19 07:15:00
1030,3/19/2022 7:30,1,2022-03-19 07:30:00
1031,3/19/2022 7:45,1,2022-03-19 07:45:00
1032,3/19/2022 8:00,1,2022-03-19 08:00:00
1033,3/19/2022 8:15,1,2022-03-19 08:15:00
1034,3/19/2022 8:30,1,2022-03-19 08:30:00
1035,3/19/2022 8:45,1,2022-03-19 08:45:00
1036,3/19/2022 9:00,1,2022-03-19 09:00:00
1037,3/19/2022 9:15,1,2022-03-19 09:15:00
1038,3/19/2022 9:30,1,2022-03-19 09:30:00
1039,3/19/2022 9:45,1,2022-03-19 09:45:00
1040,3/2/2022 0:00,1,2022-03-02 00:00:00
1041,3/2/2022 0:15,1,2022-03-02 00:15:00
1042,3/2/2022 0:30,1,2022-03-02 00:30:00
1043,3/2/2022 0:45,1,2022-03-02 00:45:00
1044,3/2/2022 10:00,1,2022-03-02 10:00:00
1045,3/2/2022 10:15,1,2022-03-02 10:15:00
1046,3/2/2022 10:30,1,2022-03-02 10:30:00
1047,3/2/2022 10:45,1,2022-03-02 10:45:00
1048,3/2/2022 11:00,1,2022-03-02 11:00:00
1049,3/2/2022 11:15,1,2022-03-02 11:15:00
1050,3/2/2022 11:30,1,2022-03-02 11:30:00
1051,3/2/2022 11:45,1,2022-03-02 11:45:00
1052,3/2/2022 12:00,1,2022-03-02 12:00:00
1053,3/2/2022 12:15,1,2022-03-02 12:15:00
1054,3/2/2022 12:30,1,2022-03-02 12:30:00
1055,3/2/2022 12:45,1,2022-03-02 12:45:00
1056,3/2/2022 13:00,1,2022-03-02 13:00:00
1057,3/2/2022 13:15,1,2022-03-02 13:15:00
1058,3/2/2022 13:30,1,2022-03-02 13:30:00
1059,3/2/2022 13:45,1,2022-03-02 13:45:00
1060,3/2/2022 14:00,1,2022-03-02 14:00:00
1061,3/2/2022 14:15,1,2022-03-02 14:15:00
1062,3/2/2022 14:30,1,2022-03-02 14:30:00
1063,3/2/2022 14:45,1,2022-03-02 14:45:00
1064,3/2/2022 15:00,1,2022-03-02 15:00:00
1065,3/2/2022 15:15,1,2022-03-02 15:15:00
1066,3/2/2022 15:30,1,2022-03-02 15:30:00
1067,3/2/2022 15:45,1,2022-03-02 15:45:00
1068,3/2/2022 16:00,1,2022-03-02 16:00:00
1069,3/2/2022 16:15,1,2022-03-02 16:15:00
1070,3/2/2022 16:30,1,2022-03-02 16:30:00
1071,3/2/2022 16:45,1,2022-03-02 16:45:00
1072,3/2/2022 17:00,1,2022-03-02 17:00:00
1073,3/2/2022 17:15,1,2022-03-02 17:15:00
1074,3/2/2022 17:30,1,2022-03-02 17:30:00
1075,3/2/2022 17:45,1,2022-03-02 17:45:00
1076,3/2/2022 18:00,1,2022-03-02 18:00:00
1077,3/2/2022 18:15,1,2022-03-02 18:15:00
1078,3/2/2022 18:30,1,2022-03-02 18:30:00
1079,3/2/2022 18:45,1,2022-03-02 18:45:00
1080,3/2/2022 19:00,1,2022-03-02 19:00:00
1081,3/2/2022 19:15,1,2022-03-02 19:15:00
1082,3/2/2022 19:30,1,2022-03-02 19:30:00
1083,3/2/2022 19:45,1,2022-03-02 19:45:00
1084,3/2/2022 1:00,1,2022-03-02 01:00:00
1085,3/2/2022 1:15,1,2022-03-02 01:15:00
1086,3/2/2022 1:30,1,2022-03-02 01:30:00
1087,3/2/2022 1:45,1,2022-03-02 01:45:00
1088,3/2/2022 20:00,1,2022-03-02 20:00:00
1089,3/2/2022 20:15,1,2022-03-02 20:15:00
1090,3/2/2022 20:30,1,2022-03-02 20:30:00
1091,3/2/2022 20:45,1,2022-03-02 20:45:00
1092,3/2/2022 21:00,1,2022-03-02 21:00:00
1093,3/2/2022 21:15,1,2022-03-02 21:15:00
1094,3/2/2022 21:30,1,2022-03-02 21:30:00
1095,3/2/2022 21:45,1,2022-03-02 21:45:00
1096,3/2/2022 22:00,1,2022-03-02 22:00:00
1097,3/2/2022 22:15,1,2022-03-02 22:15:00
1098,3/2/2022 22:30,1,2022-03-02 22:30:00
1099,3/2/2022 22:45,1,2022-03-02 22:45:00
1100,3/2/2022 23:00,1,2022-03-02 23:00:00
1101,3/2/2022 23:15,1,2022-03-02 23:15:00
1102,3/2/2022 23:30,1,2022-03-02 23:30:00
1103,3/2/2022 23:45,1,2022-03-02 23:45:00
1104,3/2/2022 2:00,1,2022-03-02 02:00:00
1105,3/2/2022 2:15,1,2022-03-02 02:15:00
1106,3/2/2022 2:30,1,2022-03-02 02:30:00
1107,3/2/2022 2:45,1,2022-03-02 02:45:00
1108,3/2/2022 3:00,1,2022-03-02 03:00:00
1109,3/2/2022 3:15,1,2022-03-02 03:15:00
1110,3/2/2022 3:30,1,2022-03-02 03:30:00
1111,3/2/2022 4:00,1,2022-03-02 04:00:00
1112,3/2/2022 4:15,1,2022-03-02 04:15:00
1113,3/2/2022 4:30,1,2022-03-02 04:30:00
1114,3/2/2022 4:45,1,2022-03-02 04:45:00
1115,3/2/2022 5:00,1,2022-03-02 05:00:00
1116,3/2/2022 5:15,1,2022-03-02 05:15:00
1117,3/2/2022 5:30,1,2022-03-02 05:30:00
1118,3/2/2022 5:45,1,2022-03-02 05:45:00
1119,3/2/2022 6:00,1,2022-03-02 06:00:00
1120,3/2/2022 6:15,1,2022-03-02 06:15:00
1121,3/2/2022 6:30,1,2022-03-02 06:30:00
1122,3/2/2022 6:45,1,2022-03-02 06:45:00
1123,3/2/2022 7:00,1,2022-03-02 07:00:00
1124,3/2/2022 7:15,1,2022-03-02 07:15:00
1125,3/2/2022 7:30,1,2022-03-02 07:30:00
1126,3/2/2022 7:45,1,2022-03-02 07:45:00
1127,3/2/2022 8:00,1,2022-03-02 08:00:00
1128,3/2/2022 8:15,1,2022-03-02 08:15:00
1129,3/2/2022 8:30,1,2022-03-02 08:30:00
1130,3/2/2022 8:45,1,2022-03-02 08:45:00
1131,3/2/2022 9:00,1,2022-03-02 09:00:00
1132,3/2/2022 9:15,1,2022-03-02 09:15:00
1133,3/2/2022 9:30,1,2022-03-02 09:30:00
1134,3/2/2022 9:45,1,2022-03-02 09:45:00
1135,3/20/2022 0:00,1,2022-03-20 00:00:00
1136,3/20/2022 0:15,1,2022-03-20 00:15:00
1137,3/20/2022 0:30,1,2022-03-20 00:30:00
1138,3/20/2022 0:45,1,2022-03-20 00:45:00
1139,3/20/2022 10:00,1,2022-03-20 10:00:00
1140,3/20/2022 10:15,1,2022-03-20 10:15:00
1141,3/20/2022 10:30,1,2022-03-20 10:30:00
1142,3/20/2022 10:45,1,2022-03-20 10:45:00
1143,3/20/2022 11:00,1,2022-03-20 11:00:00
1144,3/20/2022 11:15,1,2022-03-20 11:15:00
1145,3/20/2022 11:30,1,2022-03-20 11:30:00
1146,3/20/2022 11:45,1,2022-03-20 11:45:00
1147,3/20/2022 12:00,1,2022-03-20 12:00:00
1148,3/20/2022 12:15,1,2022-03-20 12:15:00
1149,3/20/2022 12:30,1,2022-03-20 12:30:00
1150,3/20/2022 12:45,1,2022-03-20 12:45:00
1151,3/20/2022 13:00,1,2022-03-20 13:00:00
1152,3/20/2022 13:15,1,2022-03-20 13:15:00
1153,3/20/2022 13:30,1,2022-03-20 13:30:00
1154,3/20/2022 13:45,1,2022-03-20 13:45:00
1155,3/20/2022 14:00,1,2022-03-20 14:00:00
1156,3/20/2022 14:15,1,2022-03-20 14:15:00
1157,3/20/2022 14:30,1,2022-03-20 14:30:00
1158,3/20/2022 14:45,1,2022-03-20 14:45:00
1159,3/20/2022 15:00,1,2022-03-20 15:00:00
1160,3/20/2022 15:15,1,2022-03-20 15:15:00
1161,3/20/2022 15:30,1,2022-03-20 15:30:00
1162,3/20/2022 15:45,1,2022-03-20 15:45:00
1163,3/20/2022 16:00,1,2022-03-20 16:00:00
1164,3/20/2022 16:15,1,2022-03-20 16:15:00
1165,3/20/2022 16:30,1,2022-03-20 16:30:00
1166,3/20/2022 16:45,1,2022-03-20 16:45:00
1167,3/20/2022 17:00,1,2022-03-20 17:00:00
1168,3/20/2022 17:15,1,2022-03-20 17:15:00
1169,3/20/2022 17:30,1,2022-03-20 17:30:00
1170,3/20/2022 17:45,1,2022-03-20 17:45:00
1171,3/20/2022 18:00,1,2022-03-20 18:00:00
1172,3/20/2022 18:15,1,2022-03-20 18:15:00
1173,3/20/2022 18:30,1,2022-03-20 18:30:00
1174,3/20/2022 18:45,1,2022-03-20 18:45:00
1175,3/20/2022 19:00,1,2022-03-20 19:00:00
1176,3/20/2022 19:15,1,2022-03-20 19:15:00
1177,3/20/2022 19:30,1,2022-03-20 19:30:00
1178,3/20/2022 19:45,1,2022-03-20 19:45:00
1179,3/20/2022 1:00,1,2022-03-20 01:00:00
1180,3/20/2022 1:15,1,2022-03-20 01:15:00
1181,3/20/2022 1:30,1,2022-03-20 01:30:00
1182,3/20/2022 1:45,1,2022-03-20 01:45:00
1183,3/20/2022 20:00,1,2022-03-20 20:00:00
1184,3/20/2022 20:15,1,2022-03-20 20:15:00
1185,3/20/2022 20:30,1,2022-03-20 20:30:00
1186,3/20/2022 20:45,1,2022-03-20 20:45:00
1187,3/20/2022 21:00,1,2022-03-20 21:00:00
1188,3/20/2022 21:15,1,2022-03-20 21:15:00
1189,3/20/2022 21:30,1,2022-03-20 21:30:00
1190,3/20/2022 21:45,1,2022-03-20 21:45:00
1191,3/20/2022 22:00,1,2022-03-20 22:00:00
1192,3/20/2022 22:15,1,2022-03-20 22:15:00
1193,3/20/2022 22:30,1,2022-03-20 22:30:00
1194,3/20/2022 22:45,1,2022-03-20 22:45:00
1195,3/20/2022 23:00,1,2022-03-20 23:00:00
1196,3/20/2022 23:15,1,2022-03-20 23:15:00
1197,3/20/2022 23:30,1,2022-03-20 23:30:00
1198,3/20/2022 23:45,1,2022-03-20 23:45:00
1199,3/20/2022 2:00,1,2022-03-20 02:00:00
1200,3/20/2022 2:15,1,2022-03-20 02:15:00
1201,3/20/2022 2:30,1,2022-03-20 02:30:00
1202,3/20/2022 2:45,1,2022-03-20 02:45:00
1203,3/20/2022 3:00,1,2022-03-20 03:00:00
1204,3/20/2022 3:15,1,2022-03-20 03:15:00
1205,3/20/2022 3:30,1,2022-03-20 03:30:00
1206,3/20/2022 3:45,1,2022-03-20 03:45:00
1207,3/20/2022 4:00,1,2022-03-20 04:00:00
1208,3/20/2022 4:15,1,2022-03-20 04:15:00
1209,3/20/2022 4:30,1,2022-03-20 04:30:00
1210,3/20/2022 4:45,1,2022-03-20 04:45:00
1211,3/20/2022 5:00,1,2022-03-20 05:00:00
1212,3/20/2022 5:15,1,2022-03-20 05:15:00
1213,3/20/2022 5:30,1,2022-03-20 05:30:00
1214,3/20/2022 5:45,1,2022-03-20 05:45:00
1215,3/20/2022 6:00,1,2022-03-20 06:00:00
1216,3/20/2022 6:15,1,2022-03-20 06:15:00
1217,3/20/2022 6:30,1,2022-03-20 06:30:00
1218,3/20/2022 6:45,1,2022-03-20 06:45:00
1219,3/20/2022 7:00,1,2022-03-20 07:00:00
1220,3/20/2022 7:15,1,2022-03-20 07:15:00
1221,3/20/2022 7:30,1,2022-03-20 07:30:00
1222,3/20/2022 7:45,1,2022-03-20 07:45:00
1223,3/20/2022 8:00,1,2022-03-20 08:00:00
1224,3/20/2022 8:15,1,2022-03-20 08:15:00
1225,3/20/2022 8:30,1,2022-03-20 08:30:00
1226,3/20/2022 8:45,1,2022-03-20 08:45:00
1227,3/20/2022 9:00,1,2022-03-20 09:00:00
1228,3/20/2022 9:15,1,2022-03-20 09:15:00
1229,3/20/2022 9:30,1,2022-03-20 09:30:00
1230,3/20/2022 9:45,1,2022-03-20 09:45:00
1231,3/21/2022 0:00,1,2022-03-21 00:00:00
1232,3/21/2022 0:15,1,2022-03-21 00:15:00
1233,3/21/2022 0:30,1,2022-03-21 00:30:00
1234,3/21/2022 0:45,1,2022-03-21 00:45:00
1235,3/21/2022 10:00,1,2022-03-21 10:00:00
1236,3/21/2022 10:15,1,2022-03-21 10:15:00
1237,3/21/2022 10:30,1,2022-03-21 10:30:00
1238,3/21/2022 10:45,1,2022-03-21 10:45:00
1239,3/21/2022 11:00,1,2022-03-21 11:00:00
1240,3/21/2022 11:15,1,2022-03-21 11:15:00
1241,3/21/2022 11:30,1,2022-03-21 11:30:00
1242,3/21/2022 11:45,1,2022-03-21 11:45:00
1243,3/21/2022 12:00,1,2022-03-21 12:00:00
1244,3/21/2022 12:15,1,2022-03-21 12:15:00
1245,3/21/2022 12:30,1,2022-03-21 12:30:00
1246,3/21/2022 12:45,1,2022-03-21 12:45:00
1247,3/21/2022 13:00,1,2022-03-21 13:00:00
1248,3/21/2022 13:15,1,2022-03-21 13:15:00
1249,3/21/2022 13:30,1,2022-03-21 13:30:00
1250,3/21/2022 13:45,1,2022-03-21 13:45:00
1251,3/21/2022 14:00,1,2022-03-21 14:00:00
1252,3/21/2022 14:15,1,2022-03-21 14:15:00
1253,3/21/2022 14:30,1,2022-03-21 14:30:00
1254,3/21/2022 14:45,1,2022-03-21 14:45:00
1255,3/21/2022 15:00,1,2022-03-21 15:00:00
1256,3/21/2022 15:15,1,2022-03-21 15:15:00
1257,3/21/2022 15:30,1,2022-03-21 15:30:00
1258,3/21/2022 15:45,1,2022-03-21 15:45:00
1259,3/21/2022 16:00,1,2022-03-21 16:00:00
1260,3/21/2022 16:15,1,2022-03-21 16:15:00
1261,3/21/2022 16:30,1,2022-03-21 16:30:00
1262,3/21/2022 16:45,1,2022-03-21 16:45:00
1263,3/21/2022 17:00,1,2022-03-21 17:00:00
1264,3/21/2022 17:15,1,2022-03-21 17:15:00
1265,3/21/2022 17:30,1,2022-03-21 17:30:00
1266,3/21/2022 17:45,1,2022-03-21 17:45:00
1267,3/21/2022 18:00,1,2022-03-21 18:00:00
1268,3/21/2022 18:15,1,2022-03-21 18:15:00
1269,3/21/2022 18:30,1,2022-03-21 18:30:00
1270,3/21/2022 18:45,1,2022-03-21 18:45:00
1271,3/21/2022 19:00,1,2022-03-21 19:00:00
1272,3/21/2022 19:15,1,2022-03-21 19:15:00
1273,3/21/2022 19:30,1,2022-03-21 19:30:00
1274,3/21/2022 19:45,1,2022-03-21 19:45:00
1275,3/21/2022 1:00,1,2022-03-21 01:00:00
1276,3/21/2022 1:15,1,2022-03-21 01:15:00
1277,3/21/2022 1:30,1,2022-03-21 01:30:00
1278,3/21/2022 1:45,1,2022-03-21 01:45:00
1279,3/21/2022 20:00,1,2022-03-21 20:00:00
1280,3/21/2022 20:15,1,2022-03-21 20:15:00
1281,3/21/2022 20:30,1,2022-03-21 20:30:00
1282,3/21/2022 20:45,1,2022-03-21 20:45:00
1283,3/21/2022 21:00,1,2022-03-21 21:00:00
1284,3/21/2022 21:15,1,2022-03-21 21:15:00
1285,3/21/2022 21:30,1,2022-03-21 21:30:00
1286,3/21/2022 21:45,1,2022-03-21 21:45:00
1287,3/21/2022 22:00,1,2022-03-21 22:00:00
1288,3/21/2022 22:15,1,2022-03-21 22:15:00
1289,3/21/2022 22:30,1,2022-03-21 22:30:00
1290,3/21/2022 22:45,1,2022-03-21 22:45:00
1291,3/21/2022 23:00,1,2022-03-21 23:00:00
1292,3/21/2022 23:15,1,2022-03-21 23:15:00
1293,3/21/2022 23:30,1,2022-03-21 23:30:00
1294,3/21/2022 23:45,1,2022-03-21 23:45:00
1295,3/21/2022 2:00,1,2022-03-21 02:00:00
1296,3/21/2022 2:15,1,2022-03-21 02:15:00
1297,3/21/2022 2:30,1,2022-03-21 02:30:00
1298,3/21/2022 2:45,1,2022-03-21 02:45:00
1299,3/21/2022 3:00,1,2022-03-21 03:00:00
1300,3/21/2022 3:15,1,2022-03-21 03:15:00
1301,3/21/2022 3:30,1,2022-03-21 03:30:00
1302,3/21/2022 3:45,1,2022-03-21 03:45:00
1303,3/21/2022 4:00,1,2022-03-21 04:00:00
1304,3/21/2022 4:15,1,2022-03-21 04:15:00
1305,3/21/2022 4:30,1,2022-03-21 04:30:00
1306,3/21/2022 4:45,1,2022-03-21 04:45:00
1307,3/21/2022 5:00,1,2022-03-21 05:00:00
1308,3/21/2022 5:15,1,2022-03-21 05:15:00
1309,3/21/2022 5:30,1,2022-03-21 05:30:00
1310,3/21/2022 6:30,1,2022-03-21 06:30:00
1311,3/21/2022 6:45,1,2022-03-21 06:45:00
1312,3/21/2022 7:00,1,2022-03-21 07:00:00
1313,3/21/2022 7:15,1,2022-03-21 07:15:00
1314,3/21/2022 7:30,1,2022-03-21 07:30:00
1315,3/21/2022 7:45,1,2022-03-21 07:45:00
1316,3/21/2022 8:00,1,2022-03-21 08:00:00
1317,3/21/2022 8:15,1,2022-03-21 08:15:00
1318,3/21/2022 8:30,1,2022-03-21 08:30:00
1319,3/21/2022 8:45,1,2022-03-21 08:45:00
1320,3/21/2022 9:00,1,2022-03-21 09:00:00
1321,3/21/2022 9:15,1,2022-03-21 09:15:00
1322,3/21/2022 9:30,1,2022-03-21 09:30:00
1323,3/21/2022 9:45,1,2022-03-21 09:45:00
1324,3/22/2022 0:00,1,2022-03-22 00:00:00
1325,3/22/2022 0:15,1,2022-03-22 00:15:00
1326,3/22/2022 0:30,1,2022-03-22 00:30:00
1327,3/22/2022 0:45,1,2022-03-22 00:45:00
1328,3/22/2022 10:00,1,2022-03-22 10:00:00
1329,3/22/2022 10:15,1,2022-03-22 10:15:00
1330,3/22/2022 10:30,1,2022-03-22 10:30:00
1331,3/22/2022 10:45,1,2022-03-22 10:45:00
1332,3/22/2022 11:00,1,2022-03-22 11:00:00
1333,3/22/2022 11:15,1,2022-03-22 11:15:00
1334,3/22/2022 11:30,1,2022-03-22 11:30:00
1335,3/22/2022 11:45,1,2022-03-22 11:45:00
1336,3/22/2022 12:00,1,2022-03-22 12:00:00
1337,3/22/2022 12:15,1,2022-03-22 12:15:00
1338,3/22/2022 12:30,1,2022-03-22 12:30:00
1339,3/22/2022 12:45,1,2022-03-22 12:45:00
1340,3/22/2022 13:00,1,2022-03-22 13:00:00
1341,3/22/2022 13:15,1,2022-03-22 13:15:00
1342,3/22/2022 13:30,1,2022-03-22 13:30:00
1343,3/22/2022 13:45,1,2022-03-22 13:45:00
1344,3/22/2022 14:00,1,2022-03-22 14:00:00
1345,3/22/2022 14:15,1,2022-03-22 14:15:00
1346,3/22/2022 14:30,1,2022-03-22 14:30:00
1347,3/22/2022 14:45,1,2022-03-22 14:45:00
1348,3/22/2022 15:00,1,2022-03-22 15:00:00
1349,3/22/2022 15:15,1,2022-03-22 15:15:00
1350,3/22/2022 15:30,1,2022-03-22 15:30:00
1351,3/22/2022 15:45,1,2022-03-22 15:45:00
1352,3/22/2022 16:00,1,2022-03-22 16:00:00
1353,3/22/2022 16:15,1,2022-03-22 16:15:00
1354,3/22/2022 16:30,1,2022-03-22 16:30:00
1355,3/22/2022 16:45,1,2022-03-22 16:45:00
1356,3/22/2022 17:00,1,2022-03-22 17:00:00
1357,3/22/2022 17:15,1,2022-03-22 17:15:00
1358,3/22/2022 17:30,1,2022-03-22 17:30:00
1359,3/22/2022 17:45,1,2022-03-22 17:45:00
1360,3/22/2022 18:00,1,2022-03-22 18:00:00
1361,3/22/2022 18:15,1,2022-03-22 18:15:00
1362,3/22/2022 18:30,1,2022-03-22 18:30:00
1363,3/22/2022 18:45,1,2022-03-22 18:45:00
1364,3/22/2022 19:00,1,2022-03-22 19:00:00
1365,3/22/2022 19:15,1,2022-03-22 19:15:00
1366,3/22/2022 19:30,1,2022-03-22 19:30:00
1367,3/22/2022 19:45,1,2022-03-22 19:45:00
1368,3/22/2022 1:00,1,2022-03-22 01:00:00
1369,3/22/2022 1:15,1,2022-03-22 01:15:00
1370,3/22/2022 1:30,1,2022-03-22 01:30:00
1371,3/22/2022 1:45,1,2022-03-22 01:45:00
1372,3/22/2022 20:00,1,2022-03-22 20:00:00
1373,3/22/2022 20:15,1,2022-03-22 20:15:00
1374,3/22/2022 20:30,1,2022-03-22 20:30:00
1375,3/22/2022 20:45,1,2022-03-22 20:45:00
1376,3/22/2022 21:00,1,2022-03-22 21:00:00
1377,3/22/2022 21:15,1,2022-03-22 21:15:00
1378,3/22/2022 21:30,1,2022-03-22 21:30:00
1379,3/22/2022 21:45,1,2022-03-22 21:45:00
1380,3/22/2022 22:00,1,2022-03-22 22:00:00
1381,3/22/2022 22:15,1,2022-03-22 22:15:00
1382,3/22/2022 22:30,1,2022-03-22 22:30:00
1383,3/22/2022 22:45,1,2022-03-22 22:45:00
1384,3/22/2022 23:00,1,2022-03-22 23:00:00
1385,3/22/2022 23:15,1,2022-03-22 23:15:00
1386,3/22/2022 23:30,1,2022-03-22 23:30:00
1387,3/22/2022 23:45,1,2022-03-22 23:45:00
1388,3/22/2022 2:00,1,2022-03-22 02:00:00
1389,3/22/2022 2:15,1,2022-03-22 02:15:00
1390,3/22/2022 2:30,1,2022-03-22 02:30:00
1391,3/22/2022 2:45,1,2022-03-22 02:45:00
1392,3/22/2022 3:00,1,2022-03-22 03:00:00
1393,3/22/2022 3:15,1,2022-03-22 03:15:00
1394,3/22/2022 3:30,1,2022-03-22 03:30:00
1395,3/22/2022 3:45,1,2022-03-22 03:45:00
1396,3/22/2022 4:00,1,2022-03-22 04:00:00
1397,3/22/2022 4:15,1,2022-03-22 04:15:00
1398,3/22/2022 4:30,1,2022-03-22 04:30:00
1399,3/22/2022 4:45,1,2022-03-22 04:45:00
1400,3/22/2022 5:00,1,2022-03-22 05:00:00
1401,3/22/2022 5:15,1,2022-03-22 05:15:00
1402,3/22/2022 5:30,1,2022-03-22 05:30:00
1403,3/22/2022 5:45,1,2022-03-22 05:45:00
1404,3/22/2022 6:00,1,2022-03-22 06:00:00
1405,3/22/2022 6:15,1,2022-03-22 06:15:00
1406,3/22/2022 6:30,1,2022-03-22 06:30:00
1407,3/22/2022 6:45,1,2022-03-22 06:45:00
1408,3/22/2022 7:00,1,2022-03-22 07:00:00
1409,3/22/2022 7:15,1,2022-03-22 07:15:00
1410,3/22/2022 7:30,1,2022-03-22 07:30:00
1411,3/22/2022 7:45,1,2022-03-22 07:45:00
1412,3/22/2022 8:00,1,2022-03-22 08:00:00
1413,3/22/2022 8:15,1,2022-03-22 08:15:00
1414,3/22/2022 8:30,1,2022-03-22 08:30:00
1415,3/22/2022 8:45,1,2022-03-22 08:45:00
1416,3/22/2022 9:00,1,2022-03-22 09:00:00
1417,3/22/2022 9:15,1,2022-03-22 09:15:00
1418,3/22/2022 9:30,1,2022-03-22 09:30:00
1419,3/22/2022 9:45,1,2022-03-22 09:45:00
1420,3/23/2022 0:00,1,2022-03-23 00:00:00
1421,3/23/2022 0:15,1,2022-03-23 00:15:00
1422,3/23/2022 0:30,1,2022-03-23 00:30:00
1423,3/23/2022 0:45,1,2022-03-23 00:45:00
1424,3/23/2022 10:00,1,2022-03-23 10:00:00
1425,3/23/2022 10:15,1,2022-03-23 10:15:00
1426,3/23/2022 10:30,1,2022-03-23 10:30:00
1427,3/23/2022 10:45,1,2022-03-23 10:45:00
1428,3/23/2022 11:00,1,2022-03-23 11:00:00
1429,3/23/2022 11:15,1,2022-03-23 11:15:00
1430,3/23/2022 11:30,1,2022-03-23 11:30:00
1431,3/23/2022 11:45,1,2022-03-23 11:45:00
1432,3/23/2022 12:00,1,2022-03-23 12:00:00
1433,3/23/2022 12:15,1,2022-03-23 12:15:00
1434,3/23/2022 12:30,1,2022-03-23 12:30:00
1435,3/23/2022 12:45,1,2022-03-23 12:45:00
1436,3/23/2022 13:00,1,2022-03-23 13:00:00
1437,3/23/2022 13:15,1,2022-03-23 13:15:00
1438,3/23/2022 13:30,1,2022-03-23 13:30:00
1439,3/23/2022 13:45,1,2022-03-23 13:45:00
1440,3/23/2022 14:00,1,2022-03-23 14:00:00
1441,3/23/2022 14:15,1,2022-03-23 14:15:00
1442,3/23/2022 14:30,1,2022-03-23 14:30:00
1443,3/23/2022 14:45,1,2022-03-23 14:45:00
1444,3/23/2022 15:00,1,2022-03-23 15:00:00
1445,3/23/2022 15:15,1,2022-03-23 15:15:00
1446,3/23/2022 15:30,1,2022-03-23 15:30:00
1447,3/23/2022 15:45,1,2022-03-23 15:45:00
1448,3/23/2022 16:00,1,2022-03-23 16:00:00
1449,3/23/2022 16:15,1,2022-03-23 16:15:00
1450,3/23/2022 16:30,1,2022-03-23 16:30:00
1451,3/23/2022 16:45,1,2022-03-23 16:45:00
1452,3/23/2022 17:00,1,2022-03-23 17:00:00
1453,3/23/2022 17:15,1,2022-03-23 17:15:00
1454,3/23/2022 17:30,1,2022-03-23 17:30:00
1455,3/23/2022 17:45,1,2022-03-23 17:45:00
1456,3/23/2022 18:00,1,2022-03-23 18:00:00
1457,3/23/2022 18:15,1,2022-03-23 18:15:00
1458,3/23/2022 18:30,1,2022-03-23 18:30:00
1459,3/23/2022 18:45,1,2022-03-23 18:45:00
1460,3/23/2022 19:00,1,2022-03-23 19:00:00
1461,3/23/2022 19:15,1,2022-03-23 19:15:00
1462,3/23/2022 19:30,1,2022-03-23 19:30:00
1463,3/23/2022 19:45,1,2022-03-23 19:45:00
1464,3/23/2022 1:00,1,2022-03-23 01:00:00
1465,3/23/2022 1:15,1,2022-03-23 01:15:00
1466,3/23/2022 1:30,1,2022-03-23 01:30:00
1467,3/23/2022 1:45,1,2022-03-23 01:45:00
1468,3/23/2022 20:00,1,2022-03-23 20:00:00
1469,3/23/2022 20:15,1,2022-03-23 20:15:00
1470,3/23/2022 20:30,1,2022-03-23 20:30:00
1471,3/23/2022 20:45,1,2022-03-23 20:45:00
1472,3/23/2022 21:00,1,2022-03-23 21:00:00
1473,3/23/2022 21:15,1,2022-03-23 21:15:00
1474,3/23/2022 21:30,1,2022-03-23 21:30:00
1475,3/23/2022 21:45,1,2022-03-23 21:45:00
1476,3/23/2022 22:00,1,2022-03-23 22:00:00
