PRI_INDEX,ROUTING_SET,START_TIME,STOP_TIME,HOUR,MINUTE,Req,Sch,Schedule Tally Delta,Net
94,NetClaim Multiskill - Global,11/1/2022,11/2/2022,23,15,1.73,1.73,,0
95,NetClaim Multiskill - Global,11/1/2022,11/2/2022,23,30,2.87,2.67,,-0.2
96,NetClaim Multiskill - Global,11/1/2022,11/2/2022,23,45,2.87,3,,0.13
97,NetClaim Multiskill - Global,11/2/2022,11/3/2022,0,0,3.35,4.87,,1.52
98,NetClaim Multiskill - Global,11/2/2022,11/3/2022,0,15,2.87,5,,2.13
99,NetClaim Multiskill - Global,11/2/2022,11/3/2022,0,30,0,5,,5
100,NetClaim Multiskill - Global,11/2/2022,11/3/2022,0,45,4.28,5,,0.72
101,NetClaim Multiskill - Global,11/2/2022,11/3/2022,1,0,0,5,,5
102,NetClaim Multiskill - Global,11/2/2022,11/3/2022,1,15,2.87,5,,2.13
103,NetClaim Multiskill - Global,11/2/2022,11/3/2022,1,30,0,4,,4
104,NetClaim Multiskill - Global,11/2/2022,11/3/2022,1,45,2.87,3,,0.13
105,NetClaim Multiskill - Global,11/2/2022,11/3/2022,2,0,2.51,3.47,,0.96
106,NetClaim Multiskill - Global,11/2/2022,11/3/2022,2,15,0,4,,4
107,NetClaim Multiskill - Global,11/2/2022,11/3/2022,2,30,0,5,,5
108,NetClaim Multiskill - Global,11/2/2022,11/3/2022,2,45,2.51,5,,2.49
109,NetClaim Multiskill - Global,11/2/2022,11/3/2022,3,0,5,5,,0
110,NetClaim Multiskill - Global,11/2/2022,11/3/2022,3,15,0,4.33,,4.33
111,NetClaim Multiskill - Global,11/2/2022,11/3/2022,3,30,0,3,,3
112,NetClaim Multiskill - Global,11/2/2022,11/3/2022,3,45,2.53,2.53,,0
113,NetClaim Multiskill - Global,11/2/2022,11/3/2022,4,0,2.6,2.6,,0
114,NetClaim Multiskill - Global,11/2/2022,11/3/2022,4,15,0,2,,2
115,NetClaim Multiskill - Global,11/2/2022,11/3/2022,4,30,1.59,1,,-0.59
116,NetClaim Multiskill - Global,11/2/2022,11/3/2022,4,45,3.68,0.67,,-3.01
117,NetClaim Multiskill - Global,11/2/2022,11/3/2022,5,0,0,0,,0
118,NetClaim Multiskill - Global,11/2/2022,11/3/2022,5,15,0.81,1,,0.19
119,NetClaim Multiskill - Global,11/2/2022,11/3/2022,5,30,2.05,2,,-0.05
120,NetClaim Multiskill - Global,11/2/2022,11/3/2022,5,45,2.51,2,,-0.51
