"PRI_INDEX","ROUTING_SET","START_TIME","STOP_TIME","HOUR","MINUTE","Req","Sch","Schedule Tally Delta","Net"
123,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,6,30,2.57,5,,2.43
124,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,6,45,5,5,,0
125,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,7,0,5,5,,0
126,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,7,15,3.83,5,,1.17
127,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,7,30,3.83,6,,2.17
128,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,7,45,2.62,8.33,,5.71
129,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,8,0,2.62,8,,5.38
130,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,8,15,2.62,8.33,,5.71
131,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,8,30,6.48,7,,0.52
132,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,8,45,7.59,8,,0.41
133,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,9,0,4.14,6,,1.86
134,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,9,15,6.48,7,,0.52
135,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,9,30,4.14,6,,1.86
136,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,9,45,7.59,8,,0.41
137,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,10,0,7.59,8,,0.41
138,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,10,15,8.67,10,,1.33
139,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,10,30,7.07,9,,1.93
140,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,10,45,7.59,9,,1.41
141,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,11,0,9.73,10,,0.27
142,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,11,15,7.59,10,,2.41
143,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,11,30,5.34,9,,3.66
144,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,11,45,9,9,,0
145,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,12,0,10.28,12,,1.72
146,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,12,15,11.81,13,,1.19
147,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,12,30,9.73,9,,-0.73
148,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,12,45,9.73,11,,1.27
149,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,13,0,7.59,11,,3.41
150,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,13,15,10.12,11,,0.88
151,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,13,30,10.77,13,,2.23
152,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,13,45,10.77,13,,2.23
153,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,14,0,10.94,13,,2.06
154,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,14,15,7.59,10,,2.41
155,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,14,30,10.77,13,,2.23
156,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,14,45,10.77,13,,2.23
157,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,15,0,8.67,13,,4.33
158,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,15,15,10.77,12.67,,1.9
159,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,15,30,10.77,12,,1.23
160,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,15,45,10.77,12,,1.23
161,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,16,0,10.77,13,,2.23
162,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,16,15,11.81,14,,2.19
163,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,16,30,10.71,13,,2.29
164,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,16,45,12.84,14,,1.16
165,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,17,0,7.59,9,,1.41
166,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,17,15,9.73,11.67,,1.94
167,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,17,30,8.67,12,,3.33
168,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,17,45,11.81,9.33,,-2.48
169,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,18,0,10.77,8,,-2.77
170,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,18,15,9.73,8,,-1.73
171,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,18,30,8.67,7.67,,-1
172,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,18,45,8.67,7,,-1.67
173,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,0,8.67,8,,-0.67
174,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,15,6.48,8,,1.52
175,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,30,7.59,9,,1.41
176,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,45,7.59,8.33,,0.74
177,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,0,7.59,9,,1.41
178,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,15,8.67,9,,0.33
179,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,30,6.48,8,,1.52
180,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,45,5.34,9,,3.66
181,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,0,5.34,9,,3.66
182,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,15,5.34,9,,3.66
183,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,30,7.59,10,,2.41
184,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,45,5.34,9.33,,3.99
185,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,0,4.14,8.67,,4.53
186,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,15,4.14,8,,3.86
187,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,30,5.34,9,,3.66
188,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,45,2.82,10,,7.18
189,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,0,0,9,,9
190,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,15,2.82,9,,6.18
191,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,30,2.82,10.67,,7.85
192,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,45,0,7.67,,7.67
