"PRI_INDEX","ROUTING_SET","START_TIME","STOP_TIME","HOUR","MINUTE","Req","Sch","Schedule Tally Delta","Net"
175,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,30,1.95,4,,2.05
176,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,45,1.12,3.67,,2.55
177,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,0,1.2,4,,2.8
178,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,15,0,3,,3
179,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,30,1.11,3,,1.89
180,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,45,0,2.67,,2.67
181,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,0,0,3,,3
182,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,15,2.49,3,,0.51
183,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,30,0,2,,2
184,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,45,0,2,,2
185,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,0,1.36,3,,1.64
186,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,15,0.54,2.67,,2.13
187,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,30,0,2,,2
188,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,45,0,2,,2
189,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,0,0,3,,3
190,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,15,0,3,,3
191,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,30,1.14,3,,1.86
192,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,45,0,2.67,,2.67
