"PRI_INDEX","ROUTING_SET","START_TIME","STOP_TIME","HOUR","MINUTE","Req","Sch","Schedule Tally Delta","Net"
110,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,3,15,1,1,,0
111,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,3,30,2.68,1,,-1.68
112,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,3,45,0.68,1,,0.32
113,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,4,0,2.68,1,,-1.68
114,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,4,15,0,1,,1
115,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,4,30,2.68,1,,-1.68
116,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,4,45,2.68,1,,-1.68
117,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,5,0,2.68,2,,-0.68
118,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,5,15,2.68,2,,-0.68
119,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,5,30,0,2,,2
120,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,5,45,0,1,,1
121,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,6,0,0,2,,2
122,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,6,15,0,2,,2
123,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,6,30,0,1,,1
124,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,6,45,2,2,,0
125,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,7,0,2,2,,0
126,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,7,15,0,2,,2
127,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,7,30,0,2,,2
128,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,7,45,0,2.67,,2.67
129,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,8,0,4.68,5,,0.32
130,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,8,15,0,5,,5
131,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,8,30,0,5,,5
132,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,8,45,0,5,,5
133,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,9,0,1.97,5,,3.03
134,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,9,15,4.68,5,,0.32
135,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,9,30,3.15,5,,1.85
136,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,9,45,4.68,5,,0.32
137,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,10,0,3.15,4,,0.85
138,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,10,15,4.68,5,,0.32
139,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,10,30,2.17,5,,2.83
140,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,10,45,4.68,6,,1.32
141,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,11,0,4.68,7,,2.32
142,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,11,15,4.68,7,,2.32
143,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,11,30,4.68,9,,4.32
144,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,11,45,5.13,10,,4.87
145,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,12,0,5.4,9,,3.6
