MDate,nEnteredAcd,Start,Req,Sch,Net,Period,PeriodM
3/8/2022 4:45,1,3/8/2022 4:45,0,2,2,3/8/2022 4:45,4:45:00
3/8/2022 5:00,3,3/8/2022 5:00,1,1,0,3/8/2022 5:00,5:00:00
3/8/2022 5:15,4,3/8/2022 5:15,1.97,2,0.03,3/8/2022 5:15,5:15:00
3/8/2022 5:30,3,3/8/2022 5:30,2,2,0,3/8/2022 5:30,5:30:00
3/8/2022 5:45,,,2.23,4.67,2.44,3/8/2022 5:45,5:45:00
3/8/2022 6:00,2,3/8/2022 6:00,1.59,5,3.41,3/8/2022 6:00,6:00:00
3/8/2022 6:15,3,3/8/2022 6:15,2.23,5,2.77,3/8/2022 6:15,6:15:00
3/8/2022 6:30,5,3/8/2022 6:30,1.39,5,3.61,3/8/2022 6:30,6:30:00
3/8/2022 6:45,4,3/8/2022 6:45,2.23,3,0.77,3/8/2022 6:45,6:45:00
3/8/2022 7:00,3,3/8/2022 7:00,3.22,6,2.78,3/8/2022 7:00,7:00:00
3/8/2022 7:15,5,3/8/2022 7:15,3.22,6,2.78,3/8/2022 7:15,7:15:00
3/8/2022 7:30,6,3/8/2022 7:30,4.12,6,1.88,3/8/2022 7:30,7:30:00
3/8/2022 7:45,9,3/8/2022 7:45,4.98,6,1.02,3/8/2022 7:45,7:45:00
3/8/2022 8:00,5,3/8/2022 8:00,4.86,7.87,3.01,3/8/2022 8:00,8:00:00
3/8/2022 8:15,8,3/8/2022 8:15,7.64,5.6,-2.04,3/8/2022 8:15,8:15:00
3/8/2022 8:30,12,3/8/2022 8:30,8.63,11,2.37,3/8/2022 8:30,8:30:00
3/8/2022 8:45,12,3/8/2022 8:45,9.56,12,2.44,3/8/2022 8:45,8:45:00
3/8/2022 9:00,13,3/8/2022 9:00,11.08,14,2.92,3/8/2022 9:00,9:00:00
3/8/2022 9:15,11,3/8/2022 9:15,11.01,14,2.99,3/8/2022 9:15,9:15:00
3/8/2022 9:30,12,3/8/2022 9:30,14.11,14.93,0.82,3/8/2022 9:30,9:30:00
3/8/2022 9:45,15,3/8/2022 9:45,17,17,0,3/8/2022 9:45,9:45:00
3/8/2022 10:00,20,3/8/2022 10:00,14.82,15.93,1.11,3/8/2022 10:00,10:00:00
3/8/2022 10:15,17,3/8/2022 10:15,17.51,19,1.49,3/8/2022 10:15,10:15:00
3/8/2022 10:30,14,3/8/2022 10:30,18.14,16,-2.14,3/8/2022 10:30,10:30:00
3/8/2022 10:45,20,3/8/2022 10:45,19.1,20.33,1.23,3/8/2022 10:45,10:45:00
3/8/2022 11:00,17,3/8/2022 11:00,14.97,17,2.03,3/8/2022 11:00,11:00:00
3/8/2022 11:15,15,3/8/2022 11:15,20.06,17.27,-2.79,3/8/2022 11:15,11:15:00
3/8/2022 11:30,16,3/8/2022 11:30,16.87,16.87,0,3/8/2022 11:30,11:30:00
3/8/2022 11:45,17,3/8/2022 11:45,15.75,15.67,-0.08,3/8/2022 11:45,11:45:00
3/8/2022 12:00,14,3/8/2022 12:00,15.27,15.27,0,3/8/2022 12:00,12:00:00
3/8/2022 12:15,15,3/8/2022 12:15,14.56,15.13,0.57,3/8/2022 12:15,12:15:00
3/8/2022 12:30,12,3/8/2022 12:30,14.07,14.07,0,3/8/2022 12:30,12:30:00
3/8/2022 12:45,20,3/8/2022 12:45,21.02,16.87,-4.15,3/8/2022 12:45,12:45:00
3/8/2022 13:00,16,3/8/2022 13:00,14.93,14.93,0,3/8/2022 13:00,13:00:00
3/8/2022 13:15,13,3/8/2022 13:15,21.97,17.07,-4.9,3/8/2022 13:15,13:15:00
3/8/2022 13:30,11,3/8/2022 13:30,22.71,23.6,0.89,3/8/2022 13:30,13:30:00
3/8/2022 13:45,13,3/8/2022 13:45,22.93,21.73,-1.2,3/8/2022 13:45,13:45:00
3/8/2022 14:00,13,3/8/2022 14:00,17.4,17.4,0,3/8/2022 14:00,14:00:00
3/8/2022 14:15,14,3/8/2022 14:15,18.34,21,2.66,3/8/2022 14:15,14:15:00
3/8/2022 14:30,16,3/8/2022 14:30,22,22,0,3/8/2022 14:30,14:30:00
3/8/2022 14:45,14,3/8/2022 14:45,18.92,21,2.08,3/8/2022 14:45,14:45:00
3/8/2022 15:00,12,3/8/2022 15:00,18,18,0,3/8/2022 15:00,15:00:00
3/8/2022 15:15,13,3/8/2022 15:15,21.97,20.47,-1.5,3/8/2022 15:15,15:15:00
3/8/2022 15:30,13,3/8/2022 15:30,18.08,17.8,-0.28,3/8/2022 15:30,15:30:00
3/8/2022 15:45,17,3/8/2022 15:45,18.47,18.47,0,3/8/2022 15:45,15:45:00
3/8/2022 16:00,13,3/8/2022 16:00,18.73,18.73,0,3/8/2022 16:00,16:00:00
3/8/2022 16:15,15,3/8/2022 16:15,22.95,22.2,-0.75,3/8/2022 16:15,16:15:00
3/8/2022 16:30,16,3/8/2022 16:30,17.37,18.67,1.3,3/8/2022 16:30,16:30:00
3/8/2022 16:45,17,3/8/2022 16:45,19.79,17.33,-2.46,3/8/2022 16:45,16:45:00
3/8/2022 17:00,13,3/8/2022 17:00,18.73,15.33,-3.4,3/8/2022 17:00,17:00:00
3/8/2022 17:15,14,3/8/2022 17:15,11.67,11.67,0,3/8/2022 17:15,17:15:00
3/8/2022 17:30,15,3/8/2022 17:30,10.6,10.6,0,3/8/2022 17:30,17:30:00
3/8/2022 17:45,15,3/8/2022 17:45,9.67,9.67,0,3/8/2022 17:45,17:45:00
3/8/2022 18:00,19,3/8/2022 18:00,14.45,11.73,-2.72,3/8/2022 18:00,18:00:00
3/8/2022 18:15,16,3/8/2022 18:15,9.33,9.33,0,3/8/2022 18:15,18:15:00
3/8/2022 18:30,9,3/8/2022 18:30,10,10,0,3/8/2022 18:30,18:30:00
3/8/2022 18:45,12,3/8/2022 18:45,11.18,9.67,-1.51,3/8/2022 18:45,18:45:00
3/8/2022 19:00,12,3/8/2022 19:00,10.07,10,-0.07,3/8/2022 19:00,19:00:00
3/8/2022 19:15,10,3/8/2022 19:15,10.07,7.67,-2.4,3/8/2022 19:15,19:15:00
3/8/2022 19:30,10,3/8/2022 19:30,7.81,7.67,-0.14,3/8/2022 19:30,19:30:00
3/8/2022 19:45,12,3/8/2022 19:45,5.46,4.67,-0.79,3/8/2022 19:45,19:45:00
3/8/2022 20:00,19,3/8/2022 20:00,6.7,6,-0.7,3/8/2022 20:00,20:00:00
3/8/2022 20:15,14,3/8/2022 20:15,7.65,7,-0.65,3/8/2022 20:15,20:15:00
3/8/2022 20:30,11,3/8/2022 20:30,4.56,7,2.44,3/8/2022 20:30,20:30:00
3/8/2022 20:45,14,3/8/2022 20:45,5.72,5,-0.72,3/8/2022 20:45,20:45:00
3/8/2022 21:00,9,3/8/2022 21:00,5.72,3.67,-2.05,3/8/2022 21:00,21:00:00
3/8/2022 21:15,9,3/8/2022 21:15,3,3,0,3/8/2022 21:15,21:15:00
3/8/2022 21:30,6,3/8/2022 21:30,1.67,1.67,0,3/8/2022 21:30,21:30:00
3/8/2022 21:45,10,3/8/2022 21:45,4.72,2,-2.72,3/8/2022 21:45,21:45:00
3/8/2022 22:00,8,3/8/2022 22:00,5.25,3,-2.25,3/8/2022 22:00,22:00:00
3/8/2022 22:15,8,3/8/2022 22:15,2.39,3,0.61,3/8/2022 22:15,22:15:00
3/8/2022 22:30,10,3/8/2022 22:30,2.92,3,0.08,3/8/2022 22:30,22:30:00
3/8/2022 22:45,7,3/8/2022 22:45,3,3,0,3/8/2022 22:45,22:45:00
3/8/2022 23:00,3,3/8/2022 23:00,4.05,3,-1.05,3/8/2022 23:00,23:00:00
3/8/2022 23:15,3,3/8/2022 23:15,4.05,1.67,-2.38,3/8/2022 23:15,23:15:00
3/8/2022 23:30,3,3/8/2022 23:30,0.67,0.67,0,3/8/2022 23:30,23:30:00
3/8/2022 23:45,5,3/8/2022 23:45,2.73,1,-1.73,3/8/2022 23:45,23:45:00
3/9/2022 0:00,3,3/9/2022 0:00,2.14,2,-0.14,3/9/2022 0:00,0:00:00
3/9/2022 0:15,5,3/9/2022 0:15,1.81,2,0.19,3/9/2022 0:15,0:15:00
3/9/2022 0:30,4,3/9/2022 0:30,2.71,1,-1.71,3/9/2022 0:30,0:30:00
3/9/2022 0:45,5,3/9/2022 0:45,2.09,2,-0.09,3/9/2022 0:45,0:45:00
3/9/2022 1:00,4,3/9/2022 1:00,2.71,2,-0.71,3/9/2022 1:00,1:00:00
3/9/2022 1:15,4,3/9/2022 1:15,2.71,2,-0.71,3/9/2022 1:15,1:15:00
3/9/2022 1:30,2,3/9/2022 1:30,2.71,2,-0.71,3/9/2022 1:30,1:30:00
3/9/2022 1:45,1,3/9/2022 1:45,1,1,0,3/9/2022 1:45,1:45:00
3/9/2022 2:00,3,3/9/2022 2:00,0,2,2,3/9/2022 2:00,2:00:00
3/9/2022 2:15,1,3/9/2022 2:15,0,2,2,3/9/2022 2:15,2:15:00
3/9/2022 2:30,2,3/9/2022 2:30,0,2,2,3/9/2022 2:30,2:30:00
3/9/2022 2:45,3,3/9/2022 2:45,0,2,2,3/9/2022 2:45,2:45:00
3/9/2022 3:00,1,3/9/2022 3:00,0,2,2,3/9/2022 3:00,3:00:00
3/9/2022 3:15,2,3/9/2022 3:15,0,1.67,1.67,3/9/2022 3:15,3:15:00
3/9/2022 3:30,3,3/9/2022 3:30,0,1,1,3/9/2022 3:30,3:30:00
3/9/2022 3:45,2,3/9/2022 3:45,1,1,0,3/9/2022 3:45,3:45:00
3/9/2022 4:00,4,3/9/2022 4:00,1,1,0,3/9/2022 4:00,4:00:00
3/9/2022 4:15,2,3/9/2022 4:15,0,0,0,3/9/2022 4:15,4:15:00
3/9/2022 4:30,4,3/9/2022 4:30,2.23,1,-1.23,3/9/2022 4:30,4:30:00
3/9/2022 4:45,4,3/9/2022 4:45,0,1,1,3/9/2022 4:45,4:45:00
3/9/2022 5:00,1,3/9/2022 5:00,0,1,1,3/9/2022 5:00,5:00:00
3/9/2022 5:15,2,3/9/2022 5:15,0,2,2,3/9/2022 5:15,5:15:00
3/9/2022 5:30,4,3/9/2022 5:30,0,2,2,3/9/2022 5:30,5:30:00
3/9/2022 5:45,5,3/9/2022 5:45,4,4,0,3/9/2022 5:45,5:45:00
3/9/2022 6:00,5,3/9/2022 6:00,3.22,4,0.78,3/9/2022 6:00,6:00:00
3/9/2022 6:15,5,3/9/2022 6:15,2.23,3.67,1.44,3/9/2022 6:15,6:15:00
3/9/2022 6:30,6,3/9/2022 6:30,0.96,3,2.04,3/9/2022 6:30,6:30:00
3/9/2022 6:45,5,3/9/2022 6:45,2.81,3,0.19,3/9/2022 6:45,6:45:00
3/9/2022 7:00,5,3/9/2022 7:00,3.22,4,0.78,3/9/2022 7:00,7:00:00
3/9/2022 7:15,7,3/9/2022 7:15,4.12,5,0.88,3/9/2022 7:15,7:15:00
3/9/2022 7:30,6,3/9/2022 7:30,4.12,5,0.88,3/9/2022 7:30,7:30:00
3/9/2022 7:45,12,3/9/2022 7:45,4,4,0,3/9/2022 7:45,7:45:00
3/9/2022 8:00,10,3/9/2022 8:00,6.73,6,-0.73,3/9/2022 8:00,8:00:00
3/9/2022 8:15,13,3/9/2022 8:15,6.79,9,2.21,3/9/2022 8:15,8:15:00
3/9/2022 8:30,12,3/9/2022 8:30,8.63,9.27,0.64,3/9/2022 8:30,8:30:00
3/9/2022 8:45,9,3/9/2022 8:45,9.56,12.6,3.04,3/9/2022 8:45,8:45:00
3/9/2022 9:00,14,3/9/2022 9:00,10.49,13,2.51,3/9/2022 9:00,9:00:00
3/9/2022 9:15,12,3/9/2022 9:15,11.94,14,2.06,3/9/2022 9:15,9:15:00
3/9/2022 9:30,15,3/9/2022 9:30,10.11,14,3.89,3/9/2022 9:30,9:30:00
3/9/2022 9:45,13,3/9/2022 9:45,10,10,0,3/9/2022 9:45,9:45:00
3/9/2022 10:00,14,3/9/2022 10:00,14,14,0,3/9/2022 10:00,10:00:00
3/9/2022 10:15,17,3/9/2022 10:15,14.36,16.73,2.37,3/9/2022 10:15,10:15:00
3/9/2022 10:30,16,3/9/2022 10:30,17.54,18,0.46,3/9/2022 10:30,10:30:00
3/9/2022 10:45,14,3/9/2022 10:45,17.55,17.67,0.12,3/9/2022 10:45,10:45:00
3/9/2022 11:00,15,3/9/2022 11:00,17.7,18,0.3,3/9/2022 11:00,11:00:00
3/9/2022 11:15,19,3/9/2022 11:15,16.73,16.73,0,3/9/2022 11:15,11:15:00
3/9/2022 11:30,16,3/9/2022 11:30,14.73,14.73,0,3/9/2022 11:30,11:30:00
3/9/2022 11:45,18,3/9/2022 11:45,17.46,17.73,0.27,3/9/2022 11:45,11:45:00
3/9/2022 12:00,16,3/9/2022 12:00,19.1,19.87,0.77,3/9/2022 12:00,12:00:00
3/9/2022 12:15,17,3/9/2022 12:15,18.27,18.27,0,3/9/2022 12:15,12:15:00
3/9/2022 12:30,13,3/9/2022 12:30,17.99,17.73,-0.26,3/9/2022 12:30,12:30:00
3/9/2022 12:45,13,3/9/2022 12:45,18.98,19.4,0.42,3/9/2022 12:45,12:45:00
3/9/2022 13:00,14,3/9/2022 13:00,17.29,18,0.71,3/9/2022 13:00,13:00:00
3/9/2022 13:15,17,3/9/2022 13:15,18,18,0,3/9/2022 13:15,13:15:00
3/9/2022 13:30,15,3/9/2022 13:30,21.97,22.13,0.16,3/9/2022 13:30,13:30:00
3/9/2022 13:45,17,3/9/2022 13:45,21.97,22.93,0.96,3/9/2022 13:45,13:45:00
3/9/2022 14:00,16,3/9/2022 14:00,21.97,20.47,-1.5,3/9/2022 14:00,14:00:00
3/9/2022 14:15,19,3/9/2022 14:15,17.33,17.33,0,3/9/2022 14:15,14:15:00
3/9/2022 14:30,18,3/9/2022 14:30,20.26,23,2.74,3/9/2022 14:30,14:30:00
3/9/2022 14:45,16,3/9/2022 14:45,21.97,18.47,-3.5,3/9/2022 14:45,14:45:00
3/9/2022 15:00,15,3/9/2022 15:00,19.7,21.13,1.43,3/9/2022 15:00,15:00:00
3/9/2022 15:15,17,3/9/2022 15:15,17.2,17.2,0,3/9/2022 15:15,15:15:00
3/9/2022 15:30,20,3/9/2022 15:30,21,21,0,3/9/2022 15:30,15:30:00
3/9/2022 15:45,18,3/9/2022 15:45,21,21,0,3/9/2022 15:45,15:45:00
3/9/2022 16:00,16,3/9/2022 16:00,21.9,20,-1.9,3/9/2022 16:00,16:00:00
3/9/2022 16:15,15,3/9/2022 16:15,17.39,18.33,0.94,3/9/2022 16:15,16:15:00
3/9/2022 16:30,14,3/9/2022 16:30,17.55,18.67,1.12,3/9/2022 16:30,16:30:00
3/9/2022 16:45,23,3/9/2022 16:45,16.33,16.33,0,3/9/2022 16:45,16:45:00
3/9/2022 17:00,19,3/9/2022 17:00,12.55,14.33,1.78,3/9/2022 17:00,17:00:00
3/9/2022 17:15,16,3/9/2022 17:15,12,12,0,3/9/2022 17:15,17:15:00
3/9/2022 17:30,16,3/9/2022 17:30,12,12,0,3/9/2022 17:30,17:30:00
3/9/2022 17:45,13,3/9/2022 17:45,14.45,12.67,-1.78,3/9/2022 17:45,17:45:00
3/9/2022 18:00,17,3/9/2022 18:00,7.96,9,1.04,3/9/2022 18:00,18:00:00
3/9/2022 18:15,11,3/9/2022 18:15,11.18,10,-1.18,3/9/2022 18:15,18:15:00
3/9/2022 18:30,12,3/9/2022 18:30,7.71,8,0.29,3/9/2022 18:30,18:30:00
3/9/2022 18:45,9,3/9/2022 18:45,7.67,7.67,0,3/9/2022 18:45,18:45:00
3/9/2022 19:00,13,3/9/2022 19:00,10.07,6.33,-3.74,3/9/2022 19:00,19:00:00
3/9/2022 19:15,14,3/9/2022 19:15,6.67,6.67,0,3/9/2022 19:15,19:15:00
3/9/2022 19:30,15,3/9/2022 19:30,6.27,6.67,0.4,3/9/2022 19:30,19:30:00
3/9/2022 19:45,10,3/9/2022 19:45,6,6,0,3/9/2022 19:45,19:45:00
3/9/2022 20:00,9,3/9/2022 20:00,6,6,0,3/9/2022 20:00,20:00:00
3/9/2022 20:15,7,3/9/2022 20:15,6.7,6,-0.7,3/9/2022 20:15,20:15:00
3/9/2022 20:30,9,3/9/2022 20:30,5.72,6.6,0.88,3/9/2022 20:30,20:30:00
3/9/2022 20:45,8,3/9/2022 20:45,5.72,6,0.28,3/9/2022 20:45,20:45:00
3/9/2022 21:00,9,3/9/2022 21:00,1.33,1.33,0,3/9/2022 21:00,21:00:00
3/9/2022 21:15,9,3/9/2022 21:15,2,2,0,3/9/2022 21:15,21:15:00
3/9/2022 21:30,8,3/9/2022 21:30,2,2,0,3/9/2022 21:30,21:30:00
3/9/2022 21:45,9,3/9/2022 21:45,3.66,2,-1.66,3/9/2022 21:45,21:45:00
3/9/2022 22:00,7,3/9/2022 22:00,0,2,2,3/9/2022 22:00,22:00:00
3/9/2022 22:15,6,3/9/2022 22:15,4.05,2,-2.05,3/9/2022 22:15,22:15:00
3/9/2022 22:30,4,3/9/2022 22:30,4.05,2,-2.05,3/9/2022 22:30,22:30:00
3/9/2022 22:45,6,3/9/2022 22:45,4.05,2,-2.05,3/9/2022 22:45,22:45:00
3/9/2022 23:00,5,3/9/2022 23:00,2,2,0,3/9/2022 23:00,23:00:00
3/9/2022 23:15,6,3/9/2022 23:15,2.73,1.67,-1.06,3/9/2022 23:15,23:15:00
3/9/2022 23:30,8,3/9/2022 23:30,0,0,0,3/9/2022 23:30,23:30:00
3/9/2022 23:45,4,3/9/2022 23:45,0,0,0,3/9/2022 23:45,23:45:00
3/10/2022 0:00,7,3/10/2022 0:00,2.44,3,0.56,3/10/2022 0:00,0:00:00
3/10/2022 0:15,5,3/10/2022 0:15,4.02,3,-1.02,3/10/2022 0:15,0:15:00
3/10/2022 0:30,4,3/10/2022 0:30,2.71,2,-0.71,3/10/2022 0:30,0:30:00
3/10/2022 0:45,3,3/10/2022 0:45,4.02,3,-1.02,3/10/2022 0:45,0:45:00
3/10/2022 1:00,2,3/10/2022 1:00,4.02,3,-1.02,3/10/2022 1:00,1:00:00
3/10/2022 1:15,3,3/10/2022 1:15,4.02,3,-1.02,3/10/2022 1:15,1:15:00
3/10/2022 1:30,4,3/10/2022 1:30,2.71,3,0.29,3/10/2022 1:30,1:30:00
3/10/2022 1:45,4,3/10/2022 1:45,2.71,2,-0.71,3/10/2022 1:45,1:45:00
3/10/2022 2:00,7,3/10/2022 2:00,2.71,2,-0.71,3/10/2022 2:00,2:00:00
3/10/2022 2:15,2,3/10/2022 2:15,2.71,3,0.29,3/10/2022 2:15,2:15:00
3/10/2022 2:30,3,3/10/2022 2:30,2.71,3,0.29,3/10/2022 2:30,2:30:00
3/10/2022 2:45,3,3/10/2022 2:45,0,3,3,3/10/2022 2:45,2:45:00
3/10/2022 3:00,4,3/10/2022 3:00,0,3,3,3/10/2022 3:00,3:00:00
3/10/2022 3:15,2,3/10/2022 3:15,2.71,2.67,-0.04,3/10/2022 3:15,3:15:00
3/10/2022 3:30,1,3/10/2022 3:30,2.71,2,-0.71,3/10/2022 3:30,3:30:00
3/10/2022 3:45,2,3/10/2022 3:45,2.71,2,-0.71,3/10/2022 3:45,3:45:00
3/10/2022 4:00,3,3/10/2022 4:00,2.71,2,-0.71,3/10/2022 4:00,4:00:00
3/10/2022 4:15,1,3/10/2022 4:15,0,1,1,3/10/2022 4:15,4:15:00
3/10/2022 4:30,3,3/10/2022 4:30,0,1,1,3/10/2022 4:30,4:30:00
3/10/2022 4:45,2,3/10/2022 4:45,0,1,1,3/10/2022 4:45,4:45:00
3/10/2022 5:00,5,3/10/2022 5:00,0,0,0,3/10/2022 5:00,5:00:00
3/10/2022 5:15,3,3/10/2022 5:15,0,1,1,3/10/2022 5:15,5:15:00
3/10/2022 5:30,5,3/10/2022 5:30,0,1,1,3/10/2022 5:30,5:30:00
3/10/2022 5:45,4,3/10/2022 5:45,2.23,5,2.77,3/10/2022 5:45,5:45:00
3/10/2022 6:00,4,3/10/2022 6:00,2.23,6,3.77,3/10/2022 6:00,6:00:00
3/10/2022 6:15,6,3/10/2022 6:15,2.23,6,3.77,3/10/2022 6:15,6:15:00
3/10/2022 6:30,4,3/10/2022 6:30,2.23,6,3.77,3/10/2022 6:30,6:30:00
3/10/2022 6:45,5,3/10/2022 6:45,3.22,4,0.78,3/10/2022 6:45,6:45:00
3/10/2022 7:00,4,3/10/2022 7:00,3.22,6,2.78,3/10/2022 7:00,7:00:00
3/10/2022 7:15,2,3/10/2022 7:15,3.22,6,2.78,3/10/2022 7:15,7:15:00
3/10/2022 7:30,8,3/10/2022 7:30,4.98,7,2.02,3/10/2022 7:30,7:30:00
3/10/2022 7:45,9,3/10/2022 7:45,4.98,6,1.02,3/10/2022 7:45,7:45:00
3/10/2022 8:00,10,3/10/2022 8:00,6.73,9,2.27,3/10/2022 8:00,8:00:00
3/10/2022 8:15,8,3/10/2022 8:15,7.69,10,2.31,3/10/2022 8:15,8:15:00
3/10/2022 8:30,8,3/10/2022 8:30,8.63,13,4.37,3/10/2022 8:30,8:30:00
3/10/2022 8:45,11,3/10/2022 8:45,8.63,14,5.37,3/10/2022 8:45,8:45:00
3/10/2022 9:00,10,3/10/2022 9:00,10.49,15,4.51,3/10/2022 9:00,9:00:00
3/10/2022 9:15,12,3/10/2022 9:15,12.31,16,3.69,3/10/2022 9:15,9:15:00
3/10/2022 9:30,12,3/10/2022 9:30,13.21,15,1.79,3/10/2022 9:30,9:30:00
3/10/2022 9:45,17,3/10/2022 9:45,12.84,14.53,1.69,3/10/2022 9:45,9:45:00
3/10/2022 10:00,13,3/10/2022 10:00,16.2,17.73,1.53,3/10/2022 10:00,10:00:00
3/10/2022 10:15,15,3/10/2022 10:15,17.18,20,2.82,3/10/2022 10:15,10:15:00
3/10/2022 10:30,17,3/10/2022 10:30,18.14,19,0.86,3/10/2022 10:30,10:30:00
3/10/2022 10:45,15,3/10/2022 10:45,18.14,15,-3.14,3/10/2022 10:45,10:45:00
3/10/2022 11:00,15,3/10/2022 11:00,18.14,21,2.86,3/10/2022 11:00,11:00:00
3/10/2022 11:15,16,3/10/2022 11:15,18.08,20.13,2.05,3/10/2022 11:15,11:15:00
3/10/2022 11:30,16,3/10/2022 11:30,16.98,20,3.02,3/10/2022 11:30,11:30:00
3/10/2022 11:45,19,3/10/2022 11:45,16.94,18.8,1.86,3/10/2022 11:45,11:45:00
3/10/2022 12:00,15,3/10/2022 12:00,14.58,15.87,1.29,3/10/2022 12:00,12:00:00
3/10/2022 12:15,12,3/10/2022 12:15,19.1,18.87,-0.23,3/10/2022 12:15,12:15:00
3/10/2022 12:30,20,3/10/2022 12:30,17.87,17.87,0,3/10/2022 12:30,12:30:00
3/10/2022 12:45,16,3/10/2022 12:45,17.45,18.33,0.88,3/10/2022 12:45,12:45:00
3/10/2022 13:00,17,3/10/2022 13:00,19.1,21.93,2.83,3/10/2022 13:00,13:00:00
3/10/2022 13:15,16,3/10/2022 13:15,21.05,22.8,1.75,3/10/2022 13:15,13:15:00
3/10/2022 13:30,13,3/10/2022 13:30,21.02,18.2,-2.82,3/10/2022 13:30,13:30:00
3/10/2022 13:45,14,3/10/2022 13:45,19.17,20.67,1.5,3/10/2022 13:45,13:45:00
3/10/2022 14:00,18,3/10/2022 14:00,21,21,0,3/10/2022 14:00,14:00:00
3/10/2022 14:15,20,3/10/2022 14:15,16.18,17.67,1.49,3/10/2022 14:15,14:15:00
3/10/2022 14:30,19,3/10/2022 14:30,14.08,15,0.92,3/10/2022 14:30,14:30:00
3/10/2022 14:45,23,3/10/2022 14:45,16.73,16.73,0,3/10/2022 14:45,14:45:00
3/10/2022 15:00,18,3/10/2022 15:00,18.8,18.8,0,3/10/2022 15:00,15:00:00
3/10/2022 15:15,20,3/10/2022 15:15,18.27,18.27,0,3/10/2022 15:15,15:15:00
3/10/2022 15:30,18,3/10/2022 15:30,12.8,12.8,0,3/10/2022 15:30,15:30:00
3/10/2022 15:45,16,3/10/2022 15:45,13.14,13,-0.14,3/10/2022 15:45,15:45:00
3/10/2022 16:00,13,3/10/2022 16:00,16,16,0,3/10/2022 16:00,16:00:00
3/10/2022 16:15,14,3/10/2022 16:15,16.33,16.33,0,3/10/2022 16:15,16:15:00
3/10/2022 16:30,14,3/10/2022 16:30,15.67,15.67,0,3/10/2022 16:30,16:30:00
3/10/2022 16:45,17,3/10/2022 16:45,18.73,15.33,-3.4,3/10/2022 16:45,16:45:00
3/10/2022 17:00,16,3/10/2022 17:00,9.67,9.67,0,3/10/2022 17:00,17:00:00
3/10/2022 17:15,16,3/10/2022 17:15,8,8,0,3/10/2022 17:15,17:15:00
3/10/2022 17:30,13,3/10/2022 17:30,9.47,9.47,0,3/10/2022 17:30,17:30:00
3/10/2022 17:45,11,3/10/2022 17:45,10,10,0,3/10/2022 17:45,17:45:00
3/10/2022 18:00,12,3/10/2022 18:00,13.37,9,-4.37,3/10/2022 18:00,18:00:00
3/10/2022 18:15,15,3/10/2022 18:15,12.28,9.67,-2.61,3/10/2022 18:15,18:15:00
3/10/2022 18:30,16,3/10/2022 18:30,9,9,0,3/10/2022 18:30,18:30:00
3/10/2022 18:45,13,3/10/2022 18:45,10.07,8.67,-1.4,3/10/2022 18:45,18:45:00
3/10/2022 19:00,13,3/10/2022 19:00,7.22,7,-0.22,3/10/2022 19:00,19:00:00
3/10/2022 19:15,11,3/10/2022 19:15,7.67,7.67,0,3/10/2022 19:15,19:15:00
3/10/2022 19:30,8,3/10/2022 19:30,3.67,3.67,0,3/10/2022 19:30,19:30:00
3/10/2022 19:45,10,3/10/2022 19:45,3.67,3.67,0,3/10/2022 19:45,19:45:00
3/10/2022 20:00,11,3/10/2022 20:00,6.7,5,-1.7,3/10/2022 20:00,20:00:00
3/10/2022 20:15,14,3/10/2022 20:15,5.72,6,0.28,3/10/2022 20:15,20:15:00
3/10/2022 20:30,10,3/10/2022 20:30,5.72,6,0.28,3/10/2022 20:30,20:30:00
3/10/2022 20:45,8,3/10/2022 20:45,5.72,5.67,-0.05,3/10/2022 20:45,20:45:00
3/10/2022 21:00,6,3/10/2022 21:00,5.72,4.33,-1.39,3/10/2022 21:00,21:00:00
3/10/2022 21:15,8,3/10/2022 21:15,3,3,0,3/10/2022 21:15,21:15:00
3/10/2022 21:30,8,3/10/2022 21:30,2,2,0,3/10/2022 21:30,21:30:00
3/10/2022 21:45,4,3/10/2022 21:45,0.53,0.53,0,3/10/2022 21:45,21:45:00
3/10/2022 22:00,3,3/10/2022 22:00,2.58,3,0.42,3/10/2022 22:00,22:00:00
3/10/2022 22:15,3,3/10/2022 22:15,4.05,3,-1.05,3/10/2022 22:15,22:15:00
3/10/2022 22:30,5,3/10/2022 22:30,4.05,3,-1.05,3/10/2022 22:30,22:30:00
3/10/2022 22:45,6,3/10/2022 22:45,4.05,3,-1.05,3/10/2022 22:45,22:45:00
3/10/2022 23:00,5,3/10/2022 23:00,4.05,3,-1.05,3/10/2022 23:00,23:00:00
3/10/2022 23:15,4,3/10/2022 23:15,4.05,2.67,-1.38,3/10/2022 23:15,23:15:00
3/10/2022 23:30,3,3/10/2022 23:30,1.67,1.67,0,3/10/2022 23:30,23:30:00
3/10/2022 23:45,7,3/10/2022 23:45,0,0.67,0.67,3/10/2022 23:45,23:45:00
3/11/2022 0:00,5,3/11/2022 0:00,4.02,1,-3.02,3/11/2022 0:00,0:00:00
3/11/2022 0:15,5,3/11/2022 0:15,1,1,0,3/11/2022 0:15,0:15:00
3/11/2022 0:30,6,3/11/2022 0:30,2.71,1,-1.71,3/11/2022 0:30,0:30:00
3/11/2022 0:45,3,3/11/2022 0:45,4.02,1,-3.02,3/11/2022 0:45,0:45:00
3/11/2022 1:00,4,3/11/2022 1:00,2.71,1,-1.71,3/11/2022 1:00,1:00:00
