MDate,nEnteredAcd,Start,Req,Sch,Net,Period,PeriodM
3/24/2022 9:30,9,3/24/2022 9:30,12.73,12.73,0,3/24/2022 9:30,9:30:00
3/24/2022 9:45,11,3/24/2022 9:45,12.87,12.87,0,3/24/2022 9:45,9:45:00
3/24/2022 10:00,17,3/24/2022 10:00,13.6,13.6,0,3/24/2022 10:00,10:00:00
3/24/2022 10:15,14,3/24/2022 10:15,14,14,0,3/24/2022 10:15,10:15:00
3/24/2022 10:30,12,3/24/2022 10:30,13.4,14,0.6,3/24/2022 10:30,10:30:00
3/24/2022 10:45,17,3/24/2022 10:45,13.33,13.33,0,3/24/2022 10:45,10:45:00
3/24/2022 11:00,18,3/24/2022 11:00,14,14,0,3/24/2022 11:00,11:00:00
3/24/2022 11:15,14,3/24/2022 11:15,16,16,0,3/24/2022 11:15,11:15:00
3/24/2022 11:30,17,3/24/2022 11:30,16,16,0,3/24/2022 11:30,11:30:00
3/24/2022 11:45,13,3/24/2022 11:45,19.1,16,-3.1,3/24/2022 11:45,11:45:00
3/24/2022 12:00,13,3/24/2022 12:00,15.73,15.73,0,3/24/2022 12:00,12:00:00
3/24/2022 12:15,13,3/24/2022 12:15,14.94,15,0.06,3/24/2022 12:15,12:15:00
3/24/2022 12:30,16,3/24/2022 12:30,13.93,13.93,0,3/24/2022 12:30,12:30:00
3/24/2022 12:45,12,3/24/2022 12:45,11.86,14,2.14,3/24/2022 12:45,12:45:00
3/24/2022 13:00,11,3/24/2022 13:00,15,15,0,3/24/2022 13:00,13:00:00
3/24/2022 13:15,17,3/24/2022 13:15,16.53,16,-0.53,3/24/2022 13:15,13:15:00
3/24/2022 13:30,15,3/24/2022 13:30,18.44,17.4,-1.04,3/24/2022 13:30,13:30:00
3/24/2022 13:45,17,3/24/2022 13:45,16.42,18.53,2.11,3/24/2022 13:45,13:45:00
3/24/2022 14:00,16,3/24/2022 14:00,17.62,16,-1.62,3/24/2022 14:00,14:00:00
3/24/2022 14:15,17,3/24/2022 14:15,15.25,18,2.75,3/24/2022 14:15,14:15:00
3/24/2022 14:30,15,3/24/2022 14:30,15.59,15.47,-0.12,3/24/2022 14:30,14:30:00
3/24/2022 14:45,13,3/24/2022 14:45,14.38,16.07,1.69,3/24/2022 14:45,14:45:00
3/24/2022 15:00,15,3/24/2022 15:00,15.25,16,0.75,3/24/2022 15:00,15:00:00
3/24/2022 15:15,17,3/24/2022 15:15,15.3,16.8,1.5,3/24/2022 15:15,15:15:00
3/24/2022 15:30,17,3/24/2022 15:30,20.84,17.67,-3.17,3/24/2022 15:30,15:30:00
3/24/2022 15:45,17,3/24/2022 15:45,16.33,16.33,0,3/24/2022 15:45,15:45:00
3/24/2022 16:00,15,3/24/2022 16:00,21.9,17,-4.9,3/24/2022 16:00,16:00:00
3/24/2022 16:15,10,3/24/2022 16:15,15.33,15.33,0,3/24/2022 16:15,16:15:00
3/24/2022 16:30,14,3/24/2022 16:30,14.67,14.67,0,3/24/2022 16:30,16:30:00
3/24/2022 16:45,10,3/24/2022 16:45,13.77,14.2,0.43,3/24/2022 16:45,16:45:00
3/24/2022 17:00,16,3/24/2022 17:00,17.67,15.2,-2.47,3/24/2022 17:00,17:00:00
3/24/2022 17:15,17,3/24/2022 17:15,11.84,12.27,0.43,3/24/2022 17:15,17:15:00
3/24/2022 17:30,15,3/24/2022 17:30,15.53,11.2,-4.33,3/24/2022 17:30,17:30:00
3/24/2022 17:45,13,3/24/2022 17:45,11.37,12,0.63,3/24/2022 17:45,17:45:00
3/24/2022 18:00,19,3/24/2022 18:00,9.12,8,-1.12,3/24/2022 18:00,18:00:00
3/24/2022 18:15,15,3/24/2022 18:15,10.67,9.67,-1,3/24/2022 18:15,18:15:00
3/24/2022 18:30,16,3/24/2022 18:30,12.28,9.67,-2.61,3/24/2022 18:30,18:30:00
3/24/2022 18:45,13,3/24/2022 18:45,9.49,7.6,-1.89,3/24/2022 18:45,18:45:00
3/24/2022 19:00,15,3/24/2022 19:00,10.35,11,0.65,3/24/2022 19:00,19:00:00
3/24/2022 19:15,13,3/24/2022 19:15,11.18,11.33,0.15,3/24/2022 19:15,19:15:00
3/24/2022 19:30,10,3/24/2022 19:30,6.65,9.33,2.68,3/24/2022 19:30,19:30:00
3/24/2022 19:45,13,3/24/2022 19:45,7.81,8.67,0.86,3/24/2022 19:45,19:45:00
3/24/2022 20:00,14,3/24/2022 20:00,6.68,9,2.32,3/24/2022 20:00,20:00:00
3/24/2022 20:15,10,3/24/2022 20:15,7.66,7.73,0.07,3/24/2022 20:15,20:15:00
3/24/2022 20:30,13,3/24/2022 20:30,3.66,7.8,4.14,3/24/2022 20:30,20:30:00
3/24/2022 20:45,10,3/24/2022 20:45,5.72,7,1.28,3/24/2022 20:45,20:45:00
3/24/2022 21:00,9,3/24/2022 21:00,5.72,5.13,-0.59,3/24/2022 21:00,21:00:00
3/24/2022 21:15,6,3/24/2022 21:15,2.33,2.33,0,3/24/2022 21:15,21:15:00
3/24/2022 21:30,4,3/24/2022 21:30,2.13,2.13,0,3/24/2022 21:30,21:30:00
3/24/2022 21:45,6,3/24/2022 21:45,3.66,2,-1.66,3/24/2022 21:45,21:45:00
3/24/2022 22:00,7,3/24/2022 22:00,4.05,3.07,-0.98,3/24/2022 22:00,22:00:00
3/24/2022 22:15,7,3/24/2022 22:15,2.73,4,1.27,3/24/2022 22:15,22:15:00
3/24/2022 22:30,5,3/24/2022 22:30,4.05,4,-0.05,3/24/2022 22:30,22:30:00
3/24/2022 22:45,4,3/24/2022 22:45,4.05,4,-0.05,3/24/2022 22:45,22:45:00
3/24/2022 23:00,4,3/24/2022 23:00,1.25,4,2.75,3/24/2022 23:00,23:00:00
3/24/2022 23:15,3,3/24/2022 23:15,1.73,1.67,-0.06,3/24/2022 23:15,23:15:00
3/24/2022 23:30,5,3/24/2022 23:30,1,1,0,3/24/2022 23:30,23:30:00
3/24/2022 23:45,3,3/24/2022 23:45,4.05,2.67,-1.38,3/24/2022 23:45,23:45:00
3/25/2022 0:00,4,3/25/2022 0:00,4.02,5,0.98,3/25/2022 0:00,0:00:00
3/25/2022 0:15,4,3/25/2022 0:15,2.71,5,2.29,3/25/2022 0:15,0:15:00
3/25/2022 0:30,5,3/25/2022 0:30,0,5,5,3/25/2022 0:30,0:30:00
3/25/2022 0:45,6,3/25/2022 0:45,5.2,5,-0.2,3/25/2022 0:45,0:45:00
3/25/2022 1:00,5,3/25/2022 1:00,0,5,5,3/25/2022 1:00,1:00:00
3/25/2022 1:15,5,3/25/2022 1:15,4.13,4.13,0,3/25/2022 1:15,1:15:00
3/25/2022 1:30,4,3/25/2022 1:30,0,4,4,3/25/2022 1:30,1:30:00
3/25/2022 1:45,3,3/25/2022 1:45,2.71,2.07,-0.64,3/25/2022 1:45,1:45:00
3/25/2022 2:00,4,3/25/2022 2:00,5.2,2,-3.2,3/25/2022 2:00,2:00:00
3/25/2022 2:15,2,3/25/2022 2:15,4.73,4.73,0,3/25/2022 2:15,2:15:00
3/25/2022 2:30,5,3/25/2022 2:30,0,4,4,3/25/2022 2:30,2:30:00
3/25/2022 2:45,1,3/25/2022 2:45,0,4.2,4.2,3/25/2022 2:45,2:45:00
3/25/2022 3:00,1,3/25/2022 3:00,0,5,5,3/25/2022 3:00,3:00:00
3/25/2022 3:15,3,3/25/2022 3:15,0,4.33,4.33,3/25/2022 3:15,3:15:00
3/25/2022 3:30,4,3/25/2022 3:30,0,3,3,3/25/2022 3:30,3:30:00
3/25/2022 3:45,4,3/25/2022 3:45,0,3,3,3/25/2022 3:45,3:45:00
3/25/2022 4:00,5,3/25/2022 4:00,0,3,3,3/25/2022 4:00,4:00:00
3/25/2022 4:15,4,3/25/2022 4:15,0,3,3,3/25/2022 4:15,4:15:00
3/25/2022 4:30,1,3/25/2022 4:30,2.23,2,-0.23,3/25/2022 4:30,4:30:00
3/25/2022 4:45,,,3.22,2,-1.22,3/25/2022 4:45,4:45:00
3/25/2022 5:00,2,3/25/2022 5:00,2,2,0,3/25/2022 5:00,5:00:00
3/25/2022 5:15,3,3/25/2022 5:15,0,2,2,3/25/2022 5:15,5:15:00
3/25/2022 5:30,1,3/25/2022 5:30,4,4,0,3/25/2022 5:30,5:30:00
3/25/2022 5:45,,,0,5,5,3/25/2022 5:45,5:45:00
3/25/2022 6:00,4,3/25/2022 6:00,3.22,5,1.78,3/25/2022 6:00,6:00:00
3/25/2022 6:15,6,3/25/2022 6:15,0,4.13,4.13,3/25/2022 6:15,6:15:00
3/25/2022 6:30,4,3/25/2022 6:30,3.22,4,0.78,3/25/2022 6:30,6:30:00
3/25/2022 6:45,3,3/25/2022 6:45,3.22,5,1.78,3/25/2022 6:45,6:45:00
3/25/2022 7:00,4,3/25/2022 7:00,2.23,5.67,3.44,3/25/2022 7:00,7:00:00
3/25/2022 7:15,3,3/25/2022 7:15,2.23,7,4.77,3/25/2022 7:15,7:15:00
3/25/2022 7:30,7,3/25/2022 7:30,2.23,7,4.77,3/25/2022 7:30,7:30:00
3/25/2022 7:45,5,3/25/2022 7:45,6.31,7,0.69,3/25/2022 7:45,7:45:00
3/25/2022 8:00,8,3/25/2022 8:00,4.74,9,4.26,3/25/2022 8:00,8:00:00
3/25/2022 8:15,9,3/25/2022 8:15,7.69,10,2.31,3/25/2022 8:15,8:15:00
3/25/2022 8:30,7,3/25/2022 8:30,7.69,10,2.31,3/25/2022 8:30,8:30:00
3/25/2022 8:45,11,3/25/2022 8:45,8.63,15,6.37,3/25/2022 8:45,8:45:00
3/25/2022 9:00,13,3/25/2022 9:00,7.78,15.2,7.42,3/25/2022 9:00,9:00:00
3/25/2022 9:15,12,3/25/2022 9:15,11.4,16.93,5.53,3/25/2022 9:15,9:15:00
3/25/2022 9:30,11,3/25/2022 9:30,9.2,16,6.8,3/25/2022 9:30,9:30:00
3/25/2022 9:45,16,3/25/2022 9:45,11.4,17.87,6.47,3/25/2022 9:45,9:45:00
3/25/2022 10:00,14,3/25/2022 10:00,14.26,17.47,3.21,3/25/2022 10:00,10:00:00
3/25/2022 10:15,11,3/25/2022 10:15,11.6,16.13,4.53,3/25/2022 10:15,10:15:00
3/25/2022 10:30,11,3/25/2022 10:30,16.57,20,3.43,3/25/2022 10:30,10:30:00
3/25/2022 10:45,13,3/25/2022 10:45,16.7,19,2.3,3/25/2022 10:45,10:45:00
3/25/2022 11:00,12,3/25/2022 11:00,15.51,15.53,0.02,3/25/2022 11:00,11:00:00
3/25/2022 11:15,14,3/25/2022 11:15,17.18,18.87,1.69,3/25/2022 11:15,11:15:00
3/25/2022 11:30,14,3/25/2022 11:30,16.52,18,1.48,3/25/2022 11:30,11:30:00
3/25/2022 11:45,11,3/25/2022 11:45,19.1,17,-2.1,3/25/2022 11:45,11:45:00
3/25/2022 12:00,13,3/25/2022 12:00,16.84,18,1.16,3/25/2022 12:00,12:00:00
3/25/2022 12:15,15,3/25/2022 12:15,13.68,17,3.32,3/25/2022 12:15,12:15:00
3/25/2022 12:30,14,3/25/2022 12:30,15.9,16.73,0.83,3/25/2022 12:30,12:30:00
3/25/2022 12:45,14,3/25/2022 12:45,18,18,0,3/25/2022 12:45,12:45:00
3/25/2022 13:00,14,3/25/2022 13:00,15.74,17.2,1.46,3/25/2022 13:00,13:00:00
3/25/2022 13:15,11,3/25/2022 13:15,19.1,18,-1.1,3/25/2022 13:15,13:15:00
3/25/2022 13:30,13,3/25/2022 13:30,18.67,18.67,0,3/25/2022 13:30,13:30:00
3/25/2022 13:45,12,3/25/2022 13:45,18.14,19.4,1.26,3/25/2022 13:45,13:45:00
3/25/2022 14:00,13,3/25/2022 14:00,18.14,16.33,-1.81,3/25/2022 14:00,14:00:00
3/25/2022 14:15,13,3/25/2022 14:15,16,16,0,3/25/2022 14:15,14:15:00
3/25/2022 14:30,15,3/25/2022 14:30,15.17,17,1.83,3/25/2022 14:30,14:30:00
3/25/2022 14:45,14,3/25/2022 14:45,15.5,17,1.5,3/25/2022 14:45,14:45:00
3/25/2022 15:00,13,3/25/2022 15:00,20.06,17,-3.06,3/25/2022 15:00,15:00:00
3/25/2022 15:15,19,3/25/2022 15:15,15.43,15.67,0.24,3/25/2022 15:15,15:15:00
3/25/2022 15:30,17,3/25/2022 15:30,14.47,14.47,0,3/25/2022 15:30,15:30:00
3/25/2022 15:45,15,3/25/2022 15:45,15.87,15.87,0,3/25/2022 15:45,15:45:00
3/25/2022 16:00,19,3/25/2022 16:00,15,15,0,3/25/2022 16:00,16:00:00
3/25/2022 16:15,16,3/25/2022 16:15,14.2,14.2,0,3/25/2022 16:15,16:15:00
3/25/2022 16:30,15,3/25/2022 16:30,13.67,13.67,0,3/25/2022 16:30,16:30:00
3/25/2022 16:45,16,3/25/2022 16:45,12.47,12.47,0,3/25/2022 16:45,16:45:00
3/25/2022 17:00,15,3/25/2022 17:00,12.24,12.27,0.03,3/25/2022 17:00,17:00:00
3/25/2022 17:15,14,3/25/2022 17:15,15.53,10.67,-4.86,3/25/2022 17:15,17:15:00
3/25/2022 17:30,15,3/25/2022 17:30,8.58,9,0.42,3/25/2022 17:30,17:30:00
3/25/2022 17:45,14,3/25/2022 17:45,9.67,9.67,0,3/25/2022 17:45,17:45:00
3/25/2022 18:00,13,3/25/2022 18:00,11.18,8,-3.18,3/25/2022 18:00,18:00:00
3/25/2022 18:15,17,3/25/2022 18:15,6.84,7.33,0.49,3/25/2022 18:15,18:15:00
3/25/2022 18:30,15,3/25/2022 18:30,5.93,6,0.07,3/25/2022 18:30,18:30:00
3/25/2022 18:45,15,3/25/2022 18:45,8.55,5.67,-2.88,3/25/2022 18:45,18:45:00
3/25/2022 19:00,10,3/25/2022 19:00,7.81,8,0.19,3/25/2022 19:00,19:00:00
3/25/2022 19:15,13,3/25/2022 19:15,6.65,7.67,1.02,3/25/2022 19:15,19:15:00
3/25/2022 19:30,11,3/25/2022 19:30,7.81,6.67,-1.14,3/25/2022 19:30,19:30:00
3/25/2022 19:45,12,3/25/2022 19:45,5.6,5.6,0,3/25/2022 19:45,19:45:00
3/25/2022 20:00,10,3/25/2022 20:00,5.72,6,0.28,3/25/2022 20:00,20:00:00
3/25/2022 20:15,7,3/25/2022 20:15,4,4,0,3/25/2022 20:15,20:15:00
3/25/2022 20:30,11,3/25/2022 20:30,5.72,5,-0.72,3/25/2022 20:30,20:30:00
3/25/2022 20:45,11,3/25/2022 20:45,4.72,5.33,0.61,3/25/2022 20:45,20:45:00
3/25/2022 21:00,8,3/25/2022 21:00,3.27,3.27,0,3/25/2022 21:00,21:00:00
3/25/2022 21:15,8,3/25/2022 21:15,4.72,2.27,-2.45,3/25/2022 21:15,21:15:00
3/25/2022 21:30,6,3/25/2022 21:30,3,3,0,3/25/2022 21:30,21:30:00
3/25/2022 21:45,6,3/25/2022 21:45,3,3,0,3/25/2022 21:45,21:45:00
3/25/2022 22:00,7,3/25/2022 22:00,4.05,3,-1.05,3/25/2022 22:00,22:00:00
3/25/2022 22:15,7,3/25/2022 22:15,5.25,3,-2.25,3/25/2022 22:15,22:15:00
3/25/2022 22:30,7,3/25/2022 22:30,5.25,3,-2.25,3/25/2022 22:30,22:30:00
3/25/2022 22:45,5,3/25/2022 22:45,2.73,3,0.27,3/25/2022 22:45,22:45:00
3/25/2022 23:00,3,3/25/2022 23:00,1.03,3,1.97,3/25/2022 23:00,23:00:00
3/25/2022 23:15,3,3/25/2022 23:15,2.73,0.67,-2.06,3/25/2022 23:15,23:15:00
3/25/2022 23:30,5,3/25/2022 23:30,0,0,0,3/25/2022 23:30,23:30:00
3/25/2022 23:45,5,3/25/2022 23:45,2.73,2,-0.73,3/25/2022 23:45,23:45:00
3/26/2022 0:00,4,3/26/2022 0:00,2.42,2,-0.42,3/26/2022 0:00,0:00:00
3/26/2022 0:15,5,3/26/2022 0:15,1.82,2,0.18,3/26/2022 0:15,0:15:00
3/26/2022 0:30,8,3/26/2022 0:30,0,2,2,3/26/2022 0:30,0:30:00
3/26/2022 0:45,5,3/26/2022 0:45,0,1,1,3/26/2022 0:45,0:45:00
3/26/2022 1:00,8,3/26/2022 1:00,0,1.93,1.93,3/26/2022 1:00,1:00:00
3/26/2022 1:15,4,3/26/2022 1:15,0,3,3,3/26/2022 1:15,1:15:00
3/26/2022 1:30,6,3/26/2022 1:30,0,3,3,3/26/2022 1:30,1:30:00
3/26/2022 1:45,4,3/26/2022 1:45,0,3,3,3/26/2022 1:45,1:45:00
3/26/2022 2:00,3,3/26/2022 2:00,2,2,0,3/26/2022 2:00,2:00:00
3/26/2022 2:15,5,3/26/2022 2:15,2.38,2,-0.38,3/26/2022 2:15,2:15:00
3/26/2022 2:30,4,3/26/2022 2:30,0,2,2,3/26/2022 2:30,2:30:00
3/26/2022 2:45,4,3/26/2022 2:45,0,2,2,3/26/2022 2:45,2:45:00
3/26/2022 3:00,2,3/26/2022 3:00,0,3,3,3/26/2022 3:00,3:00:00
3/26/2022 3:15,3,3/26/2022 3:15,0,2.33,2.33,3/26/2022 3:15,3:15:00
3/26/2022 3:30,3,3/26/2022 3:30,1.05,1,-0.05,3/26/2022 3:30,3:30:00
3/26/2022 3:45,2,3/26/2022 3:45,0,1,1,3/26/2022 3:45,3:45:00
3/26/2022 4:00,2,3/26/2022 4:00,0,1,1,3/26/2022 4:00,4:00:00
3/26/2022 4:15,2,3/26/2022 4:15,0,1,1,3/26/2022 4:15,4:15:00
3/26/2022 4:30,3,3/26/2022 4:30,2.38,1,-1.38,3/26/2022 4:30,4:30:00
3/26/2022 4:45,1,3/26/2022 4:45,1,1,0,3/26/2022 4:45,4:45:00
3/26/2022 5:00,2,3/26/2022 5:00,0,1,1,3/26/2022 5:00,5:00:00
3/26/2022 5:15,5,3/26/2022 5:15,0,1,1,3/26/2022 5:15,5:15:00
3/26/2022 5:30,3,3/26/2022 5:30,2.38,1,-1.38,3/26/2022 5:30,5:30:00
3/26/2022 5:45,2,3/26/2022 5:45,0,3,3,3/26/2022 5:45,5:45:00
3/26/2022 6:00,1,3/26/2022 6:00,0,3,3,3/26/2022 6:00,6:00:00
3/26/2022 6:15,2,3/26/2022 6:15,0,2,2,3/26/2022 6:15,6:15:00
3/26/2022 6:30,2,3/26/2022 6:30,0,3,3,3/26/2022 6:30,6:30:00
3/26/2022 6:45,4,3/26/2022 6:45,0,3,3,3/26/2022 6:45,6:45:00
3/26/2022 7:00,5,3/26/2022 7:00,0,4,4,3/26/2022 7:00,7:00:00
3/26/2022 7:15,6,3/26/2022 7:15,2.38,5,2.62,3/26/2022 7:15,7:15:00
3/26/2022 7:30,3,3/26/2022 7:30,3.43,5,1.57,3/26/2022 7:30,7:30:00
3/26/2022 7:45,2,3/26/2022 7:45,2.38,4.67,2.29,3/26/2022 7:45,7:45:00
3/26/2022 8:00,3,3/26/2022 8:00,4.14,7,2.86,3/26/2022 8:00,8:00:00
3/26/2022 8:15,3,3/26/2022 8:15,2.58,7,4.42,3/26/2022 8:15,8:15:00
3/26/2022 8:30,7,3/26/2022 8:30,6,6,0,3/26/2022 8:30,8:30:00
3/26/2022 8:45,7,3/26/2022 8:45,4.14,8,3.86,3/26/2022 8:45,8:45:00
3/26/2022 9:00,10,3/26/2022 9:00,4.14,7,2.86,3/26/2022 9:00,9:00:00
3/26/2022 9:15,12,3/26/2022 9:15,3.96,6,2.04,3/26/2022 9:15,9:15:00
3/26/2022 9:30,7,3/26/2022 9:30,5.34,7,1.66,3/26/2022 9:30,9:30:00
3/26/2022 9:45,6,3/26/2022 9:45,0,7,7,3/26/2022 9:45,9:45:00
3/26/2022 10:00,8,3/26/2022 10:00,4.14,6.8,2.66,3/26/2022 10:00,10:00:00
3/26/2022 10:15,6,3/26/2022 10:15,5.28,7.53,2.25,3/26/2022 10:15,10:15:00
3/26/2022 10:30,9,3/26/2022 10:30,6.48,10,3.52,3/26/2022 10:30,10:30:00
3/26/2022 10:45,11,3/26/2022 10:45,6.43,10,3.57,3/26/2022 10:45,10:45:00
3/26/2022 11:00,9,3/26/2022 11:00,9,9,0,3/26/2022 11:00,11:00:00
3/26/2022 11:15,14,3/26/2022 11:15,5.53,8,2.47,3/26/2022 11:15,11:15:00
3/26/2022 11:30,9,3/26/2022 11:30,6.48,8,1.52,3/26/2022 11:30,11:30:00
3/26/2022 11:45,8,3/26/2022 11:45,5.12,9,3.88,3/26/2022 11:45,11:45:00
3/26/2022 12:00,10,3/26/2022 12:00,5.9,7.73,1.83,3/26/2022 12:00,12:00:00
3/26/2022 12:15,8,3/26/2022 12:15,5.26,5,-0.26,3/26/2022 12:15,12:15:00
3/26/2022 12:30,10,3/26/2022 12:30,7.23,8.6,1.37,3/26/2022 12:30,12:30:00
3/26/2022 12:45,14,3/26/2022 12:45,6.48,10.2,3.72,3/26/2022 12:45,12:45:00
3/26/2022 13:00,9,3/26/2022 13:00,6.48,11.33,4.85,3/26/2022 13:00,13:00:00
3/26/2022 13:15,9,3/26/2022 13:15,7.59,9.8,2.21,3/26/2022 13:15,13:15:00
3/26/2022 13:30,11,3/26/2022 13:30,8.67,8,-0.67,3/26/2022 13:30,13:30:00
3/26/2022 13:45,14,3/26/2022 13:45,9.73,10.2,0.47,3/26/2022 13:45,13:45:00
3/26/2022 14:00,12,3/26/2022 14:00,6.56,8.73,2.17,3/26/2022 14:00,14:00:00
3/26/2022 14:15,10,3/26/2022 14:15,7.59,7,-0.59,3/26/2022 14:15,14:15:00
3/26/2022 14:30,13,3/26/2022 14:30,8.53,9,0.47,3/26/2022 14:30,14:30:00
3/26/2022 14:45,10,3/26/2022 14:45,9.73,8,-1.73,3/26/2022 14:45,14:45:00
3/26/2022 15:00,9,3/26/2022 15:00,7.59,9,1.41,3/26/2022 15:00,15:00:00
3/26/2022 15:15,12,3/26/2022 15:15,6.48,8.67,2.19,3/26/2022 15:15,15:15:00
3/26/2022 15:30,15,3/26/2022 15:30,3.79,6.33,2.54,3/26/2022 15:30,15:30:00
3/26/2022 15:45,10,3/26/2022 15:45,6.48,6,-0.48,3/26/2022 15:45,15:45:00
3/26/2022 16:00,14,3/26/2022 16:00,6.48,6,-0.48,3/26/2022 16:00,16:00:00
3/26/2022 16:15,11,3/26/2022 16:15,4.78,5,0.22,3/26/2022 16:15,16:15:00
3/26/2022 16:30,7,3/26/2022 16:30,4.01,3,-1.01,3/26/2022 16:30,16:30:00
3/26/2022 16:45,7,3/26/2022 16:45,5.34,3,-2.34,3/26/2022 16:45,16:45:00
3/26/2022 17:00,7,3/26/2022 17:00,4.93,4,-0.93,3/26/2022 17:00,17:00:00
3/26/2022 17:15,8,3/26/2022 17:15,5.89,3.4,-2.49,3/26/2022 17:15,17:15:00
3/26/2022 17:30,11,3/26/2022 17:30,4.56,4,-0.56,3/26/2022 17:30,17:30:00
3/26/2022 17:45,11,3/26/2022 17:45,6.48,4,-2.48,3/26/2022 17:45,17:45:00
3/26/2022 18:00,6,3/26/2022 18:00,5.34,4,-1.34,3/26/2022 18:00,18:00:00
3/26/2022 18:15,6,3/26/2022 18:15,6.48,3.67,-2.81,3/26/2022 18:15,18:15:00
3/26/2022 18:30,7,3/26/2022 18:30,5.34,3,-2.34,3/26/2022 18:30,18:30:00
3/26/2022 18:45,7,3/26/2022 18:45,2.67,2.67,0,3/26/2022 18:45,18:45:00
3/26/2022 19:00,7,3/26/2022 19:00,4.28,5,0.72,3/26/2022 19:00,19:00:00
3/26/2022 19:15,7,3/26/2022 19:15,4.14,4,-0.14,3/26/2022 19:15,19:15:00
3/26/2022 19:30,8,3/26/2022 19:30,3.78,5,1.22,3/26/2022 19:30,19:30:00
3/26/2022 19:45,6,3/26/2022 19:45,5.34,4,-1.34,3/26/2022 19:45,19:45:00
3/26/2022 20:00,4,3/26/2022 20:00,4.46,5,0.54,3/26/2022 20:00,20:00:00
3/26/2022 20:15,10,3/26/2022 20:15,5.78,5,-0.78,3/26/2022 20:15,20:15:00
3/26/2022 20:30,11,3/26/2022 20:30,7.04,5,-2.04,3/26/2022 20:30,20:30:00
3/26/2022 20:45,8,3/26/2022 20:45,4.46,3.67,-0.79,3/26/2022 20:45,20:45:00
3/26/2022 21:00,8,3/26/2022 21:00,4.46,3.67,-0.79,3/26/2022 21:00,21:00:00
3/26/2022 21:15,9,3/26/2022 21:15,4.46,4,-0.46,3/26/2022 21:15,21:15:00
3/26/2022 21:30,6,3/26/2022 21:30,5.78,3,-2.78,3/26/2022 21:30,21:30:00
3/26/2022 21:45,10,3/26/2022 21:45,4.46,4,-0.46,3/26/2022 21:45,21:45:00
3/26/2022 22:00,5,3/26/2022 22:00,5.52,4,-1.52,3/26/2022 22:00,22:00:00
3/26/2022 22:15,4,3/26/2022 22:15,3.02,4,0.98,3/26/2022 22:15,22:15:00
3/26/2022 22:30,3,3/26/2022 22:30,4.46,3,-1.46,3/26/2022 22:30,22:30:00
3/26/2022 22:45,4,3/26/2022 22:45,3.02,3,-0.02,3/26/2022 22:45,22:45:00
3/26/2022 23:00,5,3/26/2022 23:00,0,4,4,3/26/2022 23:00,23:00:00
3/26/2022 23:15,8,3/26/2022 23:15,3.02,3,-0.02,3/26/2022 23:15,23:15:00
3/26/2022 23:30,5,3/26/2022 23:30,1.21,2,0.79,3/26/2022 23:30,23:30:00
3/26/2022 23:45,7,3/26/2022 23:45,1.6,3,1.4,3/26/2022 23:45,23:45:00
3/27/2022 0:00,6,3/27/2022 0:00,3,4,1,3/27/2022 0:00,0:00:00
3/27/2022 0:15,4,3/27/2022 0:15,4.25,5,0.75,3/27/2022 0:15,0:15:00
3/27/2022 0:30,4,3/27/2022 0:30,2.88,5,2.12,3/27/2022 0:30,0:30:00
3/27/2022 0:45,5,3/27/2022 0:45,3.4,5,1.6,3/27/2022 0:45,0:45:00
3/27/2022 1:00,5,3/27/2022 1:00,2.88,5,2.12,3/27/2022 1:00,1:00:00
3/27/2022 1:15,6,3/27/2022 1:15,0,5,5,3/27/2022 1:15,1:15:00
3/27/2022 1:30,4,3/27/2022 1:30,0,4,4,3/27/2022 1:30,1:30:00
3/27/2022 1:45,3,3/27/2022 1:45,0,4,4,3/27/2022 1:45,1:45:00
3/27/2022 2:00,3,3/27/2022 2:00,3.43,3,-0.43,3/27/2022 2:00,2:00:00
3/27/2022 2:15,3,3/27/2022 2:15,2.38,4,1.62,3/27/2022 2:15,2:15:00
3/27/2022 2:30,3,3/27/2022 2:30,3.43,4,0.57,3/27/2022 2:30,2:30:00
3/27/2022 2:45,3,3/27/2022 2:45,0,4,4,3/27/2022 2:45,2:45:00
3/27/2022 3:00,3,3/27/2022 3:00,0,4,4,3/27/2022 3:00,3:00:00
3/27/2022 3:15,4,3/27/2022 3:15,0,4,4,3/27/2022 3:15,3:15:00
3/27/2022 3:30,3,3/27/2022 3:30,0,2,2,3/27/2022 3:30,3:30:00
3/27/2022 3:45,1,3/27/2022 3:45,0,2,2,3/27/2022 3:45,3:45:00
3/27/2022 4:00,2,3/27/2022 4:00,0,2,2,3/27/2022 4:00,4:00:00
3/27/2022 4:15,1,3/27/2022 4:15,0,2,2,3/27/2022 4:15,4:15:00
3/27/2022 4:30,2,3/27/2022 4:30,1.49,2,0.51,3/27/2022 4:30,4:30:00
3/27/2022 4:45,,,0,2,2,3/27/2022 4:45,4:45:00
3/27/2022 5:00,2,3/27/2022 5:00,0,1,1,3/27/2022 5:00,5:00:00
3/27/2022 5:15,1,3/27/2022 5:15,0,1,1,3/27/2022 5:15,5:15:00
3/27/2022 5:30,,,0,1,1,3/27/2022 5:30,5:30:00
3/27/2022 5:45,2,3/27/2022 5:45,2,2,0,3/27/2022 5:45,5:45:00
3/27/2022 6:00,1,3/27/2022 6:00,0,2,2,3/27/2022 6:00,6:00:00
3/27/2022 6:15,,,1.83,3,1.17,3/27/2022 6:15,6:15:00
