DisplaycName,dIntervalStart,nEnteredAcd,nAnsweredAcd,nAbandonedAcd,nFlowOutAcd,nHoldAcd,tHoldAcd,tTalkAcd,tAcw
CC Risk 1,3/16/2022 12:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:00,0,0,0,0,0,0,707,88
CC Risk 1,3/16/2022 12:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:00,3,3,0,0,0,0,485,229
CC Risk 1,3/16/2022 12:00,1,1,0,0,0,0,195,167
CC Risk 1,3/16/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:15,2,2,0,0,0,0,2356,39
CC Risk 1,3/16/2022 12:15,1,1,0,0,0,0,588,0
CC Risk 1,3/16/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:15,7,7,0,0,4,622,15097,2113
CC Risk 1,3/16/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:15,3,3,0,0,1,109,2541,147
CC Risk 1,3/16/2022 12:15,32,32,0,0,4,445,21670,3325
CC Risk 1,3/16/2022 12:15,4,4,0,0,0,0,2068,109
CC Risk 1,3/16/2022 12:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:15,1,1,0,0,1,191,342,0
CC Risk 1,3/16/2022 12:15,1,1,0,0,1,50,142,0
CC Risk 1,3/16/2022 12:30,1,1,0,0,0,35,410,251
CC Risk 1,3/16/2022 12:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:30,0,0,0,0,0,45,900,0
CC Risk 1,3/16/2022 12:30,32,32,0,0,2,222,18889,1547
CC Risk 1,3/16/2022 12:30,1,1,0,0,1,131,2221,177
CC Risk 1,3/16/2022 12:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:30,2,2,0,0,0,0,295,0
CC Risk 1,3/16/2022 12:30,4,4,0,0,0,0,3603,250
CC Risk 1,3/16/2022 12:30,15,15,0,0,5,1132,12335,2389
CC Risk 1,3/16/2022 12:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:30,0,0,0,0,0,0,531,46
CC Risk 1,3/16/2022 12:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:30,0,0,0,0,0,0,357,81
CC Risk 1,3/16/2022 12:30,1,1,0,0,0,0,214,0
CC Risk 1,3/16/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:45,0,0,0,0,0,0,75,202
CC Risk 1,3/16/2022 12:45,1,1,0,0,0,0,656,0
CC Risk 1,3/16/2022 12:45,22,21,1,0,5,1966,15551,2374
CC Risk 1,3/16/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:45,0,0,0,0,1,175,1394,103
CC Risk 1,3/16/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:45,5,5,0,0,1,466,5107,234
CC Risk 1,3/16/2022 12:45,10,10,0,0,2,843,17900,1066
CC Risk 1,3/16/2022 12:45,2,2,0,0,1,147,584,77
CC Risk 1,3/16/2022 12:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 12:45,0,0,0,0,0,0,673,30
CC Risk 1,3/16/2022 12:45,1,1,0,0,0,0,400,0
CC Risk 1,3/16/2022 13:00,1,1,0,0,0,0,417,60
CC Risk 1,3/16/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:00,24,24,0,0,3,138,13399,1714
CC Risk 1,3/16/2022 13:00,4,4,0,0,0,0,1611,0
CC Risk 1,3/16/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:00,3,3,0,0,1,46,792,368
CC Risk 1,3/16/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:00,5,5,0,0,0,126,7159,90
CC Risk 1,3/16/2022 13:00,13,13,0,0,6,785,18726,2285
CC Risk 1,3/16/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:00,1,1,0,0,0,0,1304,6
CC Risk 1,3/16/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:00,5,5,0,0,0,0,1615,116
CC Risk 1,3/16/2022 13:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:15,2,2,0,0,1,143,1715,34
CC Risk 1,3/16/2022 13:15,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 13:15,16,16,0,0,3,613,12033,1699
CC Risk 1,3/16/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:15,1,1,0,0,1,282,846,42
CC Risk 1,3/16/2022 13:15,7,7,0,0,0,211,7293,1352
CC Risk 1,3/16/2022 13:15,22,22,0,0,3,1028,16268,1183
CC Risk 1,3/16/2022 13:15,1,1,0,0,0,0,3902,181
CC Risk 1,3/16/2022 13:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:30,2,2,0,0,0,0,454,40
CC Risk 1,3/16/2022 13:30,18,17,1,0,3,443,12710,1387
CC Risk 1,3/16/2022 13:30,0,0,0,0,1,176,758,41
CC Risk 1,3/16/2022 13:30,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 13:30,5,5,0,0,1,262,4395,338
CC Risk 1,3/16/2022 13:30,13,13,0,0,6,599,15658,1184
CC Risk 1,3/16/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:30,0,0,0,0,0,0,844,6
CC Risk 1,3/16/2022 13:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:30,3,3,0,0,1,86,1423,296
CC Risk 1,3/16/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:45,5,5,0,0,0,0,796,393
CC Risk 1,3/16/2022 13:45,1,1,0,0,0,0,416,6
CC Risk 1,3/16/2022 13:45,1,1,0,0,0,0,835,0
CC Risk 1,3/16/2022 13:45,23,22,1,0,3,402,17429,2266
CC Risk 1,3/16/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:45,2,2,0,0,0,0,566,0
CC Risk 1,3/16/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:45,2,2,0,0,0,0,1175,209
CC Risk 1,3/16/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:45,1,1,0,0,1,260,3590,376
CC Risk 1,3/16/2022 13:45,22,22,0,0,1,840,14713,1425
CC Risk 1,3/16/2022 13:45,4,4,0,0,0,0,979,287
CC Risk 1,3/16/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 13:45,2,2,0,0,1,34,1217,4
CC Risk 1,3/16/2022 13:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,1230,31
CC Risk 1,3/16/2022 14:00,23,23,0,0,5,291,13517,2254
CC Risk 1,3/16/2022 14:00,1,1,0,0,1,52,1750,10
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,8,10
CC Risk 1,3/16/2022 14:00,2,2,0,0,2,88,1635,257
CC Risk 1,3/16/2022 14:00,9,9,0,0,4,676,14926,1556
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,1014,103
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,38,6
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:00,7,6,0,0,1,36,2868,22
CC Risk 1,3/16/2022 14:00,0,0,0,0,0,0,0,161
CC Risk 1,3/16/2022 14:15,0,1,0,0,2,174,1990,427
CC Risk 1,3/16/2022 14:15,17,17,0,0,1,307,12881,1156
CC Risk 1,3/16/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:15,1,1,0,0,0,0,433,0
CC Risk 1,3/16/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:15,1,1,0,0,1,7,240,43
CC Risk 1,3/16/2022 14:15,11,11,0,0,0,80,3968,198
CC Risk 1,3/16/2022 14:15,36,36,0,0,7,973,16056,2363
CC Risk 1,3/16/2022 14:15,1,1,0,0,0,0,17,0
CC Risk 1,3/16/2022 14:15,1,1,0,0,0,283,1566,12
CC Risk 1,3/16/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:15,0,0,0,0,0,0,382,18
CC Risk 1,3/16/2022 14:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:30,1,1,0,0,1,1,310,7
CC Risk 1,3/16/2022 14:30,1,1,0,0,0,0,2,94
CC Risk 1,3/16/2022 14:30,17,17,0,0,6,2008,18345,1568
CC Risk 1,3/16/2022 14:30,3,3,0,0,0,0,1721,425
CC Risk 1,3/16/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:30,1,1,0,0,0,0,140,48
CC Risk 1,3/16/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:30,3,3,0,0,0,0,5426,308
CC Risk 1,3/16/2022 14:30,13,13,0,0,4,809,15094,1863
CC Risk 1,3/16/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:30,0,0,0,0,0,0,162,55
CC Risk 1,3/16/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:30,4,4,0,0,1,104,1649,261
CC Risk 1,3/16/2022 14:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:30,1,1,0,0,0,0,140,0
CC Risk 1,3/16/2022 14:45,2,2,0,0,1,169,1714,62
CC Risk 1,3/16/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:45,2,2,0,0,1,127,2323,321
CC Risk 1,3/16/2022 14:45,1,1,0,0,0,0,305,0
CC Risk 1,3/16/2022 14:45,12,12,0,0,2,803,12748,2583
CC Risk 1,3/16/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:45,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 14:45,6,6,0,0,1,93,4204,341
CC Risk 1,3/16/2022 14:45,28,28,0,0,4,598,21750,1915
CC Risk 1,3/16/2022 14:45,6,6,0,0,0,0,3823,207
CC Risk 1,3/16/2022 14:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:00,1,1,0,0,0,0,475,0
CC Risk 1,3/16/2022 15:00,26,25,0,0,3,325,20044,1936
CC Risk 1,3/16/2022 15:00,4,4,0,0,0,0,3362,210
CC Risk 1,3/16/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:00,0,0,0,0,0,0,112,34
CC Risk 1,3/16/2022 15:00,5,5,0,0,0,0,4845,230
CC Risk 1,3/16/2022 15:00,15,15,0,0,4,564,9227,2891
CC Risk 1,3/16/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:00,1,1,0,0,0,0,171,77
CC Risk 1,3/16/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:00,4,4,0,0,1,97,1863,354
CC Risk 1,3/16/2022 15:00,1,1,0,0,1,5,139,0
CC Risk 1,3/16/2022 15:00,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 15:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:15,0,0,0,0,1,161,900,0
CC Risk 1,3/16/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:15,4,4,0,0,2,650,1263,85
CC Risk 1,3/16/2022 15:15,0,0,0,0,0,0,789,71
CC Risk 1,3/16/2022 15:15,12,12,0,0,4,978,13213,1285
CC Risk 1,3/16/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:15,1,1,0,0,0,0,707,3
CC Risk 1,3/16/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:15,9,9,0,0,1,92,4514,582
CC Risk 1,3/16/2022 15:15,34,35,0,0,4,887,19812,1347
CC Risk 1,3/16/2022 15:15,1,1,0,0,0,0,354,0
CC Risk 1,3/16/2022 15:15,2,2,0,0,1,72,2140,214
CC Risk 1,3/16/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:15,0,0,0,0,0,0,652,67
CC Risk 1,3/16/2022 15:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:30,1,1,0,0,0,0,633,0
CC Risk 1,3/16/2022 15:30,30,30,0,0,2,564,20591,2425
CC Risk 1,3/16/2022 15:30,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 15:30,3,3,0,0,0,0,1585,242
CC Risk 1,3/16/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:30,1,1,0,0,0,0,395,0
CC Risk 1,3/16/2022 15:30,8,8,0,0,0,0,7435,98
CC Risk 1,3/16/2022 15:30,14,14,0,0,5,1054,13713,1944
CC Risk 1,3/16/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:30,0,0,0,0,0,0,49,6
CC Risk 1,3/16/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:30,5,5,0,0,3,416,4205,282
CC Risk 1,3/16/2022 15:30,0,0,0,0,0,187,421,6
CC Risk 1,3/16/2022 15:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:45,2,2,0,0,0,0,843,0
CC Risk 1,3/16/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:45,3,3,0,0,0,0,3107,307
CC Risk 1,3/16/2022 15:45,1,1,0,0,0,0,106,255
CC Risk 1,3/16/2022 15:45,1,1,0,0,1,202,381,0
CC Risk 1,3/16/2022 15:45,14,14,0,0,6,816,14319,2285
CC Risk 1,3/16/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:45,1,1,0,0,0,0,20,91
CC Risk 1,3/16/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:45,1,1,0,0,0,0,1001,36
CC Risk 1,3/16/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:45,6,6,0,0,2,337,9048,134
CC Risk 1,3/16/2022 15:45,33,33,0,0,5,863,22023,2005
CC Risk 1,3/16/2022 15:45,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 15:45,2,2,0,0,0,0,604,54
CC Risk 1,3/16/2022 15:45,1,1,0,0,0,0,585,44
CC Risk 1,3/16/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 15:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,0,57
CC Risk 1,3/16/2022 16:00,27,27,0,0,5,830,26633,1171
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 16:00,0,0,0,0,1,169,1801,0
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:00,1,1,0,0,0,0,773,38
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:00,3,3,0,0,0,0,8952,1108
CC Risk 1,3/16/2022 16:00,15,15,0,0,5,587,13359,2469
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:00,1,1,0,0,0,0,892,0
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:00,1,1,0,0,0,0,2169,130
CC Risk 1,3/16/2022 16:00,0,0,0,0,0,0,112,2
CC Risk 1,3/16/2022 16:00,2,2,0,0,0,0,2038,248
CC Risk 1,3/16/2022 16:15,1,1,0,0,0,0,2269,6
CC Risk 1,3/16/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:15,2,2,0,0,0,0,2983,211
CC Risk 1,3/16/2022 16:15,10,10,0,0,4,1139,12172,1702
CC Risk 1,3/16/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:15,1,1,0,0,1,105,755,75
CC Risk 1,3/16/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:15,2,2,0,0,0,0,1416,189
CC Risk 1,3/16/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:15,4,4,0,0,0,0,9225,283
CC Risk 1,3/16/2022 16:15,16,16,0,0,0,123,19579,2173
CC Risk 1,3/16/2022 16:15,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 16:15,4,4,0,0,1,167,3140,136
CC Risk 1,3/16/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:30,1,1,0,0,1,3,20,42
CC Risk 1,3/16/2022 16:30,1,1,0,0,0,0,84,0
CC Risk 1,3/16/2022 16:30,23,22,1,0,9,1031,18060,1796
CC Risk 1,3/16/2022 16:30,0,0,0,0,0,0,653,145
CC Risk 1,3/16/2022 16:30,1,1,0,0,0,253,2719,109
CC Risk 1,3/16/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:30,2,2,0,0,1,104,2107,7
CC Risk 1,3/16/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:30,8,8,0,0,1,317,4306,679
CC Risk 1,3/16/2022 16:30,14,14,0,0,2,1420,13072,1705
CC Risk 1,3/16/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:30,0,0,0,0,0,0,762,94
CC Risk 1,3/16/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:30,2,2,0,0,0,0,2685,122
CC Risk 1,3/16/2022 16:30,1,1,0,0,1,56,1954,2
CC Risk 1,3/16/2022 16:45,0,0,0,0,1,16,633,35
CC Risk 1,3/16/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:45,2,2,0,0,1,63,2568,401
CC Risk 1,3/16/2022 16:45,3,3,0,0,0,381,7034,2327
CC Risk 1,3/16/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:45,0,0,0,0,0,0,0,4
CC Risk 1,3/16/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 16:45,0,0,0,0,0,132,2075,221
CC Risk 1,3/16/2022 16:45,2,2,0,0,0,0,3111,179
CC Risk 1,3/16/2022 16:45,20,20,0,0,3,407,17333,1416
CC Risk 1,3/16/2022 16:45,1,1,0,0,0,0,599,443
CC Risk 1,3/16/2022 16:45,1,1,0,0,0,0,234,6
CC Risk 1,3/16/2022 16:45,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 16:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:00,0,0,0,0,0,0,789,62
CC Risk 1,3/16/2022 17:00,22,21,0,0,3,952,18100,828
CC Risk 1,3/16/2022 17:00,4,4,0,0,2,159,1970,298
CC Risk 1,3/16/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:00,0,0,0,0,0,0,49,6
CC Risk 1,3/16/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:00,0,0,0,0,0,0,2017,152
CC Risk 1,3/16/2022 17:00,8,8,0,0,3,260,4791,1158
CC Risk 1,3/16/2022 17:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:00,4,4,0,0,0,0,1730,163
CC Risk 1,3/16/2022 17:00,4,4,0,0,0,0,1944,0
CC Risk 1,3/16/2022 17:15,0,0,0,0,1,203,2429,206
CC Risk 1,3/16/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:15,6,6,0,0,2,335,4481,236
CC Risk 1,3/16/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:15,12,12,0,0,2,282,7283,479
CC Risk 1,3/16/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:15,1,1,0,0,0,0,665,10
CC Risk 1,3/16/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:15,1,1,0,0,0,0,258,107
CC Risk 1,3/16/2022 17:15,1,1,0,0,0,0,206,108
CC Risk 1,3/16/2022 17:15,18,19,0,0,1,209,13082,1735
CC Risk 1,3/16/2022 17:15,0,0,0,0,0,0,515,70
CC Risk 1,3/16/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:15,1,1,0,0,0,0,770,0
CC Risk 1,3/16/2022 17:15,1,1,0,0,0,0,324,6
CC Risk 1,3/16/2022 17:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:15,1,1,0,0,0,0,81,55
CC Risk 1,3/16/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:30,2,2,0,0,1,94,246,89
CC Risk 1,3/16/2022 17:30,0,0,0,0,0,0,175,2
CC Risk 1,3/16/2022 17:30,21,21,0,0,3,590,13268,1683
CC Risk 1,3/16/2022 17:30,3,3,0,0,0,0,425,110
CC Risk 1,3/16/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:30,1,1,0,0,0,0,169,0
CC Risk 1,3/16/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:30,2,2,0,0,0,0,1211,0
CC Risk 1,3/16/2022 17:30,11,11,0,0,5,726,9421,1133
CC Risk 1,3/16/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:30,0,0,0,0,0,0,0,67
CC Risk 1,3/16/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:30,2,2,0,0,1,194,4267,473
CC Risk 1,3/16/2022 17:30,3,3,0,0,0,36,3195,34
CC Risk 1,3/16/2022 17:45,1,1,0,0,0,0,2451,80
CC Risk 1,3/16/2022 17:45,0,0,0,0,1,1,1230,32
CC Risk 1,3/16/2022 17:45,16,16,0,0,0,49,10003,1512
CC Risk 1,3/16/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:45,0,0,0,0,0,0,726,9
CC Risk 1,3/16/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:45,0,0,0,0,0,0,1590,6
CC Risk 1,3/16/2022 17:45,15,15,0,0,0,0,10055,1198
CC Risk 1,3/16/2022 17:45,0,0,0,0,0,0,1800,0
CC Risk 1,3/16/2022 17:45,1,1,0,0,0,0,71,6
CC Risk 1,3/16/2022 17:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 17:45,1,1,0,0,1,90,930,118
CC Risk 1,3/16/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:00,0,0,0,0,0,0,900,0
CC Risk 1,3/16/2022 18:00,1,1,0,0,0,0,22,315
CC Risk 1,3/16/2022 18:00,20,20,0,0,0,0,11053,1047
CC Risk 1,3/16/2022 18:00,0,0,0,0,0,0,557,101
CC Risk 1,3/16/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:00,2,2,0,0,0,0,662,0
CC Risk 1,3/16/2022 18:00,5,5,0,0,0,0,1779,230
CC Risk 1,3/16/2022 18:00,10,10,0,0,1,816,9439,1462
CC Risk 1,3/16/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:00,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:00,1,1,0,0,0,0,557,0
CC Risk 1,3/16/2022 18:00,0,0,0,0,1,13,971,98
CC Risk 1,3/16/2022 18:15,2,2,0,0,1,70,661,234
CC Risk 1,3/16/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:15,0,0,0,0,0,0,900,6
CC Risk 1,3/16/2022 18:15,13,8,1,0,1,299,9234,272
CC Risk 1,3/16/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:15,2,2,0,0,0,0,1275,181
CC Risk 1,3/16/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:15,1,1,0,0,0,0,2552,110
CC Risk 1,3/16/2022 18:15,14,14,0,0,4,444,9571,1180
CC Risk 1,3/16/2022 18:15,3,2,1,0,0,0,130,100
CC Risk 1,3/16/2022 18:15,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:15,0,0,0,0,0,0,335,0
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:30,2,2,0,0,1,162,729,6
CC Risk 1,3/16/2022 18:30,1,0,1,0,0,0,0,136
CC Risk 1,3/16/2022 18:30,1,1,0,0,0,0,770,31
CC Risk 1,3/16/2022 18:30,11,11,0,0,1,109,8859,752
CC Risk 1,3/16/2022 18:30,2,2,0,0,1,70,847,150
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,900,29
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,1756,6
CC Risk 1,3/16/2022 18:30,13,7,0,0,3,686,7325,570
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,173,0
CC Risk 1,3/16/2022 18:30,1,1,0,0,1,129,1596,0
CC Risk 1,3/16/2022 18:30,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:45,0,0,0,0,0,0,1800,0
CC Risk 1,3/16/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:45,3,8,2,0,0,54,6839,642
CC Risk 1,3/16/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:45,1,1,0,0,0,0,35,0
CC Risk 1,3/16/2022 18:45,0,0,0,0,0,0,0,0
CC Risk 1,3/16/2022 18:45,1,1,0,0,0,0,1038,6
CC Risk 1,3/16/2022 18:45,3,3,0,0,0,0,1761,6
CC Risk 1,3/16/2022 18:45,16,16,0,0,4,706,10237,1122
