Date,StatusKey,Code,StatusKey
2022-10-19,tc issues,ATL Ops Sup 5,10
2022-10-19,tc issues,ATL Ops Sup 6,24
2022-10-19,tc issues,ATL Ops Sup 7,21
2022-10-20,acw,ATL Ops Sup 5,210
2022-10-20,acw,ATL Ops Sup 6,243
2022-10-20,acw,ATL Ops Sup 7,297
2022-10-20,at a training session,ATL Ops Sup 5,2
2022-10-20,at a training session,ATL Ops Sup 6,3
2022-10-20,at a training session,ATL Ops Sup 7,7
2022-10-20,at lunch,ATL Ops Sup 5,21
2022-10-20,at lunch,ATL Ops Sup 6,11
2022-10-20,at lunch,ATL Ops Sup 7,23
2022-10-20,escalation wait,ATL Ops Sup 5,17
2022-10-20,escalation wait,ATL Ops Sup 6,27
2022-10-20,escalation wait,ATL Ops Sup 7,17
2022-10-20,follow up,ATL Ops Sup 5,152
2022-10-20,follow up,ATL Ops Sup 6,154
2022-10-20,follow up,ATL Ops Sup 7,205
2022-10-20,in a meeting,ATL Ops Sup 5,1
2022-10-20,in a meeting,ATL Ops Sup 6,1
2022-10-20,on call,ATL Ops Sup 5,251
2022-10-20,on call,ATL Ops Sup 6,228
2022-10-20,on call,ATL Ops Sup 7,307
2022-10-20,personal break,ATL Ops Sup 5,7
2022-10-20,personal break,ATL Ops Sup 6,7
2022-10-20,personal break,ATL Ops Sup 7,16
2022-10-20,scheduled break,ATL Ops Sup 5,30
2022-10-20,scheduled break,ATL Ops Sup 6,25
2022-10-20,scheduled break,ATL Ops Sup 7,42
2022-10-20,special assignment,ATL Ops Sup 5,9
2022-10-20,special assignment,ATL Ops Sup 6,1
2022-10-20,special assignment,ATL Ops Sup 7,1
2022-10-20,system issues,ATL Ops Sup 5,4
2022-10-20,system issues,ATL Ops Sup 7,4
2022-10-20,tc issues,ATL Ops Sup 5,22
2022-10-20,tc issues,ATL Ops Sup 6,9
2022-10-20,tc issues,ATL Ops Sup 7,17
2022-10-21,acw,ATL Ops Sup 5,184
2022-10-21,acw,ATL Ops Sup 6,216
2022-10-21,acw,ATL Ops Sup 7,248
2022-10-21,at a training session,ATL Ops Sup 5,2
2022-10-21,at a training session,ATL Ops Sup 6,2
2022-10-21,at lunch,ATL Ops Sup 5,18
2022-10-21,at lunch,ATL Ops Sup 6,12
2022-10-21,at lunch,ATL Ops Sup 7,20
2022-10-21,coaching,ATL Ops Sup 6,1
2022-10-21,escalation wait,ATL Ops Sup 5,14
2022-10-21,escalation wait,ATL Ops Sup 6,5
2022-10-21,escalation wait,ATL Ops Sup 7,8
2022-10-21,follow up,ATL Ops Sup 5,153
2022-10-21,follow up,ATL Ops Sup 6,154
2022-10-21,follow up,ATL Ops Sup 7,180
2022-10-21,in a meeting,ATL Ops Sup 6,2
2022-10-21,in a meeting,ATL Ops Sup 7,1
2022-10-21,on call,ATL Ops Sup 5,231
2022-10-21,on call,ATL Ops Sup 6,217
2022-10-21,on call,ATL Ops Sup 7,270
2022-10-21,personal break,ATL Ops Sup 5,4
2022-10-21,personal break,ATL Ops Sup 6,2
2022-10-21,personal break,ATL Ops Sup 7,13
2022-10-21,scheduled break,ATL Ops Sup 5,30
2022-10-21,scheduled break,ATL Ops Sup 6,22
2022-10-21,scheduled break,ATL Ops Sup 7,39
2022-10-21,special assignment,ATL Ops Sup 5,12
2022-10-21,special assignment,ATL Ops Sup 6,1
2022-10-21,tc issues,ATL Ops Sup 5,10
2022-10-21,tc issues,ATL Ops Sup 6,8
2022-10-21,tc issues,ATL Ops Sup 7,21
2022-10-22,acw,ATL Ops Sup 5,90
2022-10-22,acw,ATL Ops Sup 6,48
2022-10-22,acw,ATL Ops Sup 7,92
2022-10-22,at a training session,ATL Ops Sup 5,4
2022-10-22,at a training session,ATL Ops Sup 7,4
2022-10-22,at lunch,ATL Ops Sup 5,11
2022-10-22,at lunch,ATL Ops Sup 6,6
2022-10-22,at lunch,ATL Ops Sup 7,7
2022-10-22,coaching,ATL Ops Sup 7,1
2022-10-22,escalation wait,ATL Ops Sup 5,8
2022-10-22,escalation wait,ATL Ops Sup 7,8
2022-10-22,follow up,ATL Ops Sup 5,86
2022-10-22,follow up,ATL Ops Sup 6,27
2022-10-22,follow up,ATL Ops Sup 7,77
2022-10-22,on call,ATL Ops Sup 5,115
2022-10-22,on call,ATL Ops Sup 6,55
2022-10-22,on call,ATL Ops Sup 7,111
2022-10-22,personal break,ATL Ops Sup 5,4
2022-10-22,personal break,ATL Ops Sup 6,9
2022-10-22,personal break,ATL Ops Sup 7,3
2022-10-22,scheduled break,ATL Ops Sup 5,18
2022-10-22,scheduled break,ATL Ops Sup 6,8
2022-10-22,scheduled break,ATL Ops Sup 7,16
2022-10-22,special assignment,ATL Ops Sup 5,7
2022-10-22,special assignment,ATL Ops Sup 6,1
2022-10-22,tc issues,ATL Ops Sup 5,5
2022-10-22,tc issues,ATL Ops Sup 6,2
2022-10-22,tc issues,ATL Ops Sup 7,6
2022-10-23,acw,ATL Ops Sup 5,45
2022-10-23,acw,ATL Ops Sup 6,27
2022-10-23,acw,ATL Ops Sup 7,58
2022-10-23,at lunch,ATL Ops Sup 5,10
2022-10-23,at lunch,ATL Ops Sup 6,3
2022-10-23,at lunch,ATL Ops Sup 7,6
2022-10-23,escalation wait,ATL Ops Sup 5,2
2022-10-23,escalation wait,ATL Ops Sup 6,3
2022-10-23,escalation wait,ATL Ops Sup 7,1
2022-10-23,follow up,ATL Ops Sup 5,64
2022-10-23,follow up,ATL Ops Sup 6,15
2022-10-23,follow up,ATL Ops Sup 7,50
2022-10-23,on call,ATL Ops Sup 5,72
2022-10-23,on call,ATL Ops Sup 6,26
2022-10-23,on call,ATL Ops Sup 7,64
2022-10-23,personal break,ATL Ops Sup 5,1
2022-10-23,personal break,ATL Ops Sup 6,1
2022-10-23,personal break,ATL Ops Sup 7,5
2022-10-23,scheduled break,ATL Ops Sup 5,13
2022-10-23,scheduled break,ATL Ops Sup 6,9
2022-10-23,scheduled break,ATL Ops Sup 7,10
2022-10-23,tc issues,ATL Ops Sup 5,11
2022-10-23,tc issues,ATL Ops Sup 6,4
2022-10-23,tc issues,ATL Ops Sup 7,4
2022-10-24,acw,ATL Ops Sup 5,204
2022-10-24,acw,ATL Ops Sup 6,282
2022-10-24,acw,ATL Ops Sup 7,239
2022-10-24,at a training session,ATL Ops Sup 5,2
2022-10-24,at a training session,ATL Ops Sup 6,2
2022-10-24,at lunch,ATL Ops Sup 5,11
2022-10-24,at lunch,ATL Ops Sup 6,13
2022-10-24,at lunch,ATL Ops Sup 7,13
2022-10-24,coaching,ATL Ops Sup 6,1
2022-10-24,escalation wait,ATL Ops Sup 5,12
2022-10-24,escalation wait,ATL Ops Sup 6,33
2022-10-24,escalation wait,ATL Ops Sup 7,8
2022-10-24,follow up,ATL Ops Sup 5,172
2022-10-24,follow up,ATL Ops Sup 6,210
2022-10-24,follow up,ATL Ops Sup 7,135
2022-10-24,in a meeting,ATL Ops Sup 5,2
2022-10-24,in a meeting,ATL Ops Sup 7,1
2022-10-24,on call,ATL Ops Sup 5,234
2022-10-24,on call,ATL Ops Sup 6,283
2022-10-24,on call,ATL Ops Sup 7,238
2022-10-24,personal break,ATL Ops Sup 5,8
2022-10-24,personal break,ATL Ops Sup 6,12
2022-10-24,personal break,ATL Ops Sup 7,8
2022-10-24,scheduled break,ATL Ops Sup 5,29
2022-10-24,scheduled break,ATL Ops Sup 6,28
2022-10-24,scheduled break,ATL Ops Sup 7,26
2022-10-24,special assignment,ATL Ops Sup 5,9
2022-10-24,special assignment,ATL Ops Sup 6,2
2022-10-24,system issues,ATL Ops Sup 5,1
2022-10-24,system issues,ATL Ops Sup 6,4
2022-10-24,system issues,ATL Ops Sup 7,1
2022-10-24,tc issues,ATL Ops Sup 5,17
2022-10-24,tc issues,ATL Ops Sup 6,12
2022-10-24,tc issues,ATL Ops Sup 7,12
2022-10-25,acw,ATL Ops Sup 5,184
2022-10-25,acw,ATL Ops Sup 6,297
2022-10-25,acw,ATL Ops Sup 7,262
2022-10-25,at a training session,ATL Ops Sup 5,2
2022-10-25,at a training session,ATL Ops Sup 6,2
2022-10-25,at a training session,ATL Ops Sup 7,2
2022-10-25,at lunch,ATL Ops Sup 5,13
2022-10-25,at lunch,ATL Ops Sup 6,15
2022-10-25,at lunch,ATL Ops Sup 7,17
2022-10-25,escalation wait,ATL Ops Sup 5,12
2022-10-25,escalation wait,ATL Ops Sup 6,25
2022-10-25,escalation wait,ATL Ops Sup 7,10
2022-10-25,follow up,ATL Ops Sup 5,160
2022-10-25,follow up,ATL Ops Sup 6,203
2022-10-25,follow up,ATL Ops Sup 7,180
2022-10-25,in a meeting,ATL Ops Sup 5,2
2022-10-25,in a meeting,ATL Ops Sup 6,2
2022-10-25,in a meeting,ATL Ops Sup 7,1
2022-10-25,on call,ATL Ops Sup 5,216
2022-10-25,on call,ATL Ops Sup 6,282
2022-10-25,on call,ATL Ops Sup 7,270
2022-10-25,personal break,ATL Ops Sup 5,6
2022-10-25,personal break,ATL Ops Sup 6,13
2022-10-25,personal break,ATL Ops Sup 7,8
2022-10-25,scheduled break,ATL Ops Sup 5,30
2022-10-25,scheduled break,ATL Ops Sup 6,28
2022-10-25,scheduled break,ATL Ops Sup 7,36
2022-10-25,special assignment,ATL Ops Sup 5,1
2022-10-25,special assignment,ATL Ops Sup 6,2
2022-10-25,special assignment,ATL Ops Sup 7,1
2022-10-25,system issues,ATL Ops Sup 5,1
2022-10-25,system issues,ATL Ops Sup 7,2
2022-10-25,tc issues,ATL Ops Sup 5,9
2022-10-25,tc issues,ATL Ops Sup 6,5
2022-10-25,tc issues,ATL Ops Sup 7,5
2022-10-26,acw,ATL Ops Sup 5,269
2022-10-26,acw,ATL Ops Sup 6,218
2022-10-26,acw,ATL Ops Sup 7,207
2022-10-26,at a training session,ATL Ops Sup 5,2
2022-10-26,at a training session,ATL Ops Sup 6,2
2022-10-26,at lunch,ATL Ops Sup 5,19
2022-10-26,at lunch,ATL Ops Sup 6,14
2022-10-26,at lunch,ATL Ops Sup 7,16
2022-10-26,escalation wait,ATL Ops Sup 5,15
2022-10-26,escalation wait,ATL Ops Sup 6,9
2022-10-26,escalation wait,ATL Ops Sup 7,19
2022-10-26,follow up,ATL Ops Sup 5,209
2022-10-26,follow up,ATL Ops Sup 6,143
2022-10-26,follow up,ATL Ops Sup 7,162
2022-10-26,in a meeting,ATL Ops Sup 7,1
2022-10-26,on call,ATL Ops Sup 5,293
2022-10-26,on call,ATL Ops Sup 6,210
2022-10-26,on call,ATL Ops Sup 7,239
2022-10-26,personal break,ATL Ops Sup 5,8
2022-10-26,personal break,ATL Ops Sup 6,9
2022-10-26,personal break,ATL Ops Sup 7,13
2022-10-26,scheduled break,ATL Ops Sup 5,36
2022-10-26,scheduled break,ATL Ops Sup 6,25
2022-10-26,scheduled break,ATL Ops Sup 7,28
2022-10-26,special assignment,ATL Ops Sup 5,8
2022-10-26,special assignment,ATL Ops Sup 6,1
2022-10-26,tc issues,ATL Ops Sup 5,16
2022-10-26,tc issues,ATL Ops Sup 7,20
2022-10-27,acw,ATL Ops Sup 5,254
2022-10-27,acw,ATL Ops Sup 6,227
2022-10-27,acw,ATL Ops Sup 7,272
2022-10-27,at a training session,ATL Ops Sup 5,1
2022-10-27,at a training session,ATL Ops Sup 6,1
2022-10-27,at a training session,ATL Ops Sup 7,3
2022-10-27,at lunch,ATL Ops Sup 5,22
2022-10-27,at lunch,ATL Ops Sup 6,14
2022-10-27,at lunch,ATL Ops Sup 7,19
2022-10-27,escalation wait,ATL Ops Sup 5,21
2022-10-27,escalation wait,ATL Ops Sup 6,7
2022-10-27,escalation wait,ATL Ops Sup 7,16
2022-10-27,follow up,ATL Ops Sup 5,215
2022-10-27,follow up,ATL Ops Sup 6,153
2022-10-27,follow up,ATL Ops Sup 7,204
2022-10-27,in a meeting,ATL Ops Sup 7,1
2022-10-27,on call,ATL Ops Sup 5,284
2022-10-27,on call,ATL Ops Sup 6,224
2022-10-27,on call,ATL Ops Sup 7,294
2022-10-27,personal break,ATL Ops Sup 5,5
2022-10-27,personal break,ATL Ops Sup 6,5
2022-10-27,personal break,ATL Ops Sup 7,14
2022-10-27,scheduled break,ATL Ops Sup 5,37
2022-10-27,scheduled break,ATL Ops Sup 6,22
2022-10-27,scheduled break,ATL Ops Sup 7,36
2022-10-27,special assignment,ATL Ops Sup 5,11
2022-10-27,tc issues,ATL Ops Sup 5,10
2022-10-27,tc issues,ATL Ops Sup 6,8
2022-10-27,tc issues,ATL Ops Sup 7,10
2022-10-28,acw,ATL Ops Sup 5,238
2022-10-28,acw,ATL Ops Sup 6,230
2022-10-28,acw,ATL Ops Sup 7,264
2022-10-28,at a training session,ATL Ops Sup 7,2
2022-10-28,at lunch,ATL Ops Sup 5,15
2022-10-28,at lunch,ATL Ops Sup 6,11
2022-10-28,at lunch,ATL Ops Sup 7,16
2022-10-28,escalation wait,ATL Ops Sup 5,19
2022-10-28,escalation wait,ATL Ops Sup 6,10
2022-10-28,escalation wait,ATL Ops Sup 7,26
2022-10-28,follow up,ATL Ops Sup 5,183
2022-10-28,follow up,ATL Ops Sup 6,154
2022-10-28,follow up,ATL Ops Sup 7,223
2022-10-28,in a meeting,ATL Ops Sup 5,1
2022-10-28,in a meeting,ATL Ops Sup 7,1
2022-10-28,on call,ATL Ops Sup 5,273
2022-10-28,on call,ATL Ops Sup 6,218
2022-10-28,on call,ATL Ops Sup 7,305
2022-10-28,personal break,ATL Ops Sup 5,10
2022-10-28,personal break,ATL Ops Sup 6,5
2022-10-28,personal break,ATL Ops Sup 7,14
2022-10-28,scheduled break,ATL Ops Sup 5,27
2022-10-28,scheduled break,ATL Ops Sup 6,21
2022-10-28,scheduled break,ATL Ops Sup 7,37
2022-10-28,special assignment,ATL Ops Sup 5,12
2022-10-28,special assignment,ATL Ops Sup 6,1
2022-10-28,special assignment,ATL Ops Sup 7,1
2022-10-28,system issues,ATL Ops Sup 5,1
2022-10-28,tc issues,ATL Ops Sup 5,10
2022-10-28,tc issues,ATL Ops Sup 6,9
2022-10-28,tc issues,ATL Ops Sup 7,6
2022-10-29,acw,ATL Ops Sup 5,91
2022-10-29,acw,ATL Ops Sup 6,56
2022-10-29,acw,ATL Ops Sup 7,95
2022-10-29,at lunch,ATL Ops Sup 5,12
2022-10-29,at lunch,ATL Ops Sup 6,3
2022-10-29,at lunch,ATL Ops Sup 7,9
2022-10-29,escalation wait,ATL Ops Sup 5,7
2022-10-29,escalation wait,ATL Ops Sup 6,1
2022-10-29,escalation wait,ATL Ops Sup 7,4
2022-10-29,follow up,ATL Ops Sup 5,83
2022-10-29,follow up,ATL Ops Sup 6,38
2022-10-29,follow up,ATL Ops Sup 7,96
2022-10-29,on call,ATL Ops Sup 5,124
2022-10-29,on call,ATL Ops Sup 6,67
2022-10-29,on call,ATL Ops Sup 7,146
2022-10-29,personal break,ATL Ops Sup 5,2
2022-10-29,personal break,ATL Ops Sup 6,4
2022-10-29,personal break,ATL Ops Sup 7,8
2022-10-29,scheduled break,ATL Ops Sup 5,13
2022-10-29,scheduled break,ATL Ops Sup 6,6
2022-10-29,scheduled break,ATL Ops Sup 7,16
2022-10-29,special assignment,ATL Ops Sup 5,3
2022-10-29,tc issues,ATL Ops Sup 5,45
2022-10-29,tc issues,ATL Ops Sup 6,3
2022-10-30,acw,ATL Ops Sup 5,47
2022-10-30,acw,ATL Ops Sup 6,53
2022-10-30,acw,ATL Ops Sup 7,49
2022-10-30,at lunch,ATL Ops Sup 5,10
2022-10-30,at lunch,ATL Ops Sup 6,3
2022-10-30,at lunch,ATL Ops Sup 7,4
2022-10-30,escalation wait,ATL Ops Sup 5,1
2022-10-30,escalation wait,ATL Ops Sup 6,1
2022-10-30,escalation wait,ATL Ops Sup 7,2
2022-10-30,follow up,ATL Ops Sup 5,55
2022-10-30,follow up,ATL Ops Sup 6,46
2022-10-30,follow up,ATL Ops Sup 7,56
2022-10-30,on call,ATL Ops Sup 5,64
2022-10-30,on call,ATL Ops Sup 6,53
2022-10-30,on call,ATL Ops Sup 7,73
2022-10-30,personal break,ATL Ops Sup 5,1
2022-10-30,personal break,ATL Ops Sup 7,2
2022-10-30,scheduled break,ATL Ops Sup 5,9
2022-10-30,scheduled break,ATL Ops Sup 6,6
2022-10-30,scheduled break,ATL Ops Sup 7,10
2022-10-30,tc issues,ATL Ops Sup 5,1
2022-10-30,tc issues,ATL Ops Sup 7,3
2022-10-31,acw,ATL Ops Sup 5,201
2022-10-31,acw,ATL Ops Sup 6,282
2022-10-31,acw,ATL Ops Sup 7,261
2022-10-31,at a training session,ATL Ops Sup 5,6
2022-10-31,at a training session,ATL Ops Sup 6,6
2022-10-31,at a training session,ATL Ops Sup 7,4
2022-10-31,at lunch,ATL Ops Sup 5,14
2022-10-31,at lunch,ATL Ops Sup 6,11
2022-10-31,at lunch,ATL Ops Sup 7,15
2022-10-31,escalation wait,ATL Ops Sup 5,20
2022-10-31,escalation wait,ATL Ops Sup 6,22
2022-10-31,escalation wait,ATL Ops Sup 7,10
2022-10-31,follow up,ATL Ops Sup 5,154
2022-10-31,follow up,ATL Ops Sup 6,199
2022-10-31,follow up,ATL Ops Sup 7,170
2022-10-31,in a meeting,ATL Ops Sup 5,1
2022-10-31,in a meeting,ATL Ops Sup 6,1
2022-10-31,on call,ATL Ops Sup 5,231
2022-10-31,on call,ATL Ops Sup 6,272
2022-10-31,on call,ATL Ops Sup 7,261
2022-10-31,personal break,ATL Ops Sup 5,10
2022-10-31,personal break,ATL Ops Sup 6,5
2022-10-31,personal break,ATL Ops Sup 7,6
2022-10-31,scheduled break,ATL Ops Sup 5,27
2022-10-31,scheduled break,ATL Ops Sup 6,31
2022-10-31,scheduled break,ATL Ops Sup 7,25
2022-10-31,special assignment,ATL Ops Sup 5,8
2022-10-31,special assignment,ATL Ops Sup 6,1
2022-10-31,system issues,ATL Ops Sup 5,1
2022-10-31,system issues,ATL Ops Sup 7,1
2022-10-31,tc issues,ATL Ops Sup 5,31
2022-10-31,tc issues,ATL Ops Sup 6,27
2022-10-31,tc issues,ATL Ops Sup 7,6
2022-11-01,acw,ATL Ops Sup 5,179
2022-11-01,acw,ATL Ops Sup 6,288
2022-11-01,acw,ATL Ops Sup 7,242
2022-11-01,at a training session,ATL Ops Sup 5,12
2022-11-01,at a training session,ATL Ops Sup 6,12
2022-11-01,at a training session,ATL Ops Sup 7,11
2022-11-01,at lunch,ATL Ops Sup 5,18
2022-11-01,at lunch,ATL Ops Sup 6,19
2022-11-01,at lunch,ATL Ops Sup 7,19
2022-11-01,coaching,ATL Ops Sup 5,1
2022-11-01,escalation wait,ATL Ops Sup 5,24
2022-11-01,escalation wait,ATL Ops Sup 6,13
2022-11-01,escalation wait,ATL Ops Sup 7,15
2022-11-01,follow up,ATL Ops Sup 5,151
2022-11-01,follow up,ATL Ops Sup 6,195
2022-11-01,follow up,ATL Ops Sup 7,180
2022-11-01,in a meeting,ATL Ops Sup 5,1
2022-11-01,in a meeting,ATL Ops Sup 6,2
2022-11-01,in a meeting,ATL Ops Sup 7,6
2022-11-01,on call,ATL Ops Sup 5,208
2022-11-01,on call,ATL Ops Sup 6,289
2022-11-01,on call,ATL Ops Sup 7,270
2022-11-01,personal break,ATL Ops Sup 5,5
2022-11-01,personal break,ATL Ops Sup 6,12
2022-11-01,personal break,ATL Ops Sup 7,7
2022-11-01,scheduled break,ATL Ops Sup 5,30
2022-11-01,scheduled break,ATL Ops Sup 6,36
2022-11-01,scheduled break,ATL Ops Sup 7,35
2022-11-01,special assignment,ATL Ops Sup 5,1
2022-11-01,special assignment,ATL Ops Sup 6,3
2022-11-01,system issues,ATL Ops Sup 6,1
2022-11-01,tc issues,ATL Ops Sup 5,17
2022-11-01,tc issues,ATL Ops Sup 6,21
2022-11-01,tc issues,ATL Ops Sup 7,11
2022-11-02,acw,ATL Ops Sup 5,271
2022-11-02,acw,ATL Ops Sup 6,228
2022-11-02,acw,ATL Ops Sup 7,256
2022-11-02,at a training session,ATL Ops Sup 5,12
2022-11-02,at a training session,ATL Ops Sup 6,12
2022-11-02,at a training session,ATL Ops Sup 7,8
2022-11-02,at lunch,ATL Ops Sup 5,19
2022-11-02,at lunch,ATL Ops Sup 6,21
2022-11-02,at lunch,ATL Ops Sup 7,23
2022-11-02,coaching,ATL Ops Sup 5,2
2022-11-02,escalation wait,ATL Ops Sup 5,21
2022-11-02,escalation wait,ATL Ops Sup 6,21
2022-11-02,escalation wait,ATL Ops Sup 7,11
2022-11-02,follow up,ATL Ops Sup 5,208
2022-11-02,follow up,ATL Ops Sup 6,180
2022-11-02,follow up,ATL Ops Sup 7,194
2022-11-02,on call,ATL Ops Sup 5,293
2022-11-02,on call,ATL Ops Sup 6,229
2022-11-02,on call,ATL Ops Sup 7,300
2022-11-02,personal break,ATL Ops Sup 5,5
2022-11-02,personal break,ATL Ops Sup 6,3
2022-11-02,personal break,ATL Ops Sup 7,3
2022-11-02,scheduled break,ATL Ops Sup 5,39
2022-11-02,scheduled break,ATL Ops Sup 6,28
2022-11-02,scheduled break,ATL Ops Sup 7,33
2022-11-02,special assignment,ATL Ops Sup 5,5
2022-11-02,special assignment,ATL Ops Sup 6,2
2022-11-02,special assignment,ATL Ops Sup 7,1
2022-11-02,tc issues,ATL Ops Sup 5,21
2022-11-02,tc issues,ATL Ops Sup 6,28
2022-11-02,tc issues,ATL Ops Sup 7,10
2022-11-03,acw,ATL Ops Sup 5,237
2022-11-03,acw,ATL Ops Sup 6,257
2022-11-03,acw,ATL Ops Sup 7,267
2022-11-03,at a training session,ATL Ops Sup 5,15
2022-11-03,at a training session,ATL Ops Sup 6,12
2022-11-03,at a training session,ATL Ops Sup 7,7
2022-11-03,at lunch,ATL Ops Sup 5,18
2022-11-03,at lunch,ATL Ops Sup 6,19
2022-11-03,at lunch,ATL Ops Sup 7,18
2022-11-03,coaching,ATL Ops Sup 6,1
2022-11-03,escalation wait,ATL Ops Sup 5,19
2022-11-03,escalation wait,ATL Ops Sup 6,14
2022-11-03,escalation wait,ATL Ops Sup 7,9
2022-11-03,follow up,ATL Ops Sup 5,199
2022-11-03,follow up,ATL Ops Sup 6,175
2022-11-03,follow up,ATL Ops Sup 7,195
2022-11-03,in a meeting,ATL Ops Sup 6,1
2022-11-03,on call,ATL Ops Sup 5,271
2022-11-03,on call,ATL Ops Sup 6,250
2022-11-03,on call,ATL Ops Sup 7,315
2022-11-03,personal break,ATL Ops Sup 5,11
2022-11-03,personal break,ATL Ops Sup 6,7
2022-11-03,personal break,ATL Ops Sup 7,14
2022-11-03,scheduled break,ATL Ops Sup 5,38
2022-11-03,scheduled break,ATL Ops Sup 6,35
2022-11-03,scheduled break,ATL Ops Sup 7,37
2022-11-03,special assignment,ATL Ops Sup 5,3
2022-11-03,special assignment,ATL Ops Sup 6,1
2022-11-03,system issues,ATL Ops Sup 5,1
2022-11-03,system issues,ATL Ops Sup 7,1
2022-11-03,tc issues,ATL Ops Sup 5,16
2022-11-03,tc issues,ATL Ops Sup 6,3
2022-11-03,tc issues,ATL Ops Sup 7,10
2022-11-04,acw,ATL Ops Sup 5,180
2022-11-04,acw,ATL Ops Sup 6,262
2022-11-04,acw,ATL Ops Sup 7,299
2022-11-04,at a training session,ATL Ops Sup 5,14
2022-11-04,at a training session,ATL Ops Sup 6,13
2022-11-04,at a training session,ATL Ops Sup 7,10
2022-11-04,at lunch,ATL Ops Sup 5,14
2022-11-04,at lunch,ATL Ops Sup 6,15
2022-11-04,at lunch,ATL Ops Sup 7,22
2022-11-04,escalation wait,ATL Ops Sup 5,11
2022-11-04,escalation wait,ATL Ops Sup 6,21
2022-11-04,escalation wait,ATL Ops Sup 7,9
2022-11-04,follow up,ATL Ops Sup 5,150
2022-11-04,follow up,ATL Ops Sup 6,175
2022-11-04,follow up,ATL Ops Sup 7,224
2022-11-04,in a meeting,ATL Ops Sup 7,1
2022-11-04,on call,ATL Ops Sup 5,207
2022-11-04,on call,ATL Ops Sup 6,250
2022-11-04,on call,ATL Ops Sup 7,341
2022-11-04,personal break,ATL Ops Sup 5,11
2022-11-04,personal break,ATL Ops Sup 6,6
2022-11-04,personal break,ATL Ops Sup 7,17
2022-11-04,scheduled break,ATL Ops Sup 5,32
2022-11-04,scheduled break,ATL Ops Sup 6,29
2022-11-04,scheduled break,ATL Ops Sup 7,41
2022-11-04,special assignment,ATL Ops Sup 5,2
2022-11-04,system issues,ATL Ops Sup 5,1
2022-11-04,tc issues,ATL Ops Sup 5,7
2022-11-04,tc issues,ATL Ops Sup 6,1
2022-11-05,acw,ATL Ops Sup 5,54
2022-11-05,acw,ATL Ops Sup 6,79
2022-11-05,acw,ATL Ops Sup 7,71
2022-11-05,at lunch,ATL Ops Sup 5,11
2022-11-05,at lunch,ATL Ops Sup 6,7
2022-11-05,at lunch,ATL Ops Sup 7,6
2022-11-05,escalation wait,ATL Ops Sup 5,3
2022-11-05,escalation wait,ATL Ops Sup 6,7
2022-11-05,escalation wait,ATL Ops Sup 7,3
2022-11-05,follow up,ATL Ops Sup 5,70
2022-11-05,follow up,ATL Ops Sup 6,49
2022-11-05,follow up,ATL Ops Sup 7,77
2022-11-05,on call,ATL Ops Sup 5,83
2022-11-05,on call,ATL Ops Sup 6,77
2022-11-05,on call,ATL Ops Sup 7,111
2022-11-05,personal break,ATL Ops Sup 6,5
2022-11-05,personal break,ATL Ops Sup 7,4
2022-11-05,scheduled break,ATL Ops Sup 5,15
2022-11-05,scheduled break,ATL Ops Sup 6,12
2022-11-05,scheduled break,ATL Ops Sup 7,13
2022-11-05,special assignment,ATL Ops Sup 5,2
2022-11-05,system issues,ATL Ops Sup 5,4
2022-11-05,system issues,ATL Ops Sup 7,4
2022-11-05,tc issues,ATL Ops Sup 5,8
2022-11-05,tc issues,ATL Ops Sup 6,4
2022-11-05,tc issues,ATL Ops Sup 7,5
2022-11-06,acw,ATL Ops Sup 5,57
2022-11-06,acw,ATL Ops Sup 6,23
2022-11-06,acw,ATL Ops Sup 7,50
2022-11-06,at lunch,ATL Ops Sup 5,15
2022-11-06,at lunch,ATL Ops Sup 6,1
2022-11-06,at lunch,ATL Ops Sup 7,7
2022-11-06,escalation wait,ATL Ops Sup 5,2
2022-11-06,escalation wait,ATL Ops Sup 6,2
2022-11-06,escalation wait,ATL Ops Sup 7,1
2022-11-06,follow up,ATL Ops Sup 5,64
2022-11-06,follow up,ATL Ops Sup 6,10
2022-11-06,follow up,ATL Ops Sup 7,32
2022-11-06,on call,ATL Ops Sup 5,68
2022-11-06,on call,ATL Ops Sup 6,23
2022-11-06,on call,ATL Ops Sup 7,61
2022-11-06,personal break,ATL Ops Sup 5,1
2022-11-06,personal break,ATL Ops Sup 6,1
2022-11-06,personal break,ATL Ops Sup 7,5
2022-11-06,scheduled break,ATL Ops Sup 5,21
2022-11-06,scheduled break,ATL Ops Sup 6,4
2022-11-06,scheduled break,ATL Ops Sup 7,12
2022-11-06,special assignment,ATL Ops Sup 5,1
2022-11-06,system issues,ATL Ops Sup 7,1
2022-11-06,tc issues,ATL Ops Sup 5,4
2022-11-06,tc issues,ATL Ops Sup 6,4
2022-11-07,acw,ATL Ops Sup 5,198
2022-11-07,acw,ATL Ops Sup 6,283
2022-11-07,acw,ATL Ops Sup 7,259
2022-11-07,at a training session,ATL Ops Sup 5,23
2022-11-07,at a training session,ATL Ops Sup 6,28
2022-11-07,at a training session,ATL Ops Sup 7,15
2022-11-07,at lunch,ATL Ops Sup 5,17
2022-11-07,at lunch,ATL Ops Sup 6,19
2022-11-07,at lunch,ATL Ops Sup 7,20
2022-11-07,coaching,ATL Ops Sup 5,2
2022-11-07,escalation wait,ATL Ops Sup 5,24
2022-11-07,escalation wait,ATL Ops Sup 6,14
